N	2gram	Bakhtin_KF_1	Myslijsy
1	то есть	1	34
2	потому что	2	33
3	то что	7	29
4	может быть	45	26
5	в этом	14	23
6	в том	6	23
7	и в	24	23
8	и не	26	18
9	что в	4	17
10	при этом	4	15
11	только в	16	15
12	то же	5	14
13	в себе	21	14
14	как и	5	14
15	того что	3	14
16	так как	1	14
17	для нас	4	14
18	если бы	8	13
19	не было	8	12
20	а не	17	12
21	том что	4	12
22	что я	5	11
23	не в	12	11
24	по себе	2	11
25	но и	9	11
26	не может	27	11
27	по отношению	26	10
28	не только	5	10
29	для меня	20	10
30	мы можем	1	10
31	тем что	3	10
32	что мы	1	10
33	и потому	2	10
34	между тем	4	9
35	не есть	20	9
36	мы не	3	8
37	в своем	16	8
38	но в	5	8
39	было бы	8	8
40	тогда когда	3	8
41	о том	3	8
42	другими словами	1	8
43	отношению к	22	8
44	мы говорим	1	7
45	как в	2	7
46	с этим	1	7
47	что это	3	7
48	на то	1	7
49	в нем	28	7
50	когда я	3	7
51	мысли и	1	7
52	это не	10	7
53	что язык	1	7
54	что и	7	7
55	вовсе не	7	7
56	с тем	2	7
57	могут быть	3	7
58	этого слова	2	7
59	независимо от	3	6
60	и к	1	6
61	в которой	1	6
62	когда мы	1	6
63	мысль о	1	6
64	так и	2	6
65	что не	3	6
66	для того	3	6
67	вместе с	1	6
68	и то	2	5
69	говорить о	2	5
70	один и	1	5
71	хотя и	1	5
72	бы и	3	5
73	есть для	1	5
74	как бы	9	5
75	и мы	2	5
76	должно быть	6	5
77	не менее	3	5
78	с ним	5	5
79	не имеет	5	5
80	образом в	1	5
81	есть только	1	5
82	к нему	12	5
83	не можем	1	5
84	только тогда	1	5
85	в его	40	5
86	для него	8	5
87	само по	1	5
88	не из	2	5
89	слова и	1	5
90	все это	10	5
91	а в	4	5
92	во всяком	1	5
93	и о	1	4
94	в истории	1	4
95	думать что	2	4
96	всех остальных	1	4
97	что все	1	4
98	и с	1	4
99	его в	5	4
100	и тем	3	4
101	мы имеем	5	4
102	точки зрения	12	4
103	в котором	24	4
104	тем не	2	4
105	в то	3	4
106	того чтобы	2	4
107	это слово	1	4
108	в сознании	2	4
109	в каком	4	4
110	же самое	1	4
111	и может	3	4
112	каждый раз	1	4
113	и та	2	4
114	можно сказать	1	4
115	что он	2	4
116	хотя бы	4	4
117	в одном	4	4
118	от того	3	4
119	только на	1	4
120	а именно	1	4
121	но есть	2	4
122	мысли но	1	4
123	в данном	2	4
124	и все	7	4
125	между ними	1	4
126	только как	4	4
127	по поводу	1	4
128	тем самым	4	4
129	самом деле	3	3
130	на самом	3	3
131	и есть	9	3
132	в первом	1	3
133	и до	1	3
134	что эти	1	3
135	слова в	2	3
136	мы уже	1	3
137	той же	1	3
138	что между	1	3
139	еще не	4	3
140	и на	3	3
141	там где	5	3
142	в действительности	1	3
143	в самом	1	3
144	все эти	10	3
145	бы не	3	3
146	и тот	1	3
147	на его	1	3
148	и по	1	3
149	ни был	2	3
150	в каждом	3	3
151	мы его	1	3
152	не будет	2	3
153	том случае	1	3
154	лишь в	8	3
155	но уже	1	3
156	все равно	1	3
157	с точки	9	3
158	но это	6	3
159	не от	1	3
160	их в	1	3
161	есть всегда	1	3
162	ее не	1	3
163	что есть	2	3
164	связанная с	1	3
165	только не	1	3
166	никогда не	5	3
167	же время	2	3
168	до того	1	3
169	только от	1	3
170	должны быть	1	3
171	к тому	1	3
172	ту же	1	3
173	слово и	1	3
174	в виду	3	3
175	связь между	1	3
176	и только	6	3
177	вообще и	1	3
178	с ними	3	3
179	и так	1	3
180	уже не	7	3
181	и других	2	3
182	себе в	1	3
183	и их	6	3
184	всяком случае	1	3
185	со стороны	7	3
186	и из	1	3
187	именно в	5	3
188	до этого	1	3
189	более чем	1	3
190	нет ничего	1	3
191	возможность в	2	3
192	это есть	2	3
193	и таким	1	3
194	между прочим	1	3
195	в смысле	6	3
196	в этих	1	3
197	только что	1	3
198	в искусстве	1	3
199	в процессе	2	3
200	а как	2	2
201	и себя	1	2
202	я не	6	2
203	в ней	3	2
204	и говорить	1	2
205	не нужно	2	2
206	столь же	1	2
207	в различных	1	2
208	этих случаях	1	2
209	тем как	3	2
210	к ним	4	2
211	и я	5	2
212	же с	1	2
213	его к	2	2
214	не дано	1	2
215	это можно	2	2
216	в нашем	1	2
217	бы только	1	2
218	что она	1	2
219	как оно	2	2
220	не следует	1	2
221	он не	6	2
222	не значит	6	2
223	эта последняя	1	2
224	не как	4	2
225	отношений между	1	2
226	из него	3	2
227	которое предполагает	1	2
228	значительной степени	1	2
229	здесь мы	4	2
230	в мире	6	2
231	об этом	1	2
232	это было	2	2
233	человек не	2	2
234	она и	1	2
235	одна и	1	2
236	чем в	1	2
237	мысли что	1	2
238	что значит	2	2
239	если и	1	2
240	от его	5	2
241	признать что	1	2
242	вопрос о	2	2
243	вводить в	1	2
244	том же	1	2
245	тому что	2	2
246	она не	1	2
247	что только	2	2
248	эта мысль	1	2
249	мысли в	1	2
250	и сама	1	2
251	например что	1	2
252	мысли как	1	2
253	дело не	2	2
254	к ней	1	2
255	и мысли	1	2
256	и его	17	2
257	уже и	1	2
258	в области	2	2
259	как всякое	1	2
260	в суждениях	1	2
261	оно не	2	2
262	но сама	1	2
263	из себя	8	2
264	и это	12	2
265	не существует	1	2
266	не могу	3	2
267	в ее	16	2
268	на том	1	2
269	и когда	2	2
270	что может	1	2
271	не с	1	2
272	можно только	1	2
273	сама она	1	2
274	действительность и	1	2
275	и здесь	7	2
276	все содержание	1	2
277	но мы	1	2
278	все в	1	2
279	когда оно	1	2
280	но нет	2	2
281	еще более	2	2
282	в ту	2	2
283	может иметь	2	2
284	для самого	1	2
285	быть и	3	2
286	один из	2	2
287	мы видим	1	2
288	тот же	1	2
289	бы ни	1	2
290	именно на	2	2
291	конечно не	7	2
292	если мы	1	2
293	в большинстве	1	2
294	в виде	2	2
295	большинстве случаев	1	2
296	никто не	1	2
297	отношение к	5	2
298	друг друга	1	2
299	из нее	1	2
300	и даже	1	2
301	в свою	3	2
302	было и	2	2
303	и др	1	2
304	превращается в	1	2
305	есть лишь	5	2
306	с которым	1	2
307	случае когда	1	2
308	равно как	1	2
309	к его	1	2
310	относятся к	1	2
311	его содержание	1	2
312	только для	1	2
313	из которых	2	2
314	по своему	3	2
315	если оно	1	2
316	эту мысль	1	2
317	том смысле	1	2
318	где оба	1	2
319	быть не	2	2
320	в это	2	2
321	и для	9	2
322	что делает	1	2
323	от него	3	2
324	и как	2	2
325	мы должны	1	2
326	ни к	2	2
327	я в	1	2
328	требует чтобы	1	2
329	то получим	1	2
330	но эта	5	2
331	к другим	1	2
332	все что	1	2
333	в своих	3	2
334	себя как	2	1
335	можно говорить	1	1
336	нужно помнить	1	1
337	того же	1	1
338	все остальное	2	1
339	он может	2	1
340	бы для	1	1
341	показать что	1	1
342	тем же	1	1
343	зрения той	1	1
344	должна быть	4	1
345	в их	8	1
346	и за	2	1
347	со всех	1	1
348	если я	2	1
349	смысле можно	1	1
350	не была	1	1
351	содержание мысли	1	1
352	оба эти	2	1
353	оно просто	1	1
354	ему в	2	1
355	в некотором	3	1
356	зависимости от	1	1
357	всех сторон	1	1
358	слово не	3	1
359	свою очередь	1	1
360	во мне	3	1
361	и иначе	1	1
362	стороны его	1	1
363	себя а	4	1
364	быть в	4	1
365	то-то и	1	1
366	в чем	4	1
367	во всех	11	1
368	но конечно	3	1
369	а следовательно	3	1
370	сказать и	1	1
371	различия между	1	1
372	землю и	1	1
373	но не	12	1
374	но как	5	1
375	и то-то	1	1
376	вообще как	1	1
377	нет и	3	1
378	относится к	1	1
379	в известном	1	1
380	систему и	1	1
381	субъекта и	1	1
382	мысли только	1	1
383	его на	2	1
384	а совокупность	1	1
385	виду и	1	1
386	вообще а	1	1
387	из сознания	1	1
388	далеко от	1	1
389	для которой	3	1
390	в непосредственной	1	1
391	где она	1	1
392	моментов что	1	1
393	человек со	1	1
394	ее целом	2	1
395	момент моего	1	1
396	себе как	2	1
397	та же	2	1
398	в этой	2	1
399	для эстетического	1	1
400	и отношения	2	1
401	к двум	1	1
402	ибо если	1	1
403	жизнь как	6	1
404	предметов и	1	1
405	имеем в	2	1
406	если он	1	1
407	мы получим	2	1
408	быть только	8	1
409	этот процесс	1	1
410	время и	5	1
411	он ни	2	1
412	что сколько	1	1
413	для мыслящего	1	1
414	перестает быть	1	1
415	и совершенно	3	1
416	котором мы	3	1
417	оно должно	1	1
418	оно могло	1	1
419	есть определенный	1	1
420	на этом	1	1
421	ее жизни	3	1
422	но все	5	1
423	смысле в	2	1
424	что этот	3	1
425	главным образом	1	1
426	из предшествующего	1	1
427	и чтобы	1	1
428	а по	2	1
429	на все	1	1
430	с целью	1	1
431	входит в	3	1
432	нет противоречия	1	1
433	который и	1	1
434	может стать	1	1
435	действительности в	2	1
436	он есть	1	1
437	именно что	1	1
438	этот человек	1	1
439	должен был	1	1
440	науки а	1	1
441	только одно	1	1
442	этого она	1	1
443	нет в	4	1
444	это положение	1	1
445	случае мы	2	1
446	всю жизнь	1	1
447	значит не	1	1
448	и было	1	1
449	и того	2	1
450	не мог	1	1
451	одного и	1	1
452	в эту	1	1
453	от своего	1	1
454	в своей	10	1
455	мысль и	2	1
456	еще менее	1	1
457	данного предмета	1	1
458	то для	1	1
459	к предмету	1	1
460	понятием и	1	1
461	от себя	10	1
462	ее ни	1	1
463	значение для	1	1
464	является только	1	1
465	как предмет	2	1
466	чем дальше	1	1
467	есть его	2	1
468	а есть	1	1
469	но он	1	1
470	ему дана	1	1
471	есть именно	2	1
472	с человеком	3	1
473	есть еще	1	1
474	оказалось бы	1	1
475	бы быть	5	1
476	для нее	7	1
477	сомнению но	1	1
478	в отношении	1	1
479	нечто вроде	2	1
