N	3gram	Tiupa_Vved_1	Myslijsy
1	по отношению к	7	13
2	в том что	3	13
3	не может быть	3	9
4	тем не менее	3	6
5	и в этом	1	6
6	с другой стороны	1	5
7	но и в	2	4
8	не в том	1	4
9	в свою очередь	4	4
10	само по себе	1	4
11	в этом смысле	1	4
12	подобно тому как	2	3
13	потому что на	1	3
14	в противном случае	1	3
15	с одной стороны	5	3
16	в том как	1	3
17	а в том	1	3
18	то же время	3	3
19	не только в	2	3
20	в то же	4	3
21	что иное как	1	2
22	в разные времена	1	2
23	в таком случае	1	2
24	не могло бы	1	2
25	заключает в себе	1	2
26	могут быть только	1	2
27	по крайней мере	1	2
28	все то что	1	2
29	и того же	1	2
30	одного и того	1	2
31	не что иное	1	2
32	друг от друга	1	2
33	как и в	2	2
34	к которому принадлежит	1	1
35	и в жизни	2	1
36	нам только в	1	1
37	а не в	1	1
38	на самом деле	3	1
39	имеют для них	1	1
40	но и по	1	1
41	это все равно	1	1
42	в ответ на	1	1
43	потому что я	1	1
44	одной стороны и	1	1
45	в живой речи	1	1
46	мы не можем	1	1
47	сами по себе	1	1
48	не было бы	1	1
49	в этом отношении	4	1
50	из того что	1	1
51	но это не	1	1
52	можно было бы	2	1
53	может быть только	1	1
54	как если бы	1	1
55	более или менее	2	1
56	в этом месте	1	1
57	становится одним из	2	1
58	может быть не	3	1
59	если бы мы	1	1
60	жизни но и	1	1
61	в связи с	1	1
62	не зависит от	1	1
63	но при этом	2	1
64	все без исключения	1	1
65	друг на друга	1	1
66	это не так	1	1
67	потому что она	1	1
68	во всяком случае	1	1
69	и все же	4	1
70	то что мы	1	1
71	свою очередь не	1	1
72	и тем самым	2	1
73	о том что	4	1
74	только в слове	1	1
75	и не могло	1	1
76	на то что	1	1
77	но не в	1	1
78	времени и пространства	1	1
79	в первом случае	1	1
80	могло бы быть	1	1
81	стало быть не	1	1
82	как мы видели	2	1
