N	2gram	Vinokur_Vv_1	FransuaR
1	и в	27	41
2	и т.п	1	19
3	мы уже	1	18
4	во всех	2	17
5	таким образом	19	17
6	в нем	13	16
7	и с	2	16
8	и его	5	13
9	но и	5	13
10	в этом	34	12
11	как мы	9	12
12	все эти	3	11
13	все это	6	11
14	в самом	12	10
15	не только	21	10
16	так как	13	10
17	и др	2	10
18	прежде всего	8	10
19	то что	17	10
20	и на	3	9
21	кроме того	1	9
22	во время	1	9
23	о том	15	9
24	здесь в	1	9
25	и все	1	9
26	в сущности	3	8
27	но в	10	8
28	в этой	3	8
29	никогда не	3	8
30	и до	2	7
31	в них	4	7
32	как и	5	7
33	том что	26	7
34	в его	10	7
35	вовсе не	6	7
36	у него	1	7
37	на части	1	7
38	в особенности	4	7
39	как бы	5	7
40	этот образ	1	7
41	что в	11	7
42	также и	16	6
43	например в	2	6
44	в эпоху	1	6
45	в то	5	6
46	один из	6	6
47	мы видим	1	6
48	с помощью	1	6
49	вместе с	6	6
50	или в	1	6
51	сказать что	5	6
52	что он	4	6
53	в ее	11	5
54	в своем	3	5
55	что это	3	5
56	в себе	4	5
57	то же	8	5
58	той же	4	5
59	рядом с	2	5
60	еще в	1	5
61	но он	1	5
62	во всем	2	5
63	тем что	6	5
64	все то	1	5
65	так и	1	5
66	и что	4	5
67	а также	3	5
68	же время	5	5
69	в литературе	1	5
70	до нас	3	5
71	из них	3	5
72	в одном	4	5
73	во франции	1	5
74	так же	3	5
75	в той	7	5
76	одним из	5	4
77	того же	3	4
78	самом деле	6	4
79	в средние	1	4
80	в ней	3	4
81	меньшей степени	1	4
82	он был	1	4
83	средних веков	2	4
84	как в	1	4
85	и как	9	4
86	та же	1	4
87	а затем	1	4
88	в другом	3	4
89	не в	8	4
90	того чтобы	21	4
91	все же	8	4
92	у нас	2	4
93	и вообще	3	4
94	с ним	1	4
95	другом месте	2	4
96	все время	1	4
97	тот же	1	4
98	всех его	1	4
99	с одной	4	4
100	именно на	2	4
101	уже в	5	4
102	в результате	3	4
103	в котором	4	4
104	и даже	5	4
105	с другой	8	4
106	именно в	8	4
107	одной стороны	4	4
108	более того	1	4
109	большей или	2	4
110	и от	1	4
111	о котором	8	4
112	в большей	7	4
113	а в	5	4
114	не может	13	4
115	средние века	1	4
116	все что	1	4
117	не остается	1	3
118	он сам	3	3
119	в чем	4	3
120	в одной	1	3
121	с этим	2	3
122	в первом	5	3
123	при этом	3	3
124	и сам	2	3
125	с другими	1	3
126	было бы	5	3
127	втором случае	1	3
128	тесно связаны	1	3
129	к этим	1	3
130	также что	1	3
131	потому что	14	3
132	только с	3	3
133	этом отношении	3	3
134	в духе	1	3
135	есть только	2	3
136	как один	1	3
137	народа и	1	3
138	котором мы	1	3
139	никак не	1	3
140	до сих	5	3
141	к нему	2	3
142	во втором	2	3
143	того что	12	3
144	в ряде	2	3
145	одной из	3	3
146	только в	13	3
147	в начале	3	3
148	есть в	1	3
149	до того	2	3
150	или меньшей	2	3
151	что не	5	3
152	связано с	1	3
153	и особенно	1	3
154	в данном	11	3
155	в первой	1	3
156	и не	13	3
157	с этой	4	3
158	сих пор	5	3
159	но это	1	3
160	истории но	1	3
161	не мог	2	3
162	и для	4	3
163	на языке	2	3
164	между ними	2	3
165	первом случае	2	3
166	жизни и	2	3
167	они не	1	3
168	связана с	4	2
169	и то	5	2
170	тех же	1	2
171	это и	1	2
172	из самых	1	2
173	с точки	2	2
174	ведь и	1	2
175	должна быть	2	2
176	включая и	1	2
177	мы не	2	2
178	есть нечто	1	2
179	говорить о	3	2
180	а для	1	2
181	но уже	2	2
182	из того	2	2
183	природы и	1	2
184	но не	7	2
185	дело обстоит	1	2
186	в новом	1	2
187	в истории	9	2
188	в центре	4	2
189	точки зрения	7	2
190	что именно	2	2
191	дает нам	1	2
192	искусстве и	1	2
193	стороны и	3	2
194	хотя и	3	2
195	духа в	1	2
196	раз в	1	2
197	и тот	1	2
198	и те	2	2
199	как он	6	2
200	так сказать	1	2
201	на его	1	2
202	на этом	3	2
203	находит себе	2	2
204	как они	1	2
205	что все	1	2
206	значение в	2	2
207	лишь в	1	2
208	второй половины	3	2
209	это было	1	2
210	заключается в	4	2
211	мы видели	2	2
212	наконец с	1	2
213	одного и	2	2
214	из этих	5	2
215	но если	3	2
216	и сейчас	2	2
217	в своей	4	2
218	представление о	1	2
219	мы находим	1	2
220	для этого	3	2
221	и очень	1	2
222	в таких	1	2
223	как о	4	2
224	тогда когда	3	2
225	связан и	1	2
226	а уж	1	2
227	находятся в	2	2
228	так что	5	2
229	как она	4	2
230	связи с	3	2
231	это уже	1	2
232	превращается в	1	2
233	не могут	5	2
234	этой книги	2	2
235	в области	4	2
236	должен быть	4	2
237	данном случае	5	2
238	и этим	1	2
239	в дальнейшем	2	2
240	литературы и	1	2
241	времени и	4	2
242	образом в	1	2
243	но здесь	1	2
244	люди с	1	2
245	внимание на	4	2
246	в значительной	2	2
247	между тем	8	2
248	говорит он	2	2
249	тем более	2	2
250	а именно	6	2
251	на которой	1	2
252	но с	4	2
253	себя в	2	2
254	понятно что	3	2
255	что если	2	2
256	ведь это	1	2
257	и прежде	1	2
258	в конце	3	2
259	каждый из	2	2
260	может быть	24	2
261	как раз	4	2
262	в форме	2	2
263	человека и	1	2
264	до конца	3	2
