N	2gram	Bakhtin_Fr_8	Istorich
1	и в	56	26
2	так как	4	18
3	никогда не	5	13
4	потому что	6	13
5	и на	7	12
6	в этом	14	12
7	таким образом	17	12
8	в том	13	12
9	что в	5	12
10	мы видели	5	11
11	может быть	3	11
12	связь с	3	11
13	не только	8	10
14	том что	8	10
15	в образе	3	10
16	с другой	2	10
17	и не	9	10
18	еще не	10	9
19	о смерти	1	9
20	а именно	1	9
21	что он	2	9
22	но и	9	9
23	и это	1	8
24	все эти	15	8
25	все же	2	8
26	в нем	8	8
27	на том	1	8
28	с ним	2	8
29	вместе с	2	8
30	другой стороны	2	8
31	например в	4	7
32	но в	6	7
33	мы можем	1	7
34	и его	12	7
35	о том	4	7
36	с одной	4	7
37	уже не	3	7
38	представлений о	1	7
39	у него	7	7
40	превращается в	1	7
41	одной стороны	2	7
42	мы уже	10	6
43	мы не	2	6
44	эта связь	1	6
45	как в	1	6
46	как он	1	6
47	так в	1	6
48	и с	8	6
49	в виде	2	6
50	то что	3	6
51	связан с	2	6
52	и там	1	6
53	в более	1	6
54	ее в	1	6
55	не может	2	6
56	то же	11	5
57	в ней	4	5
58	за собой	1	5
59	как и	5	5
60	и эти	2	5
61	и что	1	5
62	же мы	1	5
63	в то	12	5
64	то это	1	5
65	очень часто	1	5
66	так и	13	5
67	в его	18	5
68	мы видим	6	5
69	только в	9	5
70	тем что	1	5
71	связаны с	6	5
72	там где	3	5
73	его в	2	5
74	как мы	7	4
75	и он	1	4
76	с его	5	4
77	что оно	1	4
78	из этих	1	4
79	на его	6	4
80	здесь мы	3	4
81	это не	2	4
82	и тем	1	4
83	с тем	2	4
84	не всегда	1	4
85	не имели	2	4
86	в очень	1	4
87	а также	3	4
88	что и	3	4
89	что между	1	4
90	в других	2	4
91	до сих	8	4
92	прежде всего	6	4
93	как бы	11	4
94	сих пор	8	4
95	в книге	1	4
96	но это	2	4
97	есть и	5	4
98	в античности	1	4
99	и то	2	3
100	там же	1	3
101	почти всегда	1	3
102	время как	1	3
103	из которых	2	3
104	мы наблюдали	1	3
105	видели что	3	3
106	независимо от	1	3
107	когда он	2	3
108	и наконец	3	3
109	та же	1	3
110	в себе	4	3
111	вообще не	1	3
112	что она	2	3
113	главным образом	3	3
114	при этом	4	3
115	если бы	2	3
116	и вот	1	3
117	так например	2	3
118	него и	1	3
119	в них	11	3
120	нет в	1	3
121	такой же	5	3
122	в своей	2	3
123	и ее	4	3
124	в одном	2	3
125	не в	3	3
126	их в	4	3
127	на котором	2	3
128	того как	2	3
129	к концу	2	3
130	не потому	2	3
131	могут быть	1	3
132	его с	1	3
133	и другие	5	3
134	данном случае	2	3
135	то время	2	3
136	от него	1	3
137	один из	5	3
138	том как	1	3
139	в качестве	4	3
140	так что	3	3
141	и других	4	3
142	и только	1	3
143	далеко не	2	3
144	больше и	1	3
145	не было	5	3
146	в частности	7	3
147	к своему	1	3
148	в данном	2	3
149	в тех	1	3
150	как будто	1	3
151	и от	1	3
152	кроме того	3	3
153	вопрос о	1	3
154	а в	2	3
155	еще в	1	3
156	и эта	2	3
157	сказать что	3	3
158	на более	1	3
159	является и	2	3
160	из этого	1	3
161	как на	1	3
162	в своих	4	3
163	к этому	2	3
164	они не	5	3
165	только он	1	2
166	ту же	4	2
167	того же	1	2
168	что эти	2	2
169	книге о	1	2
170	он был	12	2
171	первый план	2	2
172	но не	5	2
173	то он	1	2
174	по отношению	1	2
175	в одной	1	2
176	в своем	3	2
177	перед нами	3	2
178	целый ряд	2	2
179	и как	2	2
180	и хотя	2	2
181	и конечно	2	2
182	что это	4	2
183	в этой	6	2
184	и они	1	2
185	и до	10	2
186	но он	3	2
187	и те	2	2
188	он не	5	2
189	это явление	1	2
190	пор мы	1	2
191	так часто	2	2
192	из него	1	2
193	людей и	2	2
194	с этой	2	2
195	страны и	1	2
196	можно было	1	2
197	же не	1	2
198	на этой	1	2
199	живет в	1	2
200	было бы	2	2
