N	3gram	Ircho_Kome_3	Dialekti
1	и т д	1	23
2	с точки зрения	3	14
3	тем не менее	3	10
4	в самом деле	6	5
5	по крайней мере	1	5
6	о том что	4	5
7	подобно тому как	1	4
8	на первый план	1	4
9	то время как	2	4
10	т е в	2	4
11	в то время	2	4
12	с одной стороны	3	3
13	в том что	9	3
14	на то что	1	3
15	хотя и не	2	2
16	в силу этого	1	2
17	не говоря уже	1	2
18	говоря уже о	1	2
19	с этой точки	1	2
20	так как все	1	2
21	в зависимости от	1	2
22	и в этом	1	2
23	с другой стороны	2	2
24	и с этой	2	2
25	во всяком случае	3	2
26	этой точки зрения	1	2
27	только на то	1	2
28	к тому что	1	2
29	ну а что	1	2
30	к тому же	4	2
31	так или иначе	2	2
32	таким образом что	1	1
33	все что угодно	1	1
34	ничем не отличаются	1	1
35	чем в других	1	1
36	тому что она	1	1
37	служит как бы	1	1
38	у меня в	1	1
39	в виду что	1	1
40	все это на	1	1
41	имеем в виду	1	1
42	и по существу	1	1
43	то же самое	3	1
44	одной стороны и	1	1
45	друг против друга	1	1
46	не отличаются от	1	1
47	до сих пор	9	1
48	и не может	1	1
49	за несколько минут	1	1
50	и в то	1	1
51	он и не	2	1
52	в этом отношении	2	1
53	не о чем	1	1
54	может быть только	1	1
55	в другой раз	1	1
56	и в частности	1	1
57	да и сами	1	1
58	даже если бы	1	1
59	все то же	1	1
60	что мы не	1	1
61	и для этого	1	1
62	далеко не всегда	1	1
63	т е чисто	1	1
64	и в отношении	1	1
65	понимающих друг друга	1	1
66	и без всякого	1	1
67	жизни вовсе не	1	1
68	со всеми их	1	1
69	что к нему	1	1
70	а то что	1	1
71	более или менее	1	1
72	то же время	4	1
73	за другой как	1	1
74	он был бы	1	1
75	точки зрения самого	1	1
76	и никогда не	1	1
77	что у него	1	1
78	в конечном счете	2	1
79	бы то ни	2	1
80	да что там	1	1
81	речь идет о	3	1
82	не менее в	1	1
83	то ни было	2	1
84	и призыв к	1	1
85	мы имеем в	1	1
86	в то же	4	1
87	в связи с	3	1
88	то это опять	1	1
89	не посмел бы	1	1
90	что и в	2	1
91	при всем том	2	1
