N	3gram	Losev_Prob_3	Vladivir
1	а к толстого	2	15
2	о том что	3	7
3	в том что	9	7
4	в те времена	1	5
5	дело в том	3	4
6	что же касается	4	4
7	и то что	7	4
8	на то что	1	4
9	в то же	4	4
10	на этот раз	3	4
11	мы хотели бы	1	3
12	более или менее	1	3
13	что он не	1	3
14	в конце концов	3	3
15	и потому что	1	3
16	с другой стороны	5	3
17	не может быть	5	3
18	но даже и	4	2
19	он не только	1	2
20	как раз и	4	2
21	на первый план	2	2
22	также и то	4	2
23	и в частности	2	2
24	то обстоятельство что	1	2
25	то что у	3	2
26	в том чтобы	1	2
27	не только в	2	2
28	в то время	4	2
29	еще и потому	1	2
30	во всяком случае	6	2
31	можно сказать что	2	2
32	тем не менее	10	2
33	для того чтобы	1	2
34	том что он	1	2
35	что и в	3	2
36	к тому же	1	2
37	и т д	13	2
38	совершенно не прав	1	1
39	это же самое	2	1
40	в том виде	2	1
41	чего бы то	2	1
42	что иное как	4	1
43	в чем не	2	1
44	да и то	2	1
45	из всего этого	1	1
46	каком случае не	1	1
47	по одному тому	1	1
48	должны сказать что	3	1
49	заключение мы должны	1	1
50	будет сказать что	1	1
51	в некотором отношении	2	1
52	в самом деле	1	1
53	в настоящее время	2	1
54	и по существу	1	1
55	говоря никогда не	2	1
56	самом же деле	4	1
57	как и другие	1	1
58	в лунную ночь	1	1
59	останавливаться только на	1	1
60	и действительно в	1	1
61	в таких случаях	2	1
62	мы перешли к	1	1
63	бы то ни	4	1
64	чем не заинтересованного	1	1
65	на самом же	4	1
66	только то что	2	1
67	что не только	1	1
68	именно так как	1	1
69	о них мы	1	1
70	несмотря на свою	1	1
71	и совсем не	1	1
72	указанием на то	1	1
73	поскольку она не	1	1
74	из которых мы	1	1
75	жизни и деятельности	1	1
76	здесь не стоит	1	1
77	бы она ни	2	1
78	у нас выше	2	1
79	одно и то	3	1
80	дело не в	2	1
81	мы читаем о	1	1
82	но в том	2	1
83	то время как	4	1
84	или как мы	1	1
85	содержит в себе	3	1
86	в целом и	1	1
87	необходимо сказать что	2	1
88	конце концов и	1	1
89	если бы мы	1	1
90	то ни было	3	1
91	с одной стороны	1	1
92	смысле этого слова	1	1
93	в связи с	7	1
94	и то же	4	1
95	у а к	1	1
96	и в этом	6	1
97	и потому его	1	1
98	в заключение мы	1	1
99	указывает на то	1	1
100	нам представляется что	1	1
101	так или иначе	1	1
102	в каком случае	2	1
103	сказать что здесь	1	1
104	ничего о ней	1	1
105	но только в	2	1
106	уже видели что	1	1
107	бы указать на	1	1
108	при этом в	1	1
109	и не очень	1	1
110	мы уже видели	1	1
111	выдвинуть на первый	1	1
112	мы должны сказать	3	1
113	только в конце	1	1
114	и есть тот	1	1
115	есть не что	4	1
116	и ни в	2	1
117	ни в каком	4	1
118	ни в чем	2	1
119	вместо этого мы	1	1
120	вовсе не есть	8	1
121	заключается в том	3	1
122	так и в	1	1
123	даже и в	2	1
124	это и есть	1	1
125	но он не	1	1
126	у него с	1	1
127	с тем что	1	1
128	мы не будем	2	1
129	и никогда не	1	1
130	и тем самым	2	1
131	не только не	1	1
132	в котором он	1	1
133	но отнюдь не	1	1
134	собственно говоря никогда	3	1
135	же деле это	1	1
136	но на этот	1	1
137	в конце своей	1	1
138	все же однако	1	1
139	и в литературе	1	1
140	но это не	1	1
141	к тому что	1	1
142	и больше ничего	2	1
143	если не прямо	1	1
144	не что иное	4	1
145	в сравнении с	2	1
146	и только в	2	1
147	о ней не	1	1
148	а именно что	1	1
149	т д в	1	1
150	в себе не	1	1
151	то он не	1	1
152	том что и	1	1
153	он будет прав	1	1
