N	2gram	Propp_Isto_2	NovoeSre
1	а не	5	17
2	и в	15	16
3	не может	5	16
4	и не	11	11
5	и есть	5	10
6	что в	12	9
7	в том	6	8
8	он не	8	8
9	в этом	11	7
10	в новой	2	7
11	может быть	17	7
12	не будет	1	7
13	как и	2	7
14	высшей степени	1	6
15	с его	1	6
16	не в	7	6
17	ни в	2	6
18	в высшей	1	6
19	никогда не	15	6
20	но это	4	6
21	не знает	2	6
22	должен быть	1	5
23	с ее	2	5
24	в ней	4	5
25	и к	1	5
26	не только	18	5
27	в жизни	2	5
28	xix века	1	5
29	все это	3	5
30	в нем	7	5
31	со всех	4	4
32	большую роль	1	4
33	о том	3	4
34	всех сторон	4	4
35	в них	1	4
36	то что	12	4
37	это не	2	4
38	прежде всего	5	4
39	не было	2	4
40	и потому	1	4
41	по своему	1	4
42	значит что	1	4
43	не менее	1	4
44	и для	2	4
45	потому что	9	4
46	с другой	2	3
47	вопрос о	4	3
48	еще не	9	3
49	во всех	2	3
50	в истории	1	3
51	наряду с	6	3
52	как в	5	3
53	духа и	1	3
54	подобно тому	3	3
55	но и	14	3
56	это было	1	3
57	и пр	7	3
58	с тем	9	3
59	в своей	1	3
60	к жизни	1	3
61	тому как	3	3
62	в прошлом	1	3
63	она не	5	3
64	эти формы	1	3
65	что такое	1	3
66	в наше	1	3
67	к тому	5	3
68	сказать что	2	3
69	и это	3	2
70	же как	5	2
71	связана с	6	2
72	века но	1	2
73	это и	1	2
74	роль в	3	2
75	не имеют	1	2
76	можно было	5	2
77	так и	5	2
78	мы не	3	2
79	мира и	1	2
80	и с	4	2
81	еще до	2	2
82	но она	1	2
83	я не	2	2
84	вот почему	1	2
85	и что	6	2
86	и на	4	2
87	в религии	1	2
88	должно было	3	2
89	но не	2	2
90	в свои	1	2
91	века и	1	2
92	в центре	1	2
93	с этим	5	2
94	ни к	1	2
95	но в	6	2
96	который в	1	2
97	все эти	4	2
98	с одной	4	2
99	в себе	4	2
100	права и	1	2
101	уже не	1	2
102	не могла	2	2
103	не будут	1	2
104	приобщиться к	1	2
105	у него	4	2
106	что она	5	2
107	связаны с	1	2
108	в природе	1	2
109	зависит от	2	2
110	но я	1	2
111	том что	7	2
112	вместе с	7	2
113	так же	13	2
114	не знал	2	2
115	одной стороны	3	2
116	другой стороны	2	2
117	по существу	2	2
118	как будто	3	2
119	как это	3	2
120	такой же	2	2
121	в то	1	2
122	одна из	2	2
123	того чтобы	2	2
124	через женщину	1	2
125	в русском	2	2
126	хотя бы	2	2
127	все они	1	2
128	а в	12	2
129	когда мы	2	2
130	могут быть	2	2
131	можно назвать	1	2
132	также что	2	1
133	что образ	1	1
134	ни одно	1	1
135	он может	1	1
