N	2gram	Vygotskiy__5	Mirosoze
1	и в	30	46
2	в нем	7	22
3	у него	3	22
4	может быть	11	21
5	в этом	14	20
6	не только	16	18
7	и не	6	18
8	никогда не	9	18
9	для него	3	18
10	есть лишь	1	17
11	но и	6	15
12	не может	9	15
13	человека в	3	14
14	как и	6	13
15	а не	8	13
16	не есть	4	13
17	прежде всего	4	12
18	потому что	23	12
19	и он	2	11
20	не было	1	11
21	но он	3	11
22	в ней	4	11
23	у нас	4	11
24	но в	5	10
25	та же	1	10
26	в себе	5	10
27	он не	3	10
28	он был	2	9
29	не в	8	9
30	не знает	2	9
31	и есть	5	8
32	отношение к	1	8
33	в своем	6	8
34	на земле	1	8
35	любовь к	1	8
36	так как	9	8
37	она не	1	8
38	переходит в	1	8
39	как бы	19	8
40	но это	1	8
41	связана с	1	7
42	как в	3	7
43	и к	4	7
44	в нашем	2	7
45	в этой	5	7
46	хотя бы	3	7
47	и потому	5	7
48	и для	6	7
49	что он	17	7
50	вопрос о	3	6
51	что это	8	6
52	в русской	1	6
53	и здесь	6	6
54	так же	13	6
55	того что	8	6
56	и там	1	6
57	жизни и	6	6
58	по преимуществу	2	5
59	то же	7	5
60	есть не	4	5
61	друг к	4	5
62	совсем не	2	5
63	в самом	14	5
64	и вот	2	5
65	что она	6	5
66	что все	6	5
67	к другу	4	5
68	в своей	4	5
69	в отношении	2	5
70	в конце	4	5
71	во всем	2	5
72	и его	6	5
73	к тому	8	5
74	и это	8	5
75	это не	3	5
76	один из	5	5
77	в его	4	5
78	для того	20	5
79	то что	37	5
80	гармонии и	1	5
81	и все	4	5
82	с его	2	4
83	у них	1	4
84	его на	2	4
85	на деле	8	4
86	чем у	3	4
87	в жизни	1	4
88	нет в	2	4
89	человек который	1	4
90	том что	21	4
91	тому что	8	4
92	не имеет	1	4
93	того чтобы	20	4
94	перед ним	1	4
95	должны быть	1	4
96	должен быть	2	4
97	что у	3	4
98	так и	3	4
99	для этого	9	4
100	означает что	1	4
101	ума и	1	4
102	в русском	1	4
103	себя в	1	4
104	уже не	1	4
105	вопроса о	2	4
106	на поверхности	2	4
107	что и	3	4
108	в свою	3	4
109	до конца	2	4
110	что в	24	4
111	все что	1	4
112	смысле слова	1	3
113	же как	2	3
114	это и	2	3
115	к другому	2	3
116	той же	3	3
117	начала в	1	3
118	и на	3	3
119	иное как	2	3
120	в чем	1	3
121	что нет	1	3
122	идея и	1	3
123	он в	2	3
124	как он	2	3
125	в россии	1	3
126	не бывает	1	3
127	в каждом	2	3
128	и с	2	3
129	ни в	3	3
130	в них	4	3
131	все равно	2	3
132	для чего	2	3
133	не мог	1	3
134	этого необходимо	2	3
135	в такой	1	3
136	что всякий	1	3
137	любовь и	1	3
138	любви и	2	3
139	принадлежат к	1	3
140	того как	2	3
141	что иное	2	3
142	он хочет	1	3
143	только с	1	3
144	в трагедии	15	3
145	себя и	2	3
146	не существует	3	3
147	если бы	11	3
148	о том	10	3
149	и во	1	3
150	и можно	2	3
151	что они	5	3
152	к которой	1	3
153	в том	27	3
154	только в	5	3
155	не так	1	3
156	тем что	6	3
157	от того	4	3
158	до сих	5	3
159	в картине	1	3
160	связано с	1	3
161	с которым	3	3
162	в строении	3	3
163	нет ничего	1	3
164	и нет	1	3
165	сих пор	5	3
166	и от	1	3
167	сказать что	9	3
168	не что	2	3
169	в своих	5	3
170	любовь в	2	2
171	нем нет	1	2
172	отношения к	2	2
173	сам по	3	2
174	от этой	2	2
175	когда человек	1	2
176	с таким	2	2
177	и за	1	2
178	в сфере	1	2
179	только это	1	2
180	но она	2	2
181	для нашей	2	2
182	во всех	2	2
183	из человеческого	1	2
184	по отношению	2	2
185	себе и	2	2
186	в центре	2	2
187	как к	1	2
188	хотя и	1	2
189	говорит что	6	2
190	в действительности	1	2
191	увидим что	9	2
192	от этого	1	2
193	то в	1	2
194	и этим	1	2
195	в которой	3	2
196	и тот	1	2
197	этот процесс	1	2
198	и если	6	2
199	на его	3	2
200	этого вопроса	1	2
201	не к	1	2
202	одной и	2	2
203	на этом	6	2
204	образа и	1	2
205	с собой	1	2
206	еще более	1	2
207	если я	2	2
208	чем в	2	2
209	должно быть	2	2
210	в этих	3	2
211	точки зрения	7	2
212	нас не	2	2
213	и той	2	2
214	но эта	1	2
215	которые в	1	2
216	есть еще	1	2
217	сам он	1	2
218	что есть	2	2
219	эта любовь	1	2
220	эта мысль	1	2
221	тогда когда	1	2
222	чем не	2	2
223	ничего не	2	2
224	к ней	1	2
225	связи с	2	2
226	грусть в	1	2
227	как будто	6	2
228	в основе	7	2
229	к себе	1	2
230	нет ни	2	2
231	всегда есть	1	2
232	мысль о	4	2
233	можно было	3	2
234	еще в	2	2
235	в которые	1	2
236	в последней	1	2
237	быть может	1	2
238	после того	1	2
239	по себе	7	2
240	в разных	1	2
241	и поэтому	3	2
242	и та	2	2
243	и что	23	2
244	и глубже	1	2
245	в сущности	12	2
246	нас в	1	2
247	к нему	1	2
248	все время	20	2
249	которое было	1	2
250	мы видим	8	2
251	тот же	3	2
252	мы увидим	9	2
253	бы его	2	2
254	между тем	1	2
255	это означает	2	2
256	так что	3	2
257	со своим	2	2
258	уже в	6	2
259	ни одного	2	2
260	него и	1	2
261	не о	1	2
262	были бы	1	2
263	или иной	2	2
264	как у	1	2
265	мы еще	1	2
266	души и	1	2
267	что не	1	2
268	превращается в	1	2
269	так это	1	2
270	вместе с	12	2
271	тому как	1	2
272	это есть	3	2
273	что же	1	2
274	да и	1	2
275	сам не	1	2
276	но для	1	2
277	в пределе	1	2
278	его с	2	2
279	но когда	1	2
280	бы в	5	2
281	быть и	2	2
282	а в	4	2
283	к самому	2	2
284	к самым	1	2
285	жизни а	1	2
286	на гибель	1	2
287	отношению к	1	2
288	это была	1	2
289	и эта	2	2
290	пор не	1	1
291	к полному	1	1
292	и то	9	1
293	самом деле	8	1
294	он может	1	1
295	только потому	1	1
296	бы для	2	1
297	из самых	2	1
298	должна быть	2	1
299	это прекрасно	1	1
300	а совершенно	1	1
301	это совершенно	2	1
302	мы не	3	1
303	что если	6	1
304	даже до	1	1
305	не преодолевает	1	1
306	но по	1	1
307	для раскрытия	1	1
308	в учении	3	1
309	х годов	1	1
310	и ее	1	1
311	двух душ	1	1
312	что существует	1	1
313	не имеющим	1	1
314	на них	1	1
315	этим не	1	1
316	тем как	1	1
317	быть признаны	1	1
318	не все	1	1
319	если в	1	1
320	такой силой	2	1
321	важное для	1	1
322	нет и	1	1
323	этом есть	1	1
324	которые не	1	1
325	мы дадим	1	1
326	себя за	1	1
327	с этим	2	1
328	под этой	1	1
329	рисует картину	1	1
330	романах достоевского	1	1
331	кто не	1	1
332	могли бы	4	1
333	и как	7	1
334	в каком-то	1	1
335	вносит в	2	1
336	любви но	1	1
337	за границей	1	1
338	отказывается от	1	1
339	ни один	2	1
340	в целом	5	1
341	все так	1	1
342	все эти	2	1
343	или во	1	1
344	во многих	1	1
345	за человека	1	1
346	на то	17	1
347	эту мысль	2	1
348	и другим	1	1
349	все те	1	1
350	эта формула	1	1
351	с раздвоением	1	1
352	он должен	8	1
353	есть та	1	1
354	братья карамазовы	1	1
355	не могли	4	1
356	у пушкина	1	1
357	дальше он	2	1
358	что ни	3	1
359	но все	2	1
360	к составлению	1	1
361	или так	1	1
362	совпадают с	2	1
363	же не	2	1
364	борьбы и	1	1
365	они должны	1	1
366	сознание и	1	1
367	в другом	3	1
368	об этом	3	1
369	говорил что	2	1
370	за собою	1	1
371	на протяжении	1	1
372	достоевского которые	1	1
373	было бы	5	1
374	он есть	1	1
375	него мысль	1	1
376	и тем	6	1
377	есть всегда	1	1
378	не соответствует	1	1
379	любви в	1	1
380	к которым	2	1
381	что совершенно	1	1
382	с тем	8	1
383	первые два	1	1
384	и уже	3	1
385	которой он	1	1
386	нигде не	1	1
387	с такой	4	1
388	же я	1	1
389	которую он	1	1
390	бы на	2	1
391	привело к	1	1
392	будет в	1	1
393	что такое	1	1
394	как все	2	1
395	не подозревает	1	1
396	в котором	2	1
397	с точки	2	1
398	человеком и	1	1
399	прибегает к	1	1
400	и оправдание	1	1
401	в которых	2	1
402	тому который	4	1
403	жизни с	1	1
404	признать что	1	1
405	стало быть	1	1
406	одном из	1	1
407	перешедшая в	1	1
408	она в	1	1
409	их в	1	1
410	силы что	1	1
411	все три	1	1
412	нас к	1	1
413	иной раз	1	1
414	с необычайной	1	1
415	но они	1	1
416	это чувство	1	1
417	из нас	1	1
418	открывает в	1	1
419	для каждого	1	1
420	в заслугу	1	1
421	к этим	2	1
422	и именно	4	1
423	равенства и	1	1
424	на самый	1	1
425	в самых	1	1
426	во всякой	2	1
427	к такому	1	1
428	это с	1	1
429	человека за	1	1
430	учения о	3	1
431	нее нет	1	1
432	есть то	2	1
433	с этих	1	1
434	и теперь	1	1
435	в сознании	1	1
436	не принадлежит	1	1
437	того же	2	1
438	замечательно что	2	1
439	находит себе	3	1
440	что на	3	1
441	в нее	2	1
442	двумя противоположными	1	1
443	пребывает в	1	1
444	не могут	3	1
445	его нужно	1	1
446	и часто	1	1
447	ее на	1	1
448	лежит и	1	1
449	лежит в	1	1
450	отличается от	2	1
451	для такого	1	1
452	как человек	1	1
453	он видит	2	1
454	по сравнению	4	1
455	он никогда	1	1
456	для любви	2	1
457	как не	1	1
458	в ее	3	1
459	говорит об	1	1
460	на той	1	1
461	приводит к	2	1
462	дано в	1	1
463	не с	2	1
464	мог бы	2	1
465	и каждый	1	1
466	когда в	2	1
467	глубже в	1	1
468	в словах	2	1
469	со словами	2	1
470	сама она	1	1
471	с женщиной	1	1
472	находится в	2	1
473	средством для	1	1
474	вот это	1	1
475	именно потому	3	1
476	но к	1	1
477	самой глубины	1	1
478	средств для	1	1
479	понимая что	1	1
480	в значительной	1	1
481	до известной	1	1
482	он исходит	2	1
483	это в	3	1
484	и только	3	1
485	бы передать	1	1
486	тотчас же	1	1
487	который так	1	1
488	на наших	1	1
489	сердце в	1	1
490	и борьбы	1	1
491	больше значения	1	1
492	но так	1	1
493	жизнь то	1	1
494	достигает того	1	1
495	которым он	1	1
496	в какой	1	1
497	и всю	1	1
498	поэтому она	1	1
499	в стороне	1	1
500	верно и	1	1
501	это очень	2	1
502	всех его	1	1
503	природа остается	1	1
504	но под	1	1
505	быть человеком	1	1
506	не то	1	1
507	человеком который	1	1
508	его жизнь	1	1
509	я имею	1	1
510	на всякую	1	1
511	не принимает	1	1
512	другу как	1	1
513	не из	1	1
514	не дает	2	1
515	его и	1	1
516	не сам	1	1
517	был бы	5	1
518	никто не	1	1
519	в письме	2	1
520	в землю	1	1
521	у нее	1	1
522	смысле этого	1	1
523	вот с	1	1
524	но что	1	1
525	дело и	3	1
526	другому и	2	1
527	этом отношении	3	1
528	не сознает	1	1
529	это будет	2	1
530	жизнь как	1	1
531	любви татьяны	1	1
532	не были	1	1
533	на примере	4	1
534	с другой	9	1
535	души ее	1	1
536	вслед за	1	1
537	а с	5	1
538	на которые	1	1
539	он считал	1	1
540	больше и	1	1
541	нашей души	1	1
542	бы назвать	1	1
543	дойти до	1	1
544	на смерть	1	1
545	но никогда	1	1
546	о чем	4	1
547	любит не	2	1
548	от всех	1	1
549	и ему	1	1
550	состояние в	1	1
551	он изображает	2	1
552	ни на	1	1
553	на самом	2	1
554	силой как	2	1
555	этот смысл	1	1
556	но такое	1	1
557	требует от	1	1
558	приводит в	1	1
559	решение вопроса	1	1
560	по своему	1	1
561	сравнению с	4	1
562	в романах	1	1
563	это приводит	1	1
564	на тот	1	1
565	в той	3	1
566	противоположность в	1	1
567	в вечной	1	1
568	чтобы заставить	1	1
569	что весь	2	1
570	есть одна	2	1
571	разных направлений	1	1
572	чтобы сделать	1	1
573	смысл в	1	1
574	и хотели	1	1
575	этого слова	1	1
576	с этой	2	1
577	этой трагедии	4	1
578	все это	2	1
579	всякое движение	1	1
580	как толстой	1	1
581	есть знак	1	1
582	письме к	1	1
583	что наш	1	1
584	которых он	2	1
585	не достигает	1	1
586	формы и	3	1
587	организма но	1	1
588	задача которая	1	1
589	тогда уже	1	1
590	когда он	5	1
591	целый ряд	3	1
592	той или	2	1
593	берет человека	1	1
594	конце концов	2	1
595	мы должны	3	1
596	ни к	1	1
597	всякий раз	2	1
598	только что	4	1
599	все они	1	1
600	этим он	3	1
601	свою судьбу	1	1
602	между ними	2	1
603	они как	1	1
604	была бы	3	1
605	остается на	1	1
606	для нашего	1	1
607	ко всему	1	1
608	из этого	2	1
609	сила и	1	1
610	природу на	1	1
611	видим в	2	1
612	по поводу	3	1
613	к этому	3	1
614	как на	11	1
615	самый характер	1	1
