N	2gram	Medvedev_F_1	Problemy
1	и не	20	31
2	и в	24	29
3	в его	23	24
4	может быть	14	24
5	в этом	15	22
6	а не	10	22
7	т е	34	21
8	в нем	14	19
9	точки зрения	16	19
10	как бы	6	19
11	для него	3	18
12	не только	7	15
13	то что	8	15
14	то же	10	14
15	не как	4	14
16	и его	10	14
17	но и	7	14
18	в пределах	6	13
19	с точки	13	13
20	уже не	2	13
21	точка зрения	2	12
22	таким образом	13	12
23	как и	11	12
24	не может	16	12
25	о себе	1	12
26	в самом	5	10
27	этом смысле	1	10
28	в то	9	10
29	только в	2	10
30	в одном	2	10
31	там где	1	10
32	видения и	1	10
33	все эти	6	9
34	с его	4	9
35	все же	3	9
36	это не	2	9
37	если бы	4	9
38	же время	8	9
39	но не	3	9
40	по отношению	4	8
41	последнее слово	1	8
42	что в	4	8
43	по себе	5	8
44	в каждом	3	8
45	в том	6	8
46	что он	3	8
47	потому что	1	8
48	до конца	7	8
49	в своем	11	8
50	в своей	11	8
51	отношению к	4	8
52	а как	2	7
53	и на	8	7
54	за пределы	2	7
55	и как	3	7
56	но в	5	7
57	в себе	3	7
58	входит в	6	7
59	с другими	4	7
60	том что	1	7
61	не в	8	7
62	вовсе не	10	7
63	она не	6	7
64	так и	18	7
65	лишь как	5	7
66	в форме	1	7
67	прежде всего	22	7
68	мира и	1	7
69	а в	6	7
70	самом деле	6	6
71	изображения и	3	6
72	так же	4	6
73	менее всего	2	6
74	как в	8	6
75	в целом	6	6
76	в мире	4	6
77	его в	3	6
78	несмотря на	1	6
79	его целом	8	6
80	в самой	2	6
81	могут быть	1	6
82	к нему	1	6
83	говорит он	3	6
84	в единстве	7	6
85	был бы	1	6
86	так как	1	6
87	как раз	2	6
88	и потому	9	6
89	не могут	1	6
90	все это	9	6
91	о мире	2	6
92	на самом	7	5
93	это и	3	5
94	должна быть	7	5
95	в зависимости	2	5
96	той же	1	5
97	же что	1	5
98	зависимости от	3	5
99	у него	1	5
100	обычного типа	1	5
101	с их	1	5
102	перед нами	1	5
103	он не	3	5
104	но все	2	5
105	было бы	6	5
106	он и	1	5
107	не становится	1	5
108	и это	2	5
109	и о	1	5
110	еще не	6	5
111	с ним	2	5
112	ничего не	2	5
113	между тем	2	5
114	именно в	8	5
115	и др	5	5
116	более того	3	5
117	мира в	2	5
118	дело идет	3	5
119	сознания и	1	5
120	во всяком	4	5
121	и т	12	4
122	идет о	2	4
123	тем как	1	4
124	и наконец	3	4
125	стиля и	2	4
126	бы и	1	4
127	является лишь	4	4
128	в этой	6	4
129	так сказать	3	4
130	перестает быть	3	4
131	не значит	1	4
132	должно быть	11	4
133	но эта	2	4
134	что было	2	4
135	раз и	2	4
136	как мы	5	4
137	в процессе	9	4
138	в основе	3	4
139	от того	2	4
140	все то	1	4
141	в произведении	2	4
142	и с	8	4
143	из одного	1	4
144	в свете	1	4
145	в литературе	5	4
146	что и	2	4
147	не было	3	4
148	не на	2	4
149	его как	3	4
150	эта особенность	1	4
151	художественной воли	5	4
152	что же	1	4
153	как предмет	1	4
154	но это	3	4
155	и для	1	4
156	в результате	2	4
157	они не	3	4
158	отношения к	6	3
159	отношении к	2	3
160	он может	1	3
161	и самое	1	3
162	например в	1	3
163	на материале	1	3
164	не во	1	3
165	ни один	1	3
166	он в	2	3
167	не входит	1	3
168	в художественном	3	3
169	и пр	17	3
170	кроме того	1	3
171	и понимания	1	3
172	и до	5	3
173	дано в	1	3
174	на почве	13	3
175	лишь на	1	3
176	далеко не	1	3
177	все должно	1	3
178	художественного творчества	1	3
179	в их	11	3
180	тому что	1	3
181	мире в	1	3
182	на котором	1	3
183	одна из	2	3
184	на него	2	3
185	никогда не	4	3
186	этом отношении	1	3
187	в духе	1	3
188	отличается от	3	3
189	оно не	4	3
190	если же	2	3
191	художественная воля	1	3
192	приводит к	2	3
193	и здесь	6	3
194	с другой	5	3
195	все в	2	3
196	в них	3	3
197	каждый элемент	2	3
198	в другой	2	3
199	романа в	1	3
200	романа и	1	3
201	б м	1	3
202	бытия в	3	3
203	не из	4	3
204	мир в	1	3
205	всяком случае	4	3
206	ни в	2	3
207	как их	2	3
208	сами по	2	3
209	т п	4	3
210	друг друга	4	3
211	предмет изображения	1	3
212	изображения в	1	3
213	целом ряде	2	3
214	по существу	2	3
215	как к	3	3
216	мире а	2	3
217	бы в	3	3
218	не дает	2	3
219	не знает	1	3
220	сказать что	1	3
221	другой стороны	1	3
222	была бы	2	3
223	материал и	1	3
224	автора в	1	3
225	время не	1	3
226	таким же	2	3
227	в своих	2	3
228	как на	4	3
229	себя как	1	2
230	или к	1	2
231	и есть	1	2
232	нам кажется	1	2
233	по преимуществу	1	2
234	из его	1	2
235	на западе	4	2
236	все те	1	2
237	мы уже	1	2
238	бы уже	1	2
239	в которой	4	2
240	вопрос о	2	2
241	на себя	1	2
242	и со	2	2
243	из которых	1	2
244	в ней	10	2
245	искать для	1	2
246	бы то	3	2
247	оно ни	1	2
248	для других	2	2
249	идеологическое творчество	4	2
250	отношение к	3	2
251	романной структуры	1	2
252	во что	2	2
253	так что	1	2
254	в истории	4	2
255	в той	1	2
256	его на	1	2
257	с этим	2	2
258	того она	1	2
259	однако не	2	2
260	и к	4	2
261	нами в	1	2
262	какую бы	2	2
263	на его	2	2
264	структуре произведения	1	2
265	всех этих	3	2
266	в россии	3	2
267	ни были	2	2
268	войти в	2	2
269	принципа в	1	2
270	то ни	3	2
271	при этом	5	2
272	подходит к	3	2
273	всеми своими	1	2
274	дело здесь	1	2
275	с начала	2	2
276	чисто художественные	1	2
277	и несет	1	2
278	между отдельными	1	2
279	в жизни	3	2
280	ни одной	1	2
281	и уже	1	2
282	как целое	1	2
283	как таковой	6	2
284	в отношении	3	2
285	в котором	1	2
286	бы к	1	2
287	нему и	1	2
288	но он	1	2
289	друг другу	1	2
290	у тургенева	2	2
291	произведения в	8	2
292	человека но	1	2
293	мира не	1	2
294	идеологического творчества	9	2
295	мысли в	2	2
296	самого начала	1	2
297	чтобы в	1	2
298	к этим	1	2
299	какой бы	1	2
300	в структуре	1	2
301	следовательно и	2	2
302	жизни не	2	2
303	правда в	1	2
304	совершенно неправильно	1	2
305	а лишь	2	2
306	связи с	3	2
307	в сознании	1	2
308	уже и	1	2
309	во все	1	2
310	из самого	1	2
311	что оно	1	2
312	воля к	1	2
313	и входит	1	2
