N	3gram	Bakhtin_Fr_7	Formalny
1	с точки зрения	3	14
2	на самом деле	1	12
3	в то же	9	7
4	то же время	9	7
5	во всяком случае	1	6
6	в данном случае	1	4
7	в связи с	1	4
8	в большинстве случаев	2	4
9	потому что он	1	3
10	по отношению к	2	3
11	то же самое	1	3
12	в этом романе	1	3
13	в этом отношении	2	3
14	в одной плоскости	1	3
15	в том что	3	3
16	уже знаем что	1	2
17	с таким же	1	2
18	в этом смысле	1	2
19	о том как	2	2
20	самом же деле	1	2
21	и во всяком	1	2
22	мы увидим что	1	2
23	как и все	1	2
24	на самом же	1	2
25	дело в том	2	2
26	так и в	3	2
27	именно потому что	1	2
28	то же что	1	2
29	мы уже знаем	1	2
30	в последнем счете	1	2
31	в конце концов	4	2
32	как мы видели	4	2
33	где кончается одно	1	1
34	ни взяли мы	1	1
35	что в этом	1	1
36	в изобразительных искусствах	1	1
37	что в слове	1	1
38	иерархическое место в	1	1
39	имеем в виду	2	1
40	до конца нельзя	1	1
41	и до конца	2	1
42	в том же	1	1
43	оно ни было	2	1
44	на первый план	1	1
45	в том или	1	1
46	а следовательно и	2	1
47	сам по себе	1	1
48	остается подвести некоторые	1	1
49	нужно прибавить что	1	1
50	как и с	1	1
51	с тем что	1	1
52	том или ином	1	1
53	здесь не в	1	1
54	переходит в другое	1	1
55	провести границу между	1	1
56	в нем как	1	1
57	и с помощью	1	1
58	со всех сторон	1	1
59	мы еще вернемся	1	1
60	смыслу так же	1	1
61	в это время	1	1
62	начала и до	2	1
63	в значительной степени	2	1
64	для него это	1	1
65	не только в	1	1
66	с помощью каких	1	1
67	кончается одно и	1	1
68	и по отношению	1	1
69	и в этой	2	1
70	бы оно ни	2	1
71	том что они	1	1
72	и ничем не	1	1
73	эпоху и в	1	1
74	вовсе не являются	1	1
75	о котором мы	1	1
76	в его целом	2	1
77	все то что	3	1
78	о том что	1	1
79	таким образом все	1	1
80	целом так и	1	1
81	в той же	1	1
82	как бы еще	1	1
83	а не наоборот	1	1
84	можно было бы	2	1
85	его целом так	1	1
86	с самого начала	1	1
87	и в самом	1	1
88	подвести некоторые итоги	1	1
89	выходит за пределы	1	1
90	самом деле здесь	1	1
91	но он может	1	1
92	и в романе	1	1
93	мы имеем в	2	1
94	с начала и	2	1
95	от всех тех	1	1
96	еще вернемся в	1	1
97	в романе и	1	1
98	в том числе	4	1
99	мы уже указывали	1	1
100	и в том	1	1
101	если отвлечься от	1	1
102	свою роль в	1	1
103	нет никаких оснований	1	1
104	как и в	2	1
105	во все стороны	1	1
106	том числе и	2	1
