N	3gram	Bakhtin_Pr_2	Vladivir
1	в том что	1	9
2	в связи с	1	8
3	во всяком случае	1	6
4	в то время	2	6
5	тем не менее	2	6
6	в письме к	2	4
7	по крайней мере	1	4
8	как мы знаем	1	4
9	дело в том	1	3
10	более или менее	3	3
11	с точки зрения	8	3
12	в отличие от	4	3
13	в то же	5	3
14	на этот раз	1	3
15	в конце концов	2	3
16	так или иначе	1	3
17	то что он	1	3
18	у него в	1	3
19	то же время	5	3
20	о том что	1	3
21	хотя и не	2	2
22	на то что	2	2
23	в настоящее время	2	2
24	том что он	2	2
25	в том же	1	2
26	нам кажется что	2	2
27	как мы сказали	2	2
28	можно было бы	3	2
29	он никогда не	1	2
30	сам по себе	5	2
31	в котором все	1	2
32	само по себе	1	2
33	мы будем говорить	1	2
34	а не на	1	2
35	после того как	1	2
36	до некоторой степени	1	2
37	но кроме того	1	1
38	не может не	1	1
39	вместе с достоевским	1	1
40	так сказать с	1	1
41	прежде всего на	1	1
42	на том же	1	1
43	также и в	1	1
44	в том числе	1	1
45	он не только	1	1
46	как раз и	2	1
47	тот же самый	1	1
48	сознании и в	2	1
49	до сих пор	7	1
50	по существу своему	1	1
51	в сознании и	1	1
52	бы то ни	1	1
53	у него не	1	1
54	а может быть	1	1
55	в собственном смысле	1	1
56	что в нем	1	1
57	точки зрения того	1	1
58	на этот вопрос	2	1
59	почти никогда не	1	1
60	и не в	1	1
61	и не принимает	1	1
62	может быть и	2	1
63	говорит в письме	1	1
64	до конца и	1	1
65	но в то	3	1
66	он говорил это	1	1
67	сообщение о том	1	1
68	все больше и	1	1
69	мы знаем в	1	1
70	то время как	2	1
71	собственном смысле слова	1	1
72	и наконец в	1	1
73	и в том	1	1
74	не может быть	4	1
75	нельзя сказать о	1	1
76	здесь перед нами	1	1
77	вид что я	1	1
78	в той же	1	1
79	сих пор не	1	1
80	как будто и	1	1
81	но тем не	1	1
82	я знаю что	1	1
83	приведем еще один	1	1
84	в самом деле	4	1
85	но все же	2	1
86	можно сказать что	1	1
87	в этом смысле	2	1
88	т п с	1	1
89	больше и больше	1	1
90	как мы уже	1	1
91	общего дела в	1	1
92	конечно не в	1	1
93	в одном глазу	1	1
94	и в нем	1	1
95	никак не может	3	1
96	сказать что это	1	1
97	к тому же	3	1
98	и т д	4	1
