N	2gram	Losev_Prob_4	Formalny
1	т е	1	34
2	и в	20	24
3	художественного произведения	1	23
4	в его	3	23
5	прежде всего	11	22
6	и не	28	20
7	так и	10	18
8	точки зрения	14	16
9	не может	5	16
10	в этом	9	15
11	в нем	5	14
12	может быть	9	14
13	таким образом	8	13
14	с точки	11	13
15	и т	4	12
16	в своем	3	11
17	как и	6	11
18	в своей	4	11
19	в их	1	11
20	не менее	10	11
21	должно быть	1	11
22	в ней	7	10
23	то же	7	10
24	вовсе не	21	10
25	настоящее время	1	10
26	и ее	4	10
27	и его	10	10
28	а не	7	10
29	в настоящее	1	10
30	в то	4	9
31	и потому	7	9
32	все это	9	9
33	и на	3	8
34	как в	5	8
35	т д	3	8
36	и с	7	8
37	не в	13	8
38	в ее	5	8
39	именно в	7	8
40	то что	15	8
41	в свою	1	8
42	на самом	5	7
43	с ее	2	7
44	не только	24	7
45	жизни и	5	7
46	в содержании	1	7
47	в единстве	1	7
48	до конца	1	7
49	и от	6	7
50	но и	14	7
51	еще не	7	6
52	самом деле	3	6
53	отнюдь не	10	6
54	более или	2	6
55	в целом	1	6
56	все эти	16	6
57	в этой	4	6
58	как бы	4	6
59	как таковой	1	6
60	или менее	2	6
61	свою очередь	1	6
62	на основе	1	6
63	в пределах	2	6
64	и здесь	1	6
65	до сих	1	6
66	художественной структуры	2	6
67	в том	20	6
68	было бы	14	6
69	в живом	1	6
70	как это	3	6
71	художественное произведение	1	6
72	сих пор	1	6
73	и все	8	6
74	а в	4	6
75	хотя бы	7	5
76	во всех	4	5
77	но в	8	5
78	в самом	2	5
79	при этом	6	5
80	по себе	11	5
81	и до	1	5
82	у нас	14	5
83	как мы	3	5
84	искусства и	1	5
85	в литературе	2	5
86	того что	1	5
87	только на	2	5
88	с другой	7	5
89	и др	1	5
90	в искусстве	1	5
91	художественных произведений	1	4
92	с его	2	4
93	в истории	3	4
94	независимо от	3	4
95	и к	3	4
96	в которой	2	4
97	учение о	3	4
98	не как	1	4
99	с другими	3	4
100	искусства в	1	4
101	и может	2	4
102	как о	3	4
103	друг друга	2	4
104	только и	5	4
105	как на	1	4
106	никогда не	1	4
107	если бы	8	4
108	для этого	2	4
109	познания и	1	4
110	всяком случае	4	4
111	с одной	1	4
112	конечно не	3	4
113	т п	1	4
114	одной стороны	1	4
115	в связи	3	4
116	в частности	2	4
117	стороны и	2	4
118	с этой	1	4
119	быть и	1	4
120	что в	3	4
121	к этой	1	4
122	так же	5	4
123	во всяком	8	4
124	это и	4	3
125	изображения и	1	3
126	действительности и	5	3
127	мы не	7	3
128	зависимости от	3	3
129	время в	1	3
130	бы то	1	3
131	но не	5	3
132	со всеми	2	3
133	значение и	1	3
134	отношение к	1	3
135	как к	1	3
136	все же	2	3
137	когда он	1	3
138	и как	3	3
139	и наконец	4	3
140	в себе	12	3
141	если он	2	3
142	он не	2	3
143	перестает быть	2	3
144	всех этих	6	3
145	становления и	1	3
146	в каждом	1	3
147	то ни	1	3
148	на все	2	3
149	его в	2	3
150	в жизни	3	3
151	в них	5	3
152	вещей и	1	3
153	в отношении	4	3
154	литературы как	1	3
155	тем самым	4	3
156	но для	1	3
157	не о	1	3
158	в основе	1	3
159	связи с	3	3
160	отличается от	4	3
161	всего в	1	3
162	к тому	3	3
163	здесь не	7	3
164	ясно что	7	3
165	особенно в	1	3
166	жизнь и	4	3
167	бы в	1	3
168	для него	3	3
169	со всем	1	3
170	и даже	9	3
171	в области	3	3
172	не было	3	3
173	и непосредственно	2	3
174	его как	1	3
175	в россии	1	3
176	произведения искусства	2	3
177	на фоне	1	3
178	ни на	3	3
179	или иного	3	3
180	в художественном	4	3
181	но это	6	3
182	действительность не	1	3
183	каждой из	2	3
184	же в	4	3
185	между ними	1	3
186	что он	8	3
187	думать что	1	3
188	и методы	1	2
189	зрения их	1	2
190	же как	1	2
191	чтобы не	2	2
192	в эстетике	1	2
193	и это	2	2
194	в зависимости	3	2
195	и должен	1	2
196	в году	1	2
197	входящих в	1	2
198	от всякой	2	2
199	вопрос о	1	2
200	единство и	1	2
201	а только	6	2
202	и всякий	1	2
203	нет и	2	2
204	за пределы	2	2
205	чем же	3	2
206	из возможных	1	2
207	с этим	4	2
208	однако не	4	2
209	в действительности	1	2
210	от чего	1	2
211	он в	1	2
212	в нашем	12	2
213	остановиться на	1	2
214	с художественной	1	2
215	и те	1	2
216	этот образ	1	2
217	какую бы	1	2
218	и если	5	2
219	на его	2	2
220	и вот	1	2
221	том чтобы	2	2
222	и более	3	2
223	но ведь	1	2
224	но все	3	2
225	того или	3	2
226	это не	7	2
227	действительности в	1	2
228	всю свою	1	2
229	с начала	1	2
230	начала и	1	2
231	отражение в	1	2
232	в новое	3	2
233	действий и	1	2
234	в художественную	1	2
235	ни в	17	2
236	с тем	4	2
237	жизни но	1	2
238	нисколько не	1	2
239	не так	3	2
240	не сможет	1	2
241	гуманитарных наук	1	2
242	войти в	1	2
243	на всю	1	2
244	бы быть	2	2
245	раз и	1	2
246	и слишком	1	2
247	к другим	1	2
248	только не	4	2
249	следовательно и	1	2
250	ничего не	1	2
251	жизни не	1	2
252	в самой	4	2
253	учения о	2	2
254	к ней	2	2
255	и является	3	2
256	во всем	2	2
257	чисто художественной	1	2
258	от их	1	2
259	данного произведения	1	2
260	от нее	1	2
261	не есть	12	2
262	если же	1	2
263	замечаем что	1	2
264	всего этого	1	2
265	для всякого	2	2
266	глубоко и	3	2
267	с ним	4	2
268	часто и	1	2
269	на художественную	1	2
270	и что	2	2
271	как ее	1	2
272	к действительности	1	2
273	единства и	1	2
274	не выходит	3	2
275	все в	3	2
276	произведение является	1	2
277	познание и	1	2
278	и всякая	1	2
279	функций в	2	2
280	мы ни	2	2
281	что и	3	2
282	соединении с	1	2
283	нем и	1	2
284	только в	23	2
285	таком понимании	1	2
286	и исключительно	1	2
287	уже не	5	2
288	если мы	5	2
289	ни одного	1	2
290	не дает	1	2
291	большинстве случаев	1	2
292	не связанных	1	2
293	в одном	4	2
294	сами по	2	2
295	как раз	4	2
296	даже и	13	2
297	его исторического	1	2
298	реального бытия	1	2
299	здесь в	5	2
300	сама по	2	2
301	она является	2	2
302	и самый	1	2
303	не на	1	2
304	все время	2	2
305	была бы	2	2
306	но есть	1	2
307	под влиянием	1	2
308	бы оно	1	2
309	вместе с	5	2
310	и особенно	1	2
311	она есть	1	2
312	литературе и	1	2
313	является для	3	2
314	в результате	8	2
315	ни было	2	2
316	в своих	1	2
317	отношении к	1	2
318	тот или	2	2
319	жизни в	2	2
320	одной из	4	2
321	но эта	2	2
322	вещах и	1	2
323	как таковое	1	2
324	нас не	1	2
325	новое время	1	1
326	смысле слова	15	1
327	можно говорить	1	1
328	также и	13	1
329	для построения	1	1
330	мы замечаем	1	1
331	мы здесь	2	1
332	прочим и	1	1
333	или к	2	1
334	самодовлеющего и	4	1
335	и есть	4	1
336	нам кажется	2	1
337	по преимуществу	2	1
338	также что	1	1
339	произведений с	1	1
340	едва ли	10	1
341	и этот	3	1
342	теоретика и	1	1
343	ни взяли	2	1
344	элементы и	1	1
345	на первом	1	1
346	реалистического искусства	1	1
347	действительностью и	1	1
348	нас это	1	1
349	хотя здесь	1	1
350	но под	1	1
351	действительности с	1	1
352	ему в	2	1
353	человеческого организма	2	1
354	в каждой	3	1
355	его основная	1	1
356	это время	1	1
357	в равнодушии	1	1
358	xix века	2	1
359	не был	1	1
360	говоря уже	2	1
361	в чем	2	1
362	глаза для	1	1
363	тем как	1	1
364	конкретного изучения	1	1
365	и всего	1	1
366	они у	1	1
367	предисловии к	1	1
368	совсем не	1	1
369	сырым материалом	1	1
370	в данном	6	1
371	характер они	1	1
372	только путем	1	1
373	две основные	1	1
374	отдельных писателей	1	1
375	о необходимости	2	1
376	предполагает как	1	1
377	обязательным и	1	1
378	и соответствующих	1	1
379	общего с	2	1
380	действительность для	1	1
381	за этим	1	1
382	романа или	1	1
383	как нам	1	1
384	перед нами	13	1
385	в единый	1	1
386	понять и	1	1
387	хотя и	5	1
388	и всецело	1	1
389	и понимания	1	1
390	идеологий и	1	1
391	даже просто	1	1
392	в этот	1	1
393	о самом	1	1
394	истории искусства	1	1
395	то в	2	1
396	в условиях	3	1
397	перестанет быть	1	1
398	фоне этого	1	1
399	бы и	3	1
400	ни один	1	1
401	из этих	1	1
402	еще далеко	1	1
403	сущности и	1	1
404	художников и	1	1
405	в последнее	1	1
406	религиозные символы	2	1
407	с их	1	1
408	как он	1	1
409	на то	1	1
410	сам предмет	1	1
411	что без	2	1
412	тем не	10	1
413	художественном образе	2	1
414	и общее	1	1
415	они в	1	1
416	не значит	1	1
417	нее и	1	1
418	вообще не	3	1
419	символы и	2	1
420	и по	2	1
421	лишь с	1	1
422	или иных	3	1
423	конца и	1	1
424	не замечаем	1	1
425	что является	1	1
426	может остаться	1	1
427	и понятие	4	1
428	мышления с	1	1
429	однако едва	1	1
430	на этой	2	1
431	заключается в	2	1
432	этом смысле	3	1
433	и основные	1	1
434	чисто художественные	1	1
435	и тем	7	1
436	и каждый	2	1
437	для них	2	1
438	сами эти	1	1
439	но уже	1	1
440	он является	1	1
441	нет в	2	1
442	далеко не	2	1
443	в подлинном	1	1
444	в контексте	1	1
445	этого не	2	1
446	и уже	1	1
447	он и	1	1
448	в научном	1	1
449	первом плане	1	1
450	значение как	1	1
451	и тогда	2	1
452	смысл и	1	1
453	искусства может	1	1
454	в этих	5	1
455	или вообще	1	1
456	и другие	1	1
457	что между	1	1
458	что если	1	1
459	внешним и	1	1
460	вещь как	2	1
461	в такой	1	1
462	в котором	2	1
463	из которой	1	1
464	чем более	1	1
465	голое и	1	1
466	бы мы	1	1
467	от его	1	1
468	но здесь	1	1
469	нового содержания	1	1
470	взятые сами	1	1
471	в силу	1	1
472	отдельных произведений	1	1
473	не понимает	2	1
474	этих моментов	1	1
475	более тонким	1	1
476	и почти	1	1
477	для нее	1	1
478	с отражением	1	1
479	сам этот	1	1
480	не знает	1	1
481	и вся	1	1
482	тому что	1	1
483	и очень	5	1
484	дело если	1	1
485	в отвлеченном	4	1
486	вещей как	1	1
487	и какие	1	1
488	отражает и	1	1
489	иной раз	1	1
490	себе конечно	1	1
491	особенно ярко	2	1
492	в обоих	2	1
493	самого начала	1	1
494	не имеет	4	1
495	если в	1	1
496	здесь на	2	1
497	и притом	2	1
498	но самые	1	1
499	к этим	1	1
500	и сама	3	1
501	которого он	1	1
502	говорить о	2	1
503	и отдельных	1	1
504	но только	2	1
505	того чтобы	2	1
506	здесь может	1	1
507	и никакой	1	1
508	его от	1	1
509	вся его	1	1
510	самой жизни	3	1
511	правда в	3	1
512	трудно отделить	1	1
513	и без	6	1
514	под этим	1	1
515	это то	1	1
516	переживания в	1	1
517	на себя	1	1
518	своей природе	1	1
519	по своей	1	1
520	жизни на	1	1
521	диалектического понимания	1	1
522	потому что	15	1
523	идею в	1	1
524	в сознании	3	1
525	на которой	1	1
526	только с	1	1
527	уже и	3	1
528	мы и	1	1
529	и метод	1	1
530	точном смысле	1	1
531	за его	1	1
532	однако это	2	1
533	если только	1	1
534	и материально	1	1
535	уже о	1	1
536	в мифе	3	1
537	не могут	1	1
538	есть только	2	1
539	могут быть	1	1
540	числе и	1	1
541	в абсолютно	1	1
542	что при	1	1
543	ничего общего	5	1
544	развития уже	2	1
545	они вовсе	1	1
546	и формулировка	1	1
547	диалектического материализма	1	1
548	и о	5	1
549	и сами	1	1
550	данном случае	5	1
551	только при	6	1
552	последнее время	1	1
553	ее элементы	2	1
554	в неподвижную	1	1
555	то чтобы	1	1
556	с самого	1	1
557	глубже и	1	1
558	если они	1	1
559	богатства и	1	1
560	в образе	1	1
561	что также	1	1
562	здесь нет	3	1
563	мог бы	1	1
564	действительно если	1	1
565	что дело	1	1
566	по сравнению	1	1
567	думает что	1	1
568	эти основные	1	1
569	не меньше	1	1
570	действительность и	1	1
571	о ней	1	1
572	в другом	3	1
573	на всех	2	1
574	другими словами	3	1
575	что перед	2	1
576	одного из	1	1
577	можно сказать	5	1
578	а также	6	1
579	может не	1	1
580	бытием и	1	1
581	как они	2	1
582	все во	1	1
583	отражением в	1	1
584	на отдельные	1	1
585	перспективу для	1	1
586	и своей	1	1
587	являются в	1	1
588	вся эта	2	1
589	уже чисто	2	1
590	и во	4	1
591	и хорошо	1	1
592	эти два	1	1
593	на одном	1	1
594	конечно может	1	1
595	и ни	5	1
596	исторического развития	1	1
597	в художественной	1	1
598	резко отличается	1	1
599	в сыром	1	1
600	и самые	1	1
601	содержания но	1	1
602	предмета и	1	1
603	к нему	3	1
604	мы видим	1	1
605	менее в	1	1
606	только содержание	1	1
607	очень много	2	1
608	смысле не	2	1
609	который в	1	1
610	по мнению	1	1
611	воды но	1	1
612	и требует	1	1
613	не мешает	3	1
614	в предисловии	1	1
615	так что	6	1
616	которые мы	1	1
617	для всех	3	1
618	к какому	1	1
