N	3gram	Propp_Isto_3	Myshleni
1	в том что	5	21
2	с точки зрения	1	18
3	с одной стороны	2	7
4	заключается в том	1	7
5	в связи с	3	6
6	во всяком случае	2	6
7	не может быть	1	6
8	на то что	1	6
9	по отношению к	2	5
10	можно было бы	1	5
11	на этот вопрос	1	5
12	из того что	1	4
13	о том что	2	4
14	состоит в том	2	3
15	в том числе	1	3
16	в данном случае	3	3
17	смысле этого слова	1	3
18	мы уже говорили	1	3
19	мы видели что	3	3
20	том что в	2	2
21	на том что	1	2
22	мы видим в	1	2
23	мы должны будем	1	2
24	на самом деле	1	2
25	подобно тому как	1	2
26	должны были бы	1	2
27	мы уже видели	3	2
28	в целом но	1	2
29	друг от друга	1	2
30	друг с другом	1	2
31	потому что как	1	1
32	мы видим не	1	1
33	в свете приведенных	2	1
34	что в этом	1	1
35	у нас в	1	1
36	в течение лет	1	1
37	этой точки зрения	1	1
38	двух совершенно различных	1	1
39	мы должны были	1	1
40	будет сказать что	1	1
41	до сих пор	5	1
42	не имеют ничего	1	1
43	мы не будем	1	1
44	вместе с ней	1	1
45	на самом же	1	1
46	только то что	1	1
47	с тем что	1	1
48	что в них	2	1
49	точно так же	2	1
50	как если бы	1	1
51	в своем исследовании	1	1
52	с ней в	1	1
53	и то что	2	1
54	видеть в этом	1	1
55	что он так	1	1
56	для нас это	1	1
57	уже говорили выше	1	1
58	сами по себе	1	1
59	одной из них	1	1
60	в такой же	1	1
61	таким образом и	2	1
62	в этом нет	1	1
63	мы видели выше	1	1
64	связаны между собой	1	1
65	на всю жизнь	1	1
66	но вместе с	1	1
67	видим не только	1	1
68	видели что в	1	1
69	с другой стороны	7	1
70	так же как	1	1
71	на ту же	1	1
72	здесь не только	1	1
73	то обстоятельство что	1	1
74	она не может	1	1
75	ничего общего с	1	1
76	с самого начала	1	1
77	не только не	2	1
78	при известных условиях	1	1
79	можно сказать что	1	1
80	мы имеем в	2	1
81	заметить что в	1	1
82	после того как	1	1
83	в том смысле	1	1
84	по этому вопросу	1	1
85	не только то	1	1
86	что она при	2	1
87	самом же деле	1	1
88	в буквальном смысле	1	1
89	как и в	2	1
90	к тому же	2	1
91	а затем уже	1	1
92	имеют ничего общего	1	1
93	как мы видели	5	1
94	в своей жизни	1	1
