N	3gram	Tiupa_Narr_1	Psycholo
1	в том что	8	14
2	с одной стороны	7	12
3	что в этом	1	6
4	о том что	6	6
5	в самом деле	1	5
6	до сих пор	1	5
7	с другой стороны	4	5
8	а с другой	1	4
9	и как бы	1	4
10	не в состоянии	1	3
11	иметь в виду	1	3
12	то же самое	1	3
13	сам по себе	1	3
14	и то что	1	3
15	то что он	1	3
16	на одном полюсе	1	3
17	можно было бы	2	3
18	друг с другом	1	3
19	в этом отношении	3	3
20	и того же	1	2
21	что иное как	2	2
22	же обстоит дело	1	2
23	состоит в том	3	2
24	одного и того	1	2
25	в качестве своего	1	2
26	может быть и	1	2
27	с точки зрения	2	2
28	в отличие от	5	2
29	так же как	2	2
30	в данном случае	4	2
31	сами по себе	2	2
32	в том чтобы	1	2
33	не только в	2	2
34	все то что	1	2
35	именно в том	2	2
36	по себе не	1	2
37	и когда он	1	2
38	само по себе	1	2
39	не может быть	5	2
40	не что иное	2	2
41	той или иной	4	2
42	можно сказать что	4	2
43	друг от друга	1	2
44	совершенно очевидно что	1	2
45	на самом деле	1	2
46	том что в	1	1
47	и т.д однако	1	1
48	никакого доступа к	1	1
49	не мог бы	1	1
50	только потому что	1	1
51	от всех прочих	1	1
52	что на протяжении	1	1
53	может включать в	2	1
54	дело в том	1	1
55	по отношению к	6	1
56	более или менее	2	1
57	одной из этих	1	1
58	в этом смысле	1	1
59	том что он	1	1
60	том что оно	1	1
61	то есть к	1	1
62	к самому герою	1	1
63	же как и	1	1
64	до известной степени	1	1
65	мы не имеем	1	1
66	по отношению ко	1	1
67	только то что	1	1
68	том что именно	1	1
69	к тому чтобы	1	1
70	том или ином	2	1
71	в основе своей	4	1
72	и др в	1	1
73	с этой точки	1	1
74	по крайней мере	1	1
75	и не в	4	1
76	то или иное	2	1
77	не то что	2	1
78	не могло быть	1	1
79	и не дает	1	1
80	в том или	2	1
81	что все то	1	1
82	но еще не	1	1
83	и тот же	1	1
84	что они все	2	1
85	в себя и	2	1
86	и при этом	1	1
87	имеем дело с	1	1
88	все же не	4	1
89	а не как	1	1
90	она все же	1	1
91	не только о	2	1
92	один и тот	1	1
93	этой точки зрения	2	1
94	того или иного	2	1
95	включать в себя	2	1
96	в свою очередь	3	1
97	что не могло	1	1
98	в конечном счете	2	1
99	во времени и	4	1
100	что один из	1	1
101	речь идет о	2	1
102	его жизни но	1	1
103	состоит именно в	2	1
104	на всем протяжении	1	1
105	том что по	1	1
106	мы имеем дело	2	1
107	и тем более	1	1
108	обратим внимание на	1	1
109	в русской литературе	1	1
110	в себе два	1	1
