N	2gram	Bakhtin_Fr_6	slovoVRo
1	и в	41	41
2	в нем	16	30
3	то есть	24	26
4	в романе	2	21
5	могут быть	1	19
6	во всех	17	17
7	не только	10	16
8	и не	3	16
9	точки зрения	2	16
10	но и	13	16
11	а не	2	15
12	то же	5	14
13	и на	9	14
14	в то	6	14
15	и его	13	14
16	в пределах	1	14
17	может быть	2	14
18	и др	10	14
19	не может	4	14
20	слова и	1	13
21	в сущности	8	13
22	в его	7	13
23	в этом	12	12
24	до конца	2	12
25	же время	5	12
26	как бы	7	12
27	так и	5	11
28	в узком	1	10
29	язык и	1	10
30	в большинстве	4	10
31	в той	5	10
32	себя в	2	9
33	все эти	11	9
34	таким образом	17	9
35	той или	1	9
36	или иной	1	9
37	как в	4	8
38	но в	8	8
39	на его	2	8
40	с точки	2	8
41	как мы	12	8
42	в особенности	7	8
43	или в	6	8
44	прежде всего	10	8
45	отношение к	1	7
46	все же	4	7
47	в своей	2	7
48	не в	4	7
49	вовсе не	7	7
50	с ним	4	7
51	зрения на	1	7
52	всех его	4	7
53	они могут	2	7
54	на фоне	1	7
55	все они	2	7
56	того же	4	6
57	при этом	3	6
58	в плане	3	6
59	это не	1	6
60	в них	7	6
61	к своему	1	6
62	в отношении	1	6
63	только в	3	6
64	большинстве случаев	5	6
65	и даже	4	6
66	по своим	1	6
67	а в	4	6
68	и к	1	5
69	в самом	10	5
70	он в	2	5
71	так сказать	2	5
72	с другими	3	5
73	далеко не	1	5
74	все это	11	5
75	в основе	4	5
76	не на	2	5
77	подхода к	1	5
78	в языке	1	5
79	к нему	3	5
80	как его	2	5
81	с другой	4	5
82	еще более	2	5
83	почти вовсе	2	5
84	на своем	1	5
85	ту же	1	4
86	одним из	4	4
87	в ней	4	4
88	меньшей степени	4	4
89	еще не	1	4
90	с его	5	4
91	за пределы	2	4
92	словом в	1	4
93	перед нами	3	4
94	и наконец	4	4
95	в которой	1	4
96	всех этих	2	4
97	не как	1	4
98	в каждом	1	4
99	связанных с	3	4
100	и с	16	4
101	лишь в	2	4
102	как и	7	4
103	в их	1	4
104	и для	3	4
105	пределах того	1	4
106	ничего не	1	4
107	о нем	1	4
108	большей или	4	4
109	один из	6	4
110	с одной	4	4
111	рядом с	5	4
112	или меньшей	3	4
113	одной стороны	4	4
114	и все	9	4
115	там где	5	4
116	и потому	2	4
117	мы сказали	1	4
118	и от	4	4
119	в смысле	1	4
120	кроме того	9	4
121	здесь в	9	4
122	известной степени	1	4
123	и часто	2	4
124	другой стороны	2	4
125	также и	6	3
126	в первом	3	3
127	его же	1	3
128	в зависимости	1	3
129	зависимости от	1	3
130	данном случае	2	3
131	в своем	5	3
132	более или	1	3
133	из этих	2	3
134	в себе	5	3
135	связанные с	1	3
136	и сам	3	3
137	и почти	1	3
138	его в	1	3
139	было бы	3	3
140	он не	2	3
141	и прямо	1	3
142	или менее	1	3
143	от его	1	3
144	точку зрения	1	3
145	никогда не	8	3
146	к системе	1	3
147	и здесь	1	3
148	не могут	2	3
149	в других	1	3
150	и этим	2	3
151	образом в	2	3
152	но здесь	2	3
153	формы и	1	3
154	о том	9	3
155	и во	2	3
156	у рабле	10	3
157	переходит в	2	3
158	нем и	1	3
159	все время	4	3
160	в него	3	3
161	того что	3	3
162	в том	2	3
163	словом и	1	3
164	поэтому и	3	3
165	конечно не	3	3
166	и других	1	3
167	из них	5	3
168	для него	1	3
169	с различными	1	3
170	так как	10	3
171	у него	7	3
172	выходит за	3	3
173	именно в	4	3
174	по всей	1	3
175	романа в	3	3
176	не было	1	3
177	более того	4	3
178	в истории	2	3
179	но оно	3	3
180	не были	3	3
181	с этим	3	3
182	влияния на	2	3
183	в данном	3	3
184	и оценок	1	3
185	и там	1	3
186	есть как	1	3
187	по существу	1	3
188	с этой	3	3
189	в основном	1	3
190	в результате	4	3
191	формах и	1	3
192	в большей	4	3
193	одной из	3	3
194	с ними	1	3
195	из этого	4	3
196	но эти	1	3
197	направленности на	1	2
198	например в	6	2
199	связана с	2	2
200	на самом	1	2
