N	2gram	Vygotskiy__5	formyVre
1	и в	16	50
2	в этом	25	25
3	в нем	7	24
4	и его	3	16
5	прежде всего	3	15
6	как мы	10	14
7	и не	12	14
8	в его	11	13
9	вовсе не	2	13
10	как раз	1	13
11	по существу	3	12
12	так и	7	12
13	то же	8	11
14	мы уже	1	11
15	таким образом	19	11
16	может быть	9	11
17	и как	3	10
18	но в	6	10
19	с его	1	9
20	все эти	4	9
21	не только	16	9
22	в то	5	9
23	ничего не	5	9
24	в том	18	9
25	в конце	1	9
26	в других	1	9
27	того же	7	8
28	и на	6	8
29	в самом	4	8
30	ни в	1	8
31	но и	6	8
32	и их	4	8
33	как и	8	8
34	жизни и	2	8
35	так сказать	1	7
36	для себя	1	7
37	и во	1	7
38	не было	1	7
39	например в	1	6
40	между двумя	3	6
41	во всех	2	6
42	как в	5	6
43	с этим	3	6
44	все же	3	6
45	лишь в	1	6
46	это не	4	6
47	и того	3	6
48	в их	3	6
49	так как	16	6
50	с ее	1	6
51	в ее	1	6
52	связи с	3	6
53	в жизни	2	6
54	у него	6	6
55	то что	26	6
56	в частности	3	6
57	не может	18	6
58	так же	15	6
59	в результате	4	6
60	и все	1	6
61	отношению к	12	5
62	время как	4	5
63	еще не	4	5
64	но не	10	5
65	не в	6	5
66	он не	8	5
67	значение в	3	5
68	одного и	3	5
69	в основе	8	5
70	того чтобы	17	5
71	точки зрения	18	5
72	не могло	1	5
73	могут быть	4	5
74	но все	2	5
75	в пределах	4	5
76	если бы	8	5
77	для того	14	5
78	в связи	1	5
79	в основном	1	5
80	что в	16	5
81	и другие	2	5
82	и то	4	4
83	и это	1	4
84	мы и	5	4
85	в ней	2	4
86	в своем	5	4
87	то время	4	4
88	но на	1	4
89	и с	3	4
90	в них	2	4
91	том что	15	4
92	в котором	2	4
93	в процессе	13	4
94	не имеет	4	4
95	потому что	21	4
96	и следовательно	6	4
97	могло быть	1	4
98	только в	10	4
99	между этими	1	4
100	и т.п	1	4
101	влияние на	1	4
102	до конца	3	4
103	в той	6	4
104	все это	2	4
105	между собой	13	4
106	кроме того	1	4
107	и для	1	4
108	том числе	1	4
109	отношения к	2	3
110	в движение	1	3
111	не имеют	2	3
112	в какой-то	1	3
113	есть не	2	3
114	мы не	3	3
115	в сущности	13	3
116	событий и	1	3
117	в виду	2	3
118	значение и	1	3
119	по отношению	12	3
120	в себе	1	3
