N	3gram	Bakhtin_Fr_5	NovoeSre
1	и общественной жизни	1	5
2	не может быть	2	4
3	в средние века	2	3
4	он не может	1	2
5	вместе с тем	1	2
6	так же как	4	2
7	это связано с	1	1
8	и того же	1	1
9	одного и того	1	1
10	но до этого	1	1
11	в том числе	4	1
12	же как и	2	1
13	до сих пор	3	1
14	и во всех	3	1
15	в эпоху ренессанса	1	1
16	будущее и это	1	1
17	в отличие от	2	1
18	в основе их	1	1
19	том числе и	2	1
20	можно было бы	2	1
21	и не в	2	1
22	к жизни и	1	1
23	не будет уже	1	1
24	в них будут	1	1
25	и в наши	1	1
26	находится во власти	1	1
27	и не могут	2	1
28	нового времени в	1	1
29	в нем не	3	1
30	это конечно не	1	1
31	и в формах	1	1
32	о том что	1	1
33	в то время	2	1
34	то что в	1	1
35	в значительной степени	1	1
36	них не существует	1	1
37	знаем также что	1	1
38	проблема жизни и	1	1
39	она сама себя	1	1
40	совершенно так же	2	1
41	в большинстве случаев	2	1
42	и не менее	1	1
43	старого мира и	1	1
44	по своему духу	1	1
45	в том что	6	1
46	как и в	1	1
47	для них не	1	1
48	конечно не в	1	1
