N	2gram	Losev_Prob_1	PoTuStor
1	может быть	14	17
2	и в	32	16
3	и пр	4	12
4	в этом	19	9
5	таким образом	6	9
6	и только	4	9
7	мы можем	4	9
8	прежде всего	10	9
9	и с	2	8
10	точки зрения	3	8
11	и его	3	8
12	не может	8	8
13	совершенно не	6	8
14	с его	2	7
15	не только	17	7
16	сказать что	13	7
17	я и	2	6
18	самом деле	6	6
19	конечно не	1	6
20	при этом	6	6
21	с точки	3	6
22	и это	9	6
23	для него	2	6
24	и к	1	6
25	еще не	9	5
26	в чем	3	5
27	все эти	8	5
28	что такое	6	5
29	только для	3	5
30	ни в	7	5
31	в него	2	5
32	как бы	14	5
33	на самом	6	4
34	и ее	8	4
35	и на	8	4
36	отнюдь не	10	4
37	но в	14	4
38	в этой	10	4
39	в нем	13	4
40	и может	2	4
41	его в	6	4
42	жизни человека	1	4
43	все это	7	4
44	как мы	7	4
45	с ее	1	4
46	так и	12	4
47	можно сказать	5	4
48	в его	6	4
49	а потому	2	4
50	только в	7	4
51	для всех	1	4
52	и их	1	4
53	так как	11	4
54	и даже	11	4
55	но и	9	4
56	и не	31	4
57	и все	7	4
58	хотя бы	3	4
59	отношения к	1	3
60	едва ли	2	3
61	во всех	7	3
62	в общем	1	3
63	и есть	6	3
64	и как	6	3
65	учение о	3	3
66	их в	4	3
67	на этом	1	3
68	на этой	2	3
69	этом смысле	6	3
70	том что	12	3
71	во время	1	3
72	сих пор	3	3
73	по крайней	2	3
74	и притом	4	3
75	в основе	1	3
76	до сих	3	3
77	на язык	1	3
78	с другими	2	3
79	крайней мере	2	3
80	в том	9	3
81	только на	4	3
82	мы знаем	1	3
83	всяком случае	3	3
84	даже не	1	3
85	в области	2	3
86	но оно	1	3
87	вместе с	2	3
88	и потому	2	3
89	как это	6	3
90	быть это	1	3
91	могут быть	2	3
92	в основном	1	3
93	что в	12	3
94	в этих	3	3
95	а в	4	3
96	то что	42	3
97	только как	1	3
98	жизни и	1	3
99	во всяком	7	3
100	ту же	1	2
101	же как	2	2
102	определить как	1	2
103	в самом	6	2
104	и этот	1	2
105	мы уже	5	2
106	мы не	2	2
107	и о	8	2
108	говорить о	6	2
109	того же	3	2
110	из этих	2	2
111	совсем не	4	2
112	но как	6	2
113	друг на	1	2
114	нет и	2	2
115	за пределы	6	2
116	меньше всего	2	2
117	с этим	3	2
118	что это	3	2
119	но ведь	3	2
120	вообще не	2	2
121	он не	3	2
122	момента в	1	2
123	то же	10	2
124	по своему	9	2
125	связанные с	1	2
126	связанных с	1	2
127	этой ступени	1	2
128	на протяжении	1	2
129	было бы	8	2
130	в жизни	3	2
131	кажется что	1	2
132	в них	7	2
133	как и	3	2
134	между собою	7	2
135	и чувств	1	2
136	потому и	1	2
137	это нечто	1	2
138	на первый	2	2
139	в своей	8	2
140	знаем что	2	2
141	рождение и	1	2
142	войти в	1	2
143	можем сказать	1	2
144	и вся	1	2
145	не менее	19	2
146	его целом	1	2
147	в науке	2	2
148	никогда не	7	2
149	только и	3	2
150	сводится к	1	2
151	понятия и	2	2
152	что на	1	2
153	в каком	3	2
154	не могут	2	2
155	что оно	3	2
156	существует только	1	2
157	не будет	2	2
158	только то	4	2
159	в пределах	1	2
160	для этого	3	2
161	и вообще	4	2
162	с ним	3	2
163	находится в	1	2
164	о том	11	2
165	другими словами	3	2
166	для нас	5	2
167	во всей	3	2
168	может иметь	2	2
169	один из	4	2
170	оно и	3	2
171	мы видим	2	2
172	что он	7	2
173	и так	2	2
174	поэтому и	2	2
175	со всеми	2	2
176	есть в	5	2
177	не можем	2	2
178	если мы	11	2
179	об его	3	2
180	в начале	1	2
181	в душе	1	2
182	и других	1	2
183	при всей	1	2
184	момент в	2	2
185	оно не	3	2
186	что не	3	2
187	на друга	1	2
188	не на	3	2
189	что мы	13	2
190	в одно	4	2
191	конечно мы	1	2
192	так же	9	2
193	в историю	1	2
194	с этой	1	2
195	в систему	1	2
196	но это	8	2
197	к другим	1	2
198	и для	4	2
199	не существует	6	2
200	сознания и	2	2
201	но отнюдь	3	2
202	но зато	1	2
203	ни было	1	2
204	нет никаких	1	2
205	не есть	29	2
206	из тех	1	2
207	не знает	1	2
208	есть и	3	2
209	а может	2	2
210	ее в	2	2
211	к этому	1	2
212	потом и	1	1
213	мы здесь	2	1
214	все остальное	1	1
215	и то	6	1
216	и объясняется	1	1
217	и подробно	1	1
218	он может	1	1
219	других областей	1	1
220	жизни мы	1	1
221	что эти	1	1
222	не имеют	5	1
223	в году	1	1
224	до времени	1	1
225	мы имеем	2	1
226	что между	1	1
227	что если	2	1
228	вопрос о	1	1
229	нам в	1	1
230	память о	1	1
231	так чтобы	1	1
232	оно есть	1	1
233	я не	1	1
234	но даже	1	1
235	конечно и	1	1
236	эти термины	1	1
237	было до	2	1
238	и самого	1	1
239	же нужно	1	1
240	он был	1	1
241	первый план	1	1
242	иное как	2	1
243	бы то	1	1
244	что его	3	1
245	где же	1	1
246	но не	9	1
247	полной самостоятельности	1	1
248	с самой	1	1
249	заметим что	1	1
250	науке или	1	1
251	мы сейчас	1	1
252	в свои	1	1
253	что они	3	1
254	к сожалению	1	1
255	нашего сознания	1	1
256	в течение	1	1
257	первый взгляд	1	1
258	общего с	8	1
259	дает нам	1	1
260	все же	1	1
261	однако не	3	1
262	хотя и	6	1
263	что по	1	1
264	не являются	5	1
265	его к	1	1
266	всего как	1	1
267	этой цели	1	1
268	есть ли	1	1
269	от этого	1	1
270	чего же	1	1
271	уже не	3	1
272	ни один	1	1
273	сказать о	2	1
274	предметов и	6	1
275	притом еще	1	1
276	сознания с	2	1
277	видим и	1	1
278	как он	4	1
279	самым существенным	1	1
280	во многих	2	1
281	всей его	1	1
282	на его	2	1
283	теории и	1	1
284	что она	5	1
285	что было	1	1
286	но именно	3	1
287	именно то	3	1
288	есть та	2	1
289	идеи и	1	1
290	именно и	1	1
291	образом и	2	1
292	отношений между	1	1
