N	3gram	Tiupa_Disk_1	Istorich
1	до сих пор	1	5
2	с другой стороны	3	4
3	не может быть	3	4
4	но все же	1	4
5	в этом случае	1	3
6	в данном случае	2	3
7	на то что	1	3
8	как мы видели	1	3
9	о том что	5	2
10	то же самое	2	2
11	не только в	2	2
12	тем что он	1	2
13	содержит в себе	1	2
14	в тех случаях	1	2
15	так и в	1	2
16	тех случаях когда	1	2
17	в другом случае	1	2
18	в связи с	1	2
19	тем не менее	1	2
20	в котором нет	1	1
21	и может быть	1	1
22	на том что	1	1
23	а не за	1	1
24	то что и	1	1
25	не только по	1	1
26	стоит на границе	1	1
27	подобно тому как	2	1
28	в том числе	2	1
29	внимание на то	1	1
30	себя не только	1	1
31	и не только	2	1
32	и не может	1	1
33	как и все	1	1
34	что он не	1	1
35	имеет отношение к	1	1
36	в основе своей	2	1
37	не могло быть	1	1
38	тогда как в	5	1
39	о том как	1	1
40	на передний план	1	1
41	а не только	2	1
42	именно в этой	1	1
43	что он ее	1	1
44	и в форме	2	1
45	и то же	1	1
46	имеют к ним	1	1
47	до нас в	1	1
48	во всех этих	1	1
49	перстень на руку	1	1
50	таким же образом	1	1
51	не в том	3	1
52	одни и те	1	1
53	одно и то	1	1
54	и в особенности	2	1
55	то чего не	1	1
56	хотя и в	2	1
57	вместе с тем	1	1
58	между собой и	1	1
59	как будто бы	1	1
60	в которых герой	1	1
61	хотя бы на	1	1
62	как нечто вторичное	1	1
63	это и есть	1	1
64	в целом и	1	1
65	легко заметить что	1	1
66	и те же	1	1
67	том что было	1	1
68	можно сказать что	2	1
69	как в сказке	1	1
70	за тридевять земель	1	1
71	в большинстве случаев	1	1
72	можно указать на	1	1
73	то что они	1	1
74	сказка никогда не	1	1
75	дошли до нас	1	1
76	как и в	1	1
77	текста это не	1	1
