N	3gram	Tiupa_Narr_1	Dialekti
1	и т д	1	19
2	с точки зрения	1	12
3	в том что	5	7
4	сам по себе	1	6
5	само по себе	1	5
6	то же время	4	4
7	по крайней мере	1	4
8	одно и то	2	4
9	и то же	2	4
10	с другой стороны	1	4
11	той или другой	1	4
12	ничего не говорит	1	4
13	на то что	2	4
14	в то же	4	4
15	как она есть	1	3
16	только потому что	1	3
17	более или менее	1	3
18	только то что	1	3
19	может быть и	1	3
20	не может быть	4	3
21	содержит в себе	1	3
22	можно сказать что	2	3
23	той или иной	4	3
24	на самом деле	1	2
25	до сих пор	2	2
26	и в то	1	2
27	в этом отношении	3	2
28	точно так же	1	2
29	с одной стороны	1	2
30	как один из	1	2
31	во всяком случае	2	2
32	одна и та	1	2
33	же можно сказать	1	2
34	с той или	1	2
35	по себе а	1	2
36	о том что	2	2
37	ни о чем	1	2
38	и даже не	1	2
39	по себе но	1	2
40	к тому что	1	2
41	и та же	1	2
42	это уже не	1	1
43	в той или	1	1
44	не верит в	1	1
45	мы имеем дело	2	1
46	дело в том	2	1
47	об этом не	1	1
48	в самом деле	2	1
49	мы уже знаем	1	1
50	и еще более	1	1
51	до известной степени	1	1
52	сами по себе	2	1
53	как мы увидим	1	1
54	из того что	1	1
55	он видел как	1	1
56	если бы не	1	1
57	в ней не	1	1
58	не говорит и	1	1
59	она может быть	1	1
60	а стало быть	1	1
61	что это за	1	1
62	стало быть и	1	1
63	не существует ни	1	1
64	вопроса о том	1	1
65	по большей части	3	1
66	в общий контекст	1	1
67	в связи с	2	1
68	в этом и	3	1
69	перед нами два	1	1
70	связи с этим	1	1
71	бы не было	1	1
72	том что именно	1	1
73	стало быть в	1	1
74	то что не	1	1
75	что иное как	1	1
76	и не то	1	1
77	но все же	1	1
78	друг от друга	1	1
79	в этих случаях	1	1
80	мы увидим впоследствии	1	1
81	тем не менее	3	1
82	друг с другом	1	1
83	для того чтобы	3	1
84	к тому же	5	1
85	то же самое	2	1
