N	3gram	Bakhtin_Pr_3	Istorich
1	с другой стороны	3	8
2	и т д	2	8
3	в этом случае	2	6
4	в том что	1	5
5	до сих пор	1	4
6	о том что	2	4
7	вместе с тем	2	3
8	в данном случае	1	3
9	мы видели что	1	3
10	не может быть	6	3
11	что в нем	2	2
12	здесь же мы	1	2
13	во всяком случае	5	2
14	по отношению к	5	2
15	но все же	1	2
16	как и в	1	2
17	что и в	1	2
18	как мы видели	2	2
19	должны были бы	1	1
20	увидим что это	1	1
21	с ними и	1	1
22	еще далеко не	2	1
23	что с ним	1	1
24	лицом к лицу	1	1
25	чтобы все его	1	1
26	ее но и	1	1
27	и в особенности	1	1
28	как бы два	2	1
29	того или другого	2	1
30	как бы с	1	1
31	знает что он	2	1
32	и не может	2	1
33	тому как он	1	1
34	друг на друга	2	1
35	на третий день	1	1
36	к тому чтобы	2	1
37	а в виде	1	1
38	не может но	1	1
39	со всех сторон	1	1
40	здесь еще не	1	1
41	и то что	1	1
42	одно и то	1	1
43	потому что с	1	1
44	объяснение может быть	1	1
45	но при этом	1	1
46	и то же	1	1
47	всяком случае не	1	1
48	мы уже говорили	3	1
49	в этом направлении	1	1
50	мы сейчас увидим	1	1
51	как бы в	1	1
52	между этими двумя	1	1
53	всяком случае в	1	1
54	и в том	1	1
55	по ту сторону	2	1
56	есть еще одна	1	1
57	мы видели также	1	1
58	так и в	2	1
59	и вместе с	1	1
60	есть своего рода	1	1
61	как нам кажется	1	1
62	подобно тому как	2	1
63	можно сказать что	1	1
64	на то что	1	1
65	как будто что-то	1	1
66	тем не менее	2	1
67	друг с другом	2	1
68	для того чтобы	1	1
69	в них не	1	1
70	и как будто	1	1
71	смысле этого слова	2	1
72	за что же	1	1
