N	2gram	Bakhtin_Fr_4	Psycholo
1	то что	4	44
2	и в	29	33
3	в этом	11	28
4	и что	1	25
5	как бы	8	25
6	все время	3	24
7	потому что	1	24
8	для того	3	23
9	том что	3	22
10	того чтобы	3	22
11	может быть	2	22
12	что в	1	21
13	в том	7	21
14	о том	2	20
15	что он	4	20
16	и мы	2	15
17	только что	1	15
18	что это	5	13
19	таким образом	20	13
20	то есть	21	13
21	так же	7	13
22	и не	16	13
23	все это	4	13
24	сказать что	5	13
25	самом деле	1	12
26	в самом	1	12
27	к тому	2	12
28	и все	13	12
29	так как	7	12
30	он не	3	11
31	что все	1	11
32	на то	1	10
33	что она	1	10
34	если бы	1	10
35	в его	8	10
36	как она	1	10
37	не может	2	10
38	то же	10	9
39	в этой	13	9
40	и если	1	9
41	как раз	2	9
42	в конце	9	8
43	как будто	2	8
44	в своем	3	7
45	раз в	2	7
46	не только	10	7
47	в нем	5	7
48	до конца	5	7
49	для нас	1	7
50	на самом	4	6
51	в сущности	6	6
52	в ней	3	6
53	что они	2	6
54	перед нами	4	6
55	все эти	9	6
56	в себе	3	6
57	после этого	2	6
58	и вот	3	6
59	во время	10	6
60	точки зрения	4	6
61	всякий раз	1	6
62	но он	6	6
63	что эта	1	6
64	в самой	1	6
65	же самое	1	6
66	это не	5	6
67	мы видим	3	6
68	у него	5	6
69	что мы	1	6
70	как на	2	6
71	это и	5	5
72	мы уже	10	5
73	мы не	1	5
74	в целом	1	5
75	и на	11	5
76	только после	1	5
77	с этим	1	5
78	все же	3	5
79	целый ряд	1	5
80	и как	3	5
81	о ее	1	5
82	как он	2	5
83	как и	12	5
84	самого начала	3	5
85	никогда не	2	5
86	и его	8	5
87	и это	2	5
88	с самого	3	5
89	казалось бы	1	5
90	с ним	2	5
91	вовсе не	9	5
92	мы можем	3	5
93	из этого	2	5
94	и есть	4	4
95	той же	3	4
96	в которой	4	4
97	говорит о	1	4
98	не будет	1	4
99	это было	1	4
100	слова и	1	4
101	в своей	5	4
102	как все	1	4
103	знаем что	1	4
104	с точки	2	4
105	на него	1	4
106	у нас	1	4
107	так например	1	4
108	как мы	10	4
109	и о	5	4
110	что у	3	4
111	можно было	1	4
112	жизнь и	4	4
113	об этом	1	4
114	того что	3	4
115	только в	2	4
116	и так	3	4
117	себя в	2	4
118	в жизни	2	4
119	при помощи	1	4
120	и других	3	4
121	из них	6	4
122	смысла и	1	4
123	художественной формы	1	4
124	в частности	3	4
125	с этой	1	4
126	первый раз	1	4
127	жизни и	4	4
128	это в	2	4
129	к этому	2	4
130	в таком	1	4
131	же как	1	3
132	и до	5	3
133	короля и	3	3
134	и этот	1	3
135	и за	3	3
136	хронологическом порядке	1	3
137	в первый	1	3
138	говорить о	1	3
139	и он	1	3
140	но не	2	3
141	конце концов	4	3
142	как в	2	3
143	вот как	2	3
144	из этой	1	3
145	на этом	2	3
146	в основу	2	3
147	здесь мы	1	3
148	его в	9	3
149	уже знаем	1	3
150	ни в	2	3
151	этого слова	1	3
152	далеко не	5	3
153	всех этих	3	3
154	бы мы	1	3
155	их в	2	3
156	в то	10	3
157	в основе	2	3
158	эпизод с	2	3
159	в самых	1	3
160	и для	2	3
161	с ее	3	3
162	в мире	1	3
163	так и	11	3
164	за то	1	3
165	и здесь	3	3
166	которой мы	1	3
167	что и	1	3
168	дело с	1	3
169	с одной	2	3
170	конечно не	4	3
171	в виде	1	3
172	был бы	1	3
173	тому же	1	3
174	в одном	1	3
175	тем что	4	3
176	до сих	1	3
177	но и	9	3
178	на этот	1	3
179	здесь в	6	3
180	одной стороны	2	3
181	и опять	1	3
182	эти слова	1	3
183	в той	2	3
184	смысле этого	1	3
185	да и	2	3
186	еще раз	2	3
187	сих пор	1	3
188	все события	2	3
189	тот же	3	3
190	почему он	1	3
191	толпы народа	1	3
192	в своих	2	3
193	нем нет	1	2
194	также и	4	2
195	и то	2	2
196	силы и	1	2
197	фон для	1	2
198	из его	1	2
199	что эти	1	2
200	все те	2	2
201	с таким	2	2
202	а как	2	2
203	при анализе	1	2
204	время как	1	2
205	принадлежит к	1	2
206	и ее	1	2
207	это время	1	2
208	король есть	1	2
209	литературы и	1	2
210	с его	4	2
211	же самые	1	2
212	со стороны	2	2
213	она есть	1	2
214	и первый	2	2
215	в одной	2	2
216	чем мы	1	2
217	всей этой	1	2
218	и наконец	2	2
219	и к	2	2
220	в действительности	1	2
221	но в	12	2
222	тому как	3	2
223	чтобы превратить	1	2
224	бы и	1	2
225	всего романа	2	2
226	бы не	2	2
227	думать что	1	2
228	нами в	1	2
229	при этом	3	2
230	и чтобы	1	2
231	и дает	2	2
232	в них	7	2
233	тяжелое и	1	2
234	на короля	1	2
235	такой же	3	2
236	которую он	4	2
237	в котором	2	2
238	в их	2	2
239	место в	2	2
240	умирает и	1	2
241	даже в	1	2
242	с необычайной	1	2
243	что ему	1	2
244	не по	1	2
245	этими словами	1	2
246	же время	8	2
247	новеллы в	1	2
248	во всем	1	2
249	точном смысле	1	2
250	нам что	1	2
251	но все	1	2
252	о браке	2	2
253	перейти к	1	2
254	в ее	3	2
255	уже с	1	2
256	то время	2	2
257	переход к	1	2
258	на нее	1	2
259	те же	1	2
260	времени и	2	2
261	когда его	1	2
262	и с	9	2
263	в словах	2	2
264	ничего не	1	2
265	можно сказать	1	2
266	образом в	3	2
267	в виду	2	2
268	что самая	1	2
269	ему нужно	1	2
270	и та	1	2
271	но мы	2	2
272	знает что	1	2
273	не надо	1	2
274	и она	1	2
275	один из	4	2
276	мы увидим	2	2
277	почти все	3	2
278	рассказа а	1	2
279	связи с	2	2
280	уже в	2	2
281	ни одного	1	2
282	не все	1	2
283	его и	2	2
284	мы знаем	1	2
285	образом что	1	2
286	к самому	1	2
287	видим что	1	2
288	и точно	1	2
289	с другой	4	2
290	именно в	2	2
291	а с	1	2
292	так вот	1	2
293	прежде всего	8	2
294	тех пор	1	2
295	не на	2	2
296	в руках	1	2
297	и потому	1	2
298	некоторые из	3	2
299	над ним	1	2
300	в тех	1	2
301	он начинает	1	2
302	в это	1	2
303	со всей	1	2
304	и от	1	2
305	и вводится	1	2
306	в результате	4	2
307	все они	5	2
308	в вино	3	2
309	и эта	2	2
310	другой стороны	3	2
311	самое что	1	2
312	мать и	1	2
313	себя как	1	1
314	а под	1	1
315	несколько лет	1	1
316	он считает	1	1
317	с жизнью	2	1
318	человека и	1	1
319	он произносит	1	1
320	связана с	4	1
321	того же	5	1
322	с кем	1	1
323	и должны	1	1
324	дело во	1	1
325	очень много	1	1
326	из самых	1	1
327	не хочет	1	1
328	в какой-то	1	1
329	со всех	1	1
330	этом знаменитом	1	1
331	правильного понимания	2	1
332	это делают	1	1
333	которого не	1	1
334	и тут	1	1
335	не была	1	1
336	его была	1	1
337	он как	1	1
338	двух вещах	1	1
339	помощи одних	1	1
340	совершенно ясен	1	1
341	современников и	1	1
342	принято называть	1	1
343	но даже	1	1
344	и со	2	1
345	которое в	1	1
346	так называемые	2	1
347	и истолковывать	1	1
348	в сцене	1	1
349	еще не	4	1
350	цвет и	1	1
351	они должны	1	1
352	обстояло дело	1	1
353	но как	3	1
354	бы незаметно	1	1
355	если в	2	1
356	а он	1	1
357	конечном счете	1	1
358	в общем	1	1
359	в зеркале	1	1
360	за пределы	1	1
361	связи и	2	1
362	относится к	1	1
363	по обычаю	1	1
364	себя за	1	1
365	первый взгляд	1	1
366	независимо от	1	1
367	дает нам	2	1
368	стороны и	1	1
369	не изображает	1	1
370	как к	3	1
371	один только	1	1
372	нельзя было	1	1
373	жизни они	1	1
374	нового и	1	1
375	и каким	1	1
376	в этот	1	1
377	роль играет	1	1
378	поэтому он	1	1
379	построена как	3	1
380	нее так	1	1
381	в нашем	4	1
382	он думает	1	1
383	рассказ о	1	1
384	только один	1	1
385	говорят о	1	1
386	все прочее	1	1
387	так с	1	1
388	слово это	1	1
389	так сказать	2	1
390	на его	2	1
391	игре в	1	1
392	главным образом	1	1
393	наконец он	1	1
394	что должно	1	1
395	написана и	1	1
396	однако он	1	1
397	что время	1	1
398	новое и	2	1
399	и сам	3	1
400	в плане	4	1
401	века в	1	1
402	подобно тому	3	1
403	и независимо	1	1
404	называя его	1	1
405	мог сделать	1	1
406	это конечно	2	1
407	как они	1	1
408	указывали на	1	1
409	смотреть как	1	1
410	что мне	1	1
411	была в	1	1
412	них не	1	1
413	в божбе	1	1
414	зрения на	1	1
415	же об	1	1
416	ко второму	1	1
417	превратить их	1	1
418	основу этого	1	1
419	король и	1	1
420	тела в	2	1
421	он же	1	1
422	эту тему	1	1
423	со своими	2	1
424	история о	1	1
425	поводом для	1	1
426	на первый	2	1
427	в эту	3	1
428	в этих	2	1
429	для него	1	1
430	что такое	1	1
431	рассказа о	1	1
432	и без	1	1
433	где мы	1	1
434	пор в	1	1
435	что вся	1	1
436	все и	1	1
437	его современников	2	1
438	не столько	2	1
439	мысли и	1	1
440	значение для	1	1
441	из области	1	1
442	образом и	3	1
443	которые в	1	1
444	можем сказать	1	1
445	и вся	1	1
