N	3gram	Losev_Prob_1	formyVre
1	как мы уже	1	8
2	и т п	1	8
3	в то же	4	6
4	и того же	2	5
5	одного и того	2	5
6	и в то	1	5
7	в связи с	4	5
8	для того чтобы	8	5
9	и в других	3	4
10	того чтобы они	1	4
11	как раз в	1	4
12	мы уже указывали	1	4
13	до сих пор	3	3
14	в этом отношении	1	3
15	одно и то	1	3
16	не может быть	2	3
17	в то время	1	3
18	и то же	1	3
19	само собой разумеется	1	2
20	дело в том	3	2
21	в дальнейшем оказывается	1	2
22	мы уже сказали	1	2
23	также и в	1	2
24	же как и	1	2
25	как раз и	7	2
26	с точки зрения	3	2
27	не было и	1	2
28	друг на друга	1	2
29	вместе с тем	1	2
30	того не зная	1	2
31	то время как	1	2
32	так же как	2	2
33	не только в	1	2
34	может быть и	3	2
35	в буквальном смысле	3	2
36	не для того	1	2
37	в его целом	1	2
38	а также и	2	2
39	но для того	1	2
40	связи с этим	1	2
41	той или иной	4	2
42	в определенном месте	1	2
43	в том что	5	2
44	как и в	1	2
45	к тому же	1	2
46	и в помине	1	2
47	и может быть	1	1
48	на том что	2	1
49	до наших дней	1	1
50	и до наших	1	1
51	а следовательно и	1	1
52	в данный момент	1	1
53	и во всех	1	1
54	ровно ничего не	1	1
55	а вовсе не	1	1
56	есть еще и	2	1
57	том что все	1	1
58	в самом деле	2	1
59	а не о	1	1
60	здесь прежде всего	1	1
61	в том же	1	1
62	которых мы говорили	1	1
63	и не существует	1	1
64	на первый план	1	1
65	в других областях	1	1
66	о которой мы	1	1
67	мы находим в	1	1
68	него всегда есть	1	1
69	он не является	1	1
70	сами по себе	3	1
71	как мы увидим	2	1
72	здесь то что	2	1
73	ничто в нем	1	1
74	с тем что	2	1
75	что в нем	3	1
76	не являются только	2	1
77	не о чем	2	1
78	значение но в	1	1
79	и ничего не	1	1
80	так как он	2	1
81	в это время	1	1
82	до известной степени	1	1
83	в самом начале	1	1
84	как мы сказали	1	1
85	в данном случае	8	1
86	бы один из	1	1
87	но в то	1	1
88	представляет из себя	1	1
89	как мы это	1	1
90	так и в	1	1
91	буквальном смысле слова	1	1
92	и в этом	2	1
93	не могут быть	1	1
94	и как бы	2	1
95	вовсе не является	3	1
96	во всяком случае	3	1
97	здесь не только	2	1
98	вовсе не являются	4	1
99	когда мы говорим	2	1
100	и в том	1	1
101	мы уже видели	1	1
102	преступление и наказание	1	1
103	вступает в свои	1	1
104	во всех этих	2	1
105	в свои права	1	1
106	уже одно это	1	1
107	события в жизни	1	1
108	имел в виду	2	1
109	есть по существу	1	1
110	все эти элементы	1	1
111	в этом случае	2	1
112	о том что	5	1
113	то есть в	4	1
114	есть одно из	1	1
115	и в самом	2	1
116	но отнюдь не	3	1
117	мы будем говорить	1	1
118	данный момент в	1	1
119	и все прочие	1	1
120	которой мы говорили	1	1
121	и в литературе	1	1
122	но оно обязательно	1	1
123	и на ней	1	1
124	о которых мы	2	1
125	сама по себе	4	1
126	все это не	1	1
127	их самих и	1	1
128	в себе не	3	1
129	мы еще не	1	1
