N	3gram	Propp_Isto_5	Psycholo
1	в том что	2	17
2	для того чтобы	3	13
3	в самом деле	1	11
4	с точки зрения	1	10
5	не может быть	3	8
6	на то что	2	6
7	на самом деле	1	5
8	до сих пор	2	5
9	мы знаем что	4	4
10	сам по себе	1	4
11	так же как	3	4
12	в данном случае	2	4
13	тем не менее	4	4
14	о том что	4	4
15	только в том	1	4
16	с тем что	1	3
17	точно так же	1	3
18	в том чтобы	2	3
19	в то время	1	3
20	само по себе	1	3
21	что и в	2	3
22	состоит в том	1	2
23	но так как	2	2
24	это было бы	1	2
25	так как в	2	2
26	подобно тому как	1	2
27	он не может	2	2
28	что он не	1	2
29	как и в	2	2
30	что все это	1	2
31	и тем что	1	2
32	то время как	1	2
33	не в том	1	2
34	указывает на то	1	2
35	во всяком случае	1	2
36	этой точки зрения	1	2
37	и таким образом	2	2
38	таким образом в	1	2
39	то же время	1	2
40	в свою очередь	1	2
41	это значит что	2	2
42	с другой стороны	8	2
43	в то же	1	2
44	мы видим что	4	2
45	то же что	1	2
46	и т д	18	2
47	и здесь он	1	1
48	в которых может	1	1
49	потому что в	1	1
50	мы опять имеем	1	1
51	никак не может	1	1
52	свидетельствует о том	1	1
53	том что при	2	1
54	он не только	1	1
55	о том как	2	1
56	в этом случае	7	1
57	может быть отнесена	1	1
58	и целый ряд	1	1
59	так что он	1	1
60	же как и	2	1
61	в зависимости от	1	1
62	в отличие от	1	1
63	но и в	2	1
64	что не только	1	1
65	и в других	1	1
66	с этой точки	1	1
67	вместе с тем	6	1
68	и тем не	1	1
69	мы имеем только	1	1
70	в ней не	1	1
71	потому что он	2	1
72	ясно показывает что	1	1
73	здесь мы имеем	3	1
74	может быть не	1	1
75	явно указывают на	1	1
76	и что он	1	1
77	с одной стороны	7	1
78	случаев в которых	1	1
79	ту же роль	1	1
80	это делается для	1	1
81	объясняется тем что	1	1
82	целый ряд других	1	1
83	и превращение в	1	1
84	т д с	1	1
85	в одном случае	1	1
86	в связи с	4	1
87	по себе не	1	1
88	как в данном	1	1
89	и в таком	1	1
90	друг с другом	2	1
91	же роль что	1	1
92	то обстоятельство что	1	1
93	может быть это	1	1
94	мы имели бы	1	1
95	орудием в руках	1	1
96	и приходит к	1	1
97	и тем самым	1	1
98	с самого начала	1	1
99	можно сказать что	1	1
100	совершенно очевидно что	1	1
101	по себе но	1	1
102	за тридевять земель	3	1
103	после того как	3	1
104	делается для того	1	1
105	в том смысле	1	1
106	вне всякого сомнения	1	1
107	ясно что это	1	1
108	мы увидим что	1	1
