N	2gram	Bakhtin_Fr_7	NovoeSre
1	а не	2	17
2	и в	41	16
3	не может	3	16
4	совсем не	3	12
5	нового времени	3	12
6	и не	7	11
7	и есть	3	10
8	в эпоху	7	9
9	что в	9	9
10	в том	11	8
11	жизни и	3	8
12	он не	4	8
13	культуры и	1	7
14	в этом	15	7
15	к новому	2	7
16	в новой	7	7
17	может быть	4	7
18	не будет	1	7
19	как и	14	7
20	средние века	4	7
21	с его	2	6
22	от бога	1	6
23	не в	9	6
24	ни в	6	6
25	никогда не	2	6
26	но это	3	6
27	не знает	3	6
28	должен быть	2	5
29	с ее	3	5
30	в ней	5	5
31	и к	5	5
32	не только	5	5
33	в жизни	1	5
34	xix века	1	5
35	все это	10	5
36	в нем	7	5
37	со всех	2	4
38	о том	6	4
39	всех сторон	1	4
40	в час	1	4
41	античного мира	1	4
42	в них	7	4
43	то что	8	4
44	это не	6	4
45	прежде всего	11	4
46	не было	3	4
47	должно быть	4	4
48	и потому	3	4
49	по своему	2	4
50	и для	5	4
51	не имеет	3	4
52	и все	14	4
53	потому что	5	4
54	в ее	1	3
55	в средние	4	3
56	должна быть	1	3
57	человека и	1	3
58	еще не	2	3
59	сферы культуры	1	3
60	во всех	3	3
61	за пределы	1	3
62	лицом к	1	3
63	в истории	1	3
64	как в	5	3
65	к ним	1	3
66	в мире	3	3
67	но и	9	3
68	это было	2	3
69	не есть	2	3
70	с тем	1	3
71	старого мира	1	3
72	бога и	1	3
73	в своей	3	3
74	к жизни	4	3
75	к реальному	1	3
76	она не	1	3
77	эти формы	1	3
78	в основе	1	3
79	к ее	1	3
80	к тому	2	3
81	сказать что	1	3
82	и это	5	2
83	это и	1	2
84	время как	1	2
85	роль в	2	2
86	ведь и	1	2
87	можно было	3	2
88	так и	10	2
89	от старого	2	2
90	времени и	1	2
91	мы не	2	2
92	мира и	4	2
93	и с	4	2
94	но она	1	2
95	к духу	1	2
96	меня это	1	2
97	я не	3	2
98	вот почему	1	2
99	и что	1	2
100	и на	4	2
101	быть в	1	2
102	времени в	1	2
103	но не	1	2
104	в новом	1	2
105	жизни все	1	2
106	века и	1	2
107	все время	2	2
108	в центре	1	2
109	с этим	2	2
110	хотя и	4	2
111	каждого человека	1	2
112	но в	8	2
113	который в	1	2
114	все эти	13	2
115	себя в	1	2
116	думать что	1	2
117	с их	1	2
118	есть в	6	2
119	в себе	11	2
120	уже не	2	2
121	старый мир	2	2
122	не могла	1	2
123	том чтобы	1	2
124	века были	1	2
125	у него	6	2
126	в одну	4	2
127	что все	2	2
128	и даже	1	2
129	и т.п	9	2
130	связаны с	2	2
131	этом смысле	1	2
132	средневековья не	1	2
133	том что	4	2
134	вместе с	5	2
135	так же	5	2
136	я уже	1	2
137	мы говорим	1	2
138	место в	4	2
139	мысли и	1	2
140	такого рода	1	2
141	мир и	1	2
142	по существу	8	2
143	том и	2	2
144	возвращается к	1	2
145	и формы	1	2
146	как это	1	2
147	такой же	3	2
148	глубины и	1	2
149	культура средневековья	1	2
