N	3gram	Vygotskiy__3	Marksizm
1	с точки зрения	1	20
2	не может быть	2	13
3	до сих пор	1	8
4	бы то ни	1	8
5	то ни было	1	8
6	в связи с	5	7
7	и того же	4	5
8	одного и того	4	5
9	в отличие от	6	5
10	с другой стороны	3	5
11	с самого начала	6	4
12	в этом случае	1	3
13	то же самое	1	3
14	в этом отношении	3	3
15	отнюдь не является	1	3
16	в высшей степени	6	3
17	в конце концов	1	3
18	связи с этим	1	3
19	для того чтобы	7	3
20	в том что	17	3
21	же как и	4	2
22	и той же	2	2
23	в том числе	1	2
24	на первый план	2	2
25	как и все	1	2
26	сама по себе	1	2
27	является одним из	1	2
28	том числе и	1	2
29	можно было бы	5	2
30	внутренней речи и	2	2
31	как если бы	1	2
32	слова и его	1	2
33	только в процессе	1	2
34	так же как	6	2
35	во всяком случае	4	2
36	смысле этого слова	4	2
37	не могут быть	1	2
38	в какой степени	1	2
39	одной и той	2	2
40	по отношению к	2	2
41	то что слово	1	2
42	в свою очередь	2	2
43	если мы скажем	1	2
44	в этом смысле	2	2
45	какого бы то	1	2
46	тем не менее	5	2
47	ничего общего с	1	2
48	все более и	1	1
49	тот же самый	1	1
50	является так называемая	2	1
51	мы увидели бы	1	1
52	ничего общего в	1	1
53	являются для него	1	1
54	одним и тем	1	1
55	с их точки	1	1
56	подобно тому как	1	1
57	и все остальные	2	1
58	снова и снова	1	1
59	как это делает	1	1
60	и во всяком	2	1
61	их точки зрения	1	1
62	в ее основе	1	1
63	переход от одного	1	1
64	мышления то такой	1	1
65	тот или иной	1	1
66	хотя бы и	1	1
67	сами по себе	3	1
68	по отношению ко	1	1
69	мог бы стать	2	1
70	внутренних знаков в	1	1
71	независимо от того	3	1
72	по аналогии с	1	1
73	точки зрения ее	1	1
74	от того чтобы	1	1
75	совершенно так же	2	1
76	могли бы быть	1	1
77	дополняющих друг друга	3	1
78	с этой точки	2	1
79	в тот или	1	1
80	и это является	1	1
81	что было бы	1	1
82	ни в какой	4	1
83	ту или иную	1	1
84	так или иначе	1	1
85	к частному и	1	1
86	который мог бы	1	1
87	в значительной степени	1	1
88	мы увидим дальше	1	1
89	между собой никакой	1	1
90	мы знаем по	1	1
91	если бы это	1	1
92	и тем же	1	1
93	принадлежали к одному	1	1
94	с одной стороны	5	1
95	мы скажем что	1	1
96	так как они	1	1
97	в результате чего	1	1
98	конце концов к	1	1
99	связаны между собой	1	1
100	и как бы	1	1
101	случае можно было	1	1
102	в последнее время	3	1
103	людьми в процессе	1	1
104	мы не видим	1	1
105	все же не	1	1
106	благодаря этому возникает	3	1
107	как мы увидим	2	1
108	речи как и	1	1
109	значит что в	1	1
110	более или менее	1	1
111	между собой и	1	1
112	из которых каждая	1	1
113	и т.д но	1	1
114	всей нашей работы	1	1
115	от того как	2	1
116	так и в	2	1
117	взаимно дополняющих друг	3	1
118	сменяют друг друга	1	1
119	связи с тем	1	1
120	само по себе	2	1
121	этой точки зрения	2	1
122	с другими элементами	1	1
123	с тем что	3	1
124	это значит что	4	1
125	и в самом	1	1
126	того как он	1	1
127	самый вопрос о	1	1
128	более и более	1	1
129	не только в	1	1
130	выходит за пределы	1	1
131	не выходит за	1	1
132	и в результате	1	1
133	и как мы	1	1
134	друг от друга	1	1
135	но всегда и	1	1
136	таким образом не	1	1
137	что в процессе	1	1
138	как мы уже	2	1
139	в применении к	1	1
140	мы ограничимся лишь	1	1
141	к тому что	1	1
142	между словом и	1	1
143	друг с другом	5	1
144	не совпадает со	1	1
145	в последнем счете	1	1
146	все остальные особенности	1	1
147	лежит не в	1	1
148	таким образом по	1	1
149	как мы говорили	1	1
150	как мы видели	3	1
151	той или иной	2	1
152	это положение не	1	1
