N	4gram	Bakhtin_Fr_4	formyVre
1	в то же время	8	4
2	как мы уже сказали	1	3
3	в том числе и	2	2
4	и в то же	4	2
5	считая женщин и детей	2	2
6	человек не считая женщин	1	2
7	не считая женщин и	2	2
8	прославлением жаркого на вертеле	1	1
9	в куски ударяя сзади	1	1
10	в гуще виноградных лоз	1	1
11	кто хотел спрятаться в	1	1
12	другим ломал руки и	2	1
13	перебивал крестец и ломал	1	1
14	хотел спастись бегством тому	1	1
15	по всему роману рабле	1	1
16	и др все эти	1	1
17	одного и того же	1	1
18	как собакам если кто	1	1
19	у рабле как мы	1	1
20	гаргантюа кн i гл	1	1
21	бегством тому разбивал голову	1	1
22	если кто хотел спрятаться	1	1
23	в конце концов он	2	1
24	спастись бегством тому разбивал	1	1
25	спрятаться в гуще виноградных	1	1
26	кто хотел спастись бегством	1	1
27	одно и то же	1	1
28	рассеяны по всему роману	1	1
29	кости если кто хотел	1	1
30	головы другим ломал руки	1	1
31	локтевые кости если кто	1	1
32	в то время как	1	1
33	голову в куски ударяя	1	1
34	тому разбивал голову в	1	1
35	кн i гл vi	1	1
36	своей моче человек не	1	1
37	ни в чем не	1	1
38	моче человек не считая	1	1
39	не значит конечно что	1	1
40	разбивал голову в куски	1	1
41	вена раздваивается повернул налево	1	1
42	но в то же	1	1
43	это не значит конечно	1	1
44	собакам если кто хотел	1	1
45	с другой стороны в	1	1
46	что на самом деле	1	1
47	ручей протекающий у сен-виктора	1	1
48	раздваивается повернул налево и	1	1
49	времени а следовательно и	1	1
50	хотел спрятаться в гуще	1	1
51	если кто хотел спастись	1	1
52	ломал руки и ноги	2	1
53	повернул налево и вылез	1	1
54	в своей моче человек	1	1
55	куски ударяя сзади по	1	1
56	рабле как мы уже	2	1
57	i гл vi здесь	1	1
58	как мы уже говорили	4	1
