N	2gram	Nazirov_Tv_2	KulturaY
1	и т	13	54
2	т п	2	41
3	и в	20	23
4	в том	8	22
5	не только	13	17
6	в этом	8	16
7	было бы	1	16
8	самом деле	2	14
9	может быть	8	14
10	в области	1	14
11	в самом	3	13
12	что в	7	13
13	не менее	2	12
14	потому что	7	12
15	том что	4	11
16	можно было	1	11
17	в его	10	11
18	а не	6	11
19	можно говорить	1	10
20	у нас	2	10
21	и не	9	10
22	еще не	5	9
23	таким образом	10	9
24	так как	3	9
25	прежде всего	8	9
26	т д	11	8
27	лишь в	1	8
28	если бы	4	8
29	в виду	1	8
30	уже не	3	8
31	до сих	3	8
32	сих пор	3	8
33	как на	1	8
34	как это	1	7
35	все эти	4	7
36	должно быть	1	7
37	и что	2	7
38	с другой	2	7
39	или иной	1	7
40	на фоне	1	7
41	сказать что	1	7
42	то же	7	6
43	говорить о	2	6
44	в силу	1	6
45	только в	2	6
46	так и	6	6
47	при этом	8	6
48	в их	3	6
49	ничего не	4	6
50	связи с	1	6
51	не может	7	6
52	могут быть	2	6
53	по себе	1	6
54	о том	5	6
55	что и	1	6
56	тот же	1	6
57	что он	6	6
58	и есть	2	5
59	в первом	1	5
60	как мы	1	5
61	я не	2	5
62	в чем	4	5
63	в рамках	1	5
64	все же	5	5
65	хотя и	4	5
66	из этих	1	5
67	как бы	11	5
68	что она	4	5
69	как и	6	5
70	не значит	1	5
71	не в	4	5
72	вовсе не	2	5
73	не могут	1	5
74	той или	1	5
75	и должно	1	5
76	всякого рода	2	5
77	в поэзии	1	5
78	тем что	3	5
79	в связи	1	5
80	что же	1	5
81	но это	5	5
82	а в	4	5
83	совершенно не	1	5
84	столь же	1	4
85	точка зрения	2	4
86	как в	4	4
87	в целом	6	4
88	ясно что	1	4
89	этого слова	1	4
90	в своей	6	4
91	не столько	2	4
92	том чтобы	1	4
93	тому что	1	4
94	тем самым	4	4
95	как раз	1	4
96	и о	1	4
97	в ее	2	4
98	для нас	1	4
99	заключается в	1	4
100	между тем	3	4
101	один из	3	4
102	с одной	1	4
103	что не	3	4
104	не случайно	2	4
105	не было	2	4
106	мы говорим	1	4
107	то что	3	4
108	только как	1	4
109	в таком	3	4
110	речь идет	1	3
111	это и	1	3
112	то в	1	3
113	по преимуществу	2	3
114	той же	1	3
115	мы не	4	3
116	то мы	1	3
117	но не	5	3
118	то он	1	3
119	но как	1	3
120	по отношению	3	3
121	отношение к	1	3
122	отнюдь не	4	3
123	и к	1	3
124	что это	1	3
125	бы не	2	3
126	тому же	2	3
127	он не	3	3
128	в первую	1	3
129	и вот	1	3
130	и с	8	3
131	и рядом	1	3
132	с этой	3	3
133	мы видели	1	3
134	не так	2	3
135	но если	2	3
136	в которых	3	3
137	и более	1	3
138	она не	1	3
139	в то	10	3
140	как о	2	3
141	не имеет	1	3
142	на него	2	3
143	в процессе	2	3
144	в структуре	1	3
145	был бы	1	3
146	что на	2	3
147	не есть	1	3
148	только то	1	3
149	в результате	1	3
150	на вопрос	1	3
151	но и	8	3
152	это не	7	3
153	и только	2	3
154	этот вопрос	3	3
155	а лишь	1	3
156	уже в	2	3
157	не знать	1	3
158	ни в	1	3
159	то это	1	3
160	именно в	6	3
161	а с	3	3
162	первую очередь	1	3
163	xix века	7	3
164	того или	1	3
165	это уже	2	3
166	пор еще	1	3
167	к тому	1	3
168	что вообще	1	3
169	другой стороны	2	3
170	или иного	1	3
171	по поводу	1	3
172	таком случае	2	2
173	по адресу	1	2
174	и через	3	2
175	отношению к	3	2
176	на западе	3	2
177	бы уже	1	2
178	на себя	1	2
179	как я	1	2
180	где с	1	2
181	быть в	1	2
182	в различных	1	2
183	а тем	1	2
184	не то	1	2
185	не все	1	2
186	отличие от	2	2
187	не просто	1	2
188	или иное	1	2
189	что они	4	2
