N	4gram	Losev_Prob_3	Vvedenie
1	не что иное как	4	4
2	и тем не менее	3	3
3	дело в том что	2	2
4	и т д все	1	2
5	есть не что иное	4	2
6	и т д в	1	2
7	заключается в том что	2	2
8	ответ на этот вопрос	1	2
9	т д все это	1	1
10	в той или иной	2	1
11	одного и того же	1	1
12	может быть и не	1	1
13	еще и потому что	1	1
14	и т д и	4	1
15	одно и то же	3	1
16	в том или ином	2	1
17	во всяком случае не	1	1
18	в собственном смысле слова	1	1
19	прийти к выводу что	1	1
20	не одно и то	1	1
21	заключается в том чтобы	1	1
22	но с другой стороны	2	1
23	и т д можно	1	1
24	как та или иная	1	1
25	нечего и говорить о	1	1
26	бы то ни было	3	1
27	не может быть и	1	1
28	не могут не существовать	1	1
29	с теми или иными	1	1
30	в том виде как	2	1
31	говорить о том что	1	1
32	по крайней мере не	1	1
33	с этой точки зрения	1	1
34	на то или иное	1	1
35	именно потому что они	1	1
36	то более то менее	1	1
37	и говорить о том	1	1
38	как мы видели имеет	1	1
39	как нечто целое и	2	1
40	может быть и речи	1	1
41	возможно только потому что	1	1
42	когда мы говорим о	1	1
43	если принять во внимание	1	1
44	также и то что	4	1
