N	2gram	Bakhtin_KF_1	Komedia
1	и в	24	26
2	едва ли	2	14
3	и не	26	14
4	и его	17	12
5	к тому	1	12
6	так и	2	12
7	может быть	45	11
8	в том	6	11
9	в этом	14	10
10	но и	9	10
11	столь же	1	9
12	том что	4	9
13	если бы	8	9
14	вместе с	1	9
15	что в	4	9
16	ясно что	3	8
17	было бы	8	8
18	и на	3	7
19	не только	5	7
20	что и	7	7
21	еще не	4	6
22	в своем	16	6
23	о том	3	6
24	в нем	28	6
25	в то	3	6
26	того чтобы	2	6
27	потому что	2	6
28	и здесь	7	6
29	то что	7	6
30	в которой	1	5
31	с его	1	5
32	что он	2	5
33	в истории	1	5
34	независимо от	3	5
35	с этим	1	5
36	для того	3	5
37	а затем	1	5
38	ни в	12	5
39	с тем	2	5
40	и с	1	5
41	один из	2	5
42	в качестве	2	5
43	к этому	2	5
44	более чем	1	4
45	хотя и	1	4
46	в самом	1	4
47	что это	3	4
48	в целом	10	4
49	это было	2	4
50	как и	5	4
51	в этих	1	4
52	место в	5	4
53	тому что	2	4
54	не менее	3	4
55	не по	4	4
56	это слово	1	4
57	его в	5	4
58	между тем	4	4
59	в его	40	4
60	только в	16	4
61	же в	1	4
62	так как	1	4
63	прежде всего	2	4
64	мира в	6	4
65	как это	1	4
66	о его	1	4
67	все же	5	4
68	и для	9	4
69	и от	1	4
70	одной из	1	4
71	точки зрения	12	4
72	в котором	24	3
73	то же	5	3
74	в их	8	3
75	той же	1	3
76	вопрос о	2	3
77	того же	1	3
78	в ней	3	3
79	во всех	11	3
80	но не	12	3
81	по отношению	26	3
82	как в	2	3
83	но в	5	3
84	в этой	2	3
85	но все	5	3
86	в каждом	3	3
87	могла бы	4	3
88	не имеет	5	3
89	же время	2	3
90	но там	1	3
91	к нему	12	3
92	дело с	2	3
93	в единственном	9	3
94	себя в	8	3
95	и их	6	3
96	никто не	1	3
97	друг друга	1	3
98	мы можем	1	3
99	тем что	3	3
100	здесь в	1	3
101	не было	8	3
102	из которых	2	3
103	отношению к	22	3
104	все это	10	3
105	мы найдем	1	3
106	или в	1	3
107	для нас	4	3
108	а в	4	3
109	в своей	10	3
110	жизни и	8	3
111	по поводу	1	3
112	не может	27	3
113	и есть	9	2
114	в первом	1	2
115	из его	3	2
116	и за	2	2
117	мы имеем	5	2
118	мы не	3	2
119	говорить о	2	2
120	в виду	3	2
121	есть для	1	2
122	бы то	2	2
123	в ее	16	2
124	отнюдь не	6	2
125	и я	5	2
126	что именно	1	2
127	в действительности	1	2
128	от этого	2	2
129	за собой	1	2
130	бы и	3	2
131	в нашем	1	2
132	ни одна	2	2
133	в философии	1	2
134	что она	1	2
135	не следует	1	2
136	всех остальных	1	2
137	он не	6	2
138	в принципе	2	2
139	на этом	1	2
140	то ни	2	2
141	же не	1	2
142	об этом	1	2
143	связанных с	1	2
144	это не	10	2
145	этом смысле	3	2
146	в это	2	2
147	чем в	1	2
148	в один	1	2
149	не более	1	2
150	всяком случае	1	2
151	признать что	1	2
152	не в	12	2
153	вовсе не	7	2
154	одна из	1	2
155	в одном	4	2
156	такая же	1	2
157	не является	1	2
158	в духе	1	2
159	всего в	1	2
160	и это	12	2
161	как не	1	2
162	в мире	6	2
163	с собой	1	2
164	и во	1	2
165	и все	7	2
166	нем не	1	2
167	в жизнь	1	2
168	тот же	1	2
169	с ними	3	2
170	в какой	1	2
171	и ее	2	2
172	одно из	1	2
173	не для	1	2
174	отношение к	5	2
175	от того	3	2
176	рядом с	3	2
177	нет и	3	2
178	со стороны	7	2
179	и к	1	2
180	нового времени	1	2
181	с которым	1	2
182	если не	2	2
183	для этой	3	2
184	по своему	3	2
185	как бы	9	2
186	еще более	2	2
187	хотя бы	4	2
188	ни было	4	2
189	к его	1	2
190	во всяком	1	2
191	говоря о	1	1
192	отношения к	1	1
193	самом деле	3	1
194	вместо двух	1	1
195	что эти	1	1
196	и этот	3	1
197	то для	1	1
198	это что	1	1
199	та же	2	1
200	бы более	1	1
201	а для	2	1
202	вместо того	1	1
203	ему в	2	1
