N	2gram	Losev_Dial_4	FransuaR
1	и в	15	45
2	и не	30	15
3	в этом	11	14
4	но в	3	14
5	не только	8	14
6	во всех	2	13
7	и его	7	13
8	в его	4	13
9	как бы	14	12
10	что в	7	12
11	то же	9	11
12	в своем	5	11
13	в то	6	11
14	в романе	1	11
15	в нем	5	10
16	и с	4	10
17	как и	7	10
18	в том	11	10
19	но и	4	10
20	прежде всего	11	10
21	же время	6	9
22	в ней	5	8
23	таким образом	5	8
24	как мы	1	8
25	мира и	1	8
26	жизни и	4	8
27	вовсе не	6	8
28	так же	4	8
29	также и	4	7
30	с его	5	7
31	мы видели	1	7
32	том что	10	7
33	не в	8	7
34	потому что	10	7
35	что и	6	7
36	в конце	1	7
37	и все	11	7
38	все это	9	7
39	в этой	4	6
40	он не	1	6
41	всех этих	1	6
42	весь мир	2	6
43	в них	2	6
44	того чтобы	5	6
45	связи с	1	6
46	так и	5	6
47	что он	7	6
48	так как	14	6
49	для того	5	6
50	на самом	1	5
51	это и	9	5
52	с ее	10	5
53	и на	5	5
54	хотя и	6	5
55	и как	4	5
56	в себя	5	5
57	и у	1	5
58	все эти	3	5
59	на этом	3	5
60	его в	1	5
61	с ним	3	5
62	мы видим	4	5
63	одной из	2	5
64	и их	2	5
65	как раз	4	5
66	в связи	1	5
67	не может	11	5
68	но это	4	5
69	на части	1	5
70	есть и	3	5
71	же как	1	4
72	мы уже	3	4
73	той же	5	4
74	его не	1	4
75	мы не	9	4
76	и о	8	4
77	в сущности	5	4
78	в общем	1	4
79	эта связь	1	4
80	перед нами	6	4
81	кроме того	2	4
82	в самом	2	4
83	об этом	3	4
84	это было	2	4
85	между собою	2	4
86	не мог	2	4
87	точки зрения	14	4
88	в их	3	4
89	в основе	10	4
90	очень часто	1	4
91	и это	8	4
92	можно было	1	4
93	здесь как	1	4
94	ничего не	17	4
95	и здесь	1	4
96	о том	5	4
97	и во	2	4
98	только в	7	4
99	с этим	3	4
100	мы находим	2	4
101	и даже	6	4
102	сказать что	6	4
103	а не	18	4
104	его как	2	4
105	чем же	2	4
106	как это	2	4
107	и от	1	4
108	бы в	4	4
109	все они	1	4
110	а в	1	4
111	как на	1	4
112	такой же	1	4
113	ведь и	2	3
114	почти все	1	3
115	но она	1	3
116	и он	1	3
117	из этих	2	3
118	как в	3	3
119	в одной	1	3
120	как он	1	3
121	вообще не	1	3
122	что она	5	3
123	связанные с	1	3
124	и вот	11	3
125	как они	1	3
126	об этой	2	3
127	ни в	8	3
128	нисколько не	2	3
129	в своей	3	3
130	в которых	1	3
131	не менее	2	3
132	мир и	4	3
133	свобода и	1	3
134	но они	2	3
135	дело в	1	3
136	не имеет	14	3
137	здесь же	1	3
138	что на	2	3
139	от того	2	3
140	всего этого	1	3
141	не могло	1	3
142	этой жизни	2	3
143	жизни он	1	3
144	нем не	1	3
145	этот момент	3	3
146	это не	12	3
147	именно в	5	3
148	того что	13	3
149	и прежде	1	3
150	поэтому и	1	3
151	для всех	3	3
152	есть в	4	3
153	в одном	4	3
