N	3gram	Vinokur_St_3	FransuaR
1	в то же	3	6
2	то же время	3	6
3	с точки зрения	4	5
4	на протяжении всего	1	5
5	не только в	3	5
6	в эту эпоху	2	4
7	но и в	2	4
8	до сих пор	2	4
9	не может быть	5	4
10	в этом отношении	4	3
11	с одной стороны	2	3
12	в свое время	1	3
13	о том что	4	3
14	с другой стороны	4	3
15	можно сказать что	1	2
16	в году в	1	2
17	в собственном смысле	1	2
18	до наших дней	1	2
19	в своей статье	1	2
20	во всяком случае	4	2
21	прежде всего от	1	2
22	во время его	1	2
23	но все же	2	2
24	как мы видели	1	2
25	известно что эта	1	1
26	была для него	1	1
27	в г в	3	1
28	потому что в	1	1
29	прежде всего в	3	1
30	в том же	1	1
31	в одной из	1	1
32	до нас дошел	1	1
33	относится к году	1	1
34	таким образом в	1	1
35	то что в	1	1
36	свидетельствуют о том	1	1
37	что в них	1	1
38	чем же состоит	1	1
39	в значительной мере	1	1
40	и той же	1	1
41	на немецкий язык	1	1
42	в творчестве самого	1	1
43	было бы неправильно	1	1
44	в том чтобы	2	1
45	это место в	1	1
46	в конце концов	3	1
47	хорошо говорит о	1	1
48	в предисловии к	2	1
49	в чем же	1	1
50	прежде всего необходимо	1	1
51	в какой степени	1	1
52	ни на что	1	1
53	я имею в	1	1
54	в наше время	1	1
55	имею в виду	1	1
56	на самом деле	1	1
57	не только не	1	1
58	более и более	2	1
59	к нему все	1	1
60	находит свое выражение	1	1
61	мы имеем в	2	1
62	на то что	3	1
63	и на этой	1	1
64	одной и той	1	1
65	вовсе не является	1	1
66	для того чтобы	1	1
67	в том что	11	1
68	все более и	2	1
69	только тогда когда	2	1
