N	3gram	Bakhtin_Pr_3	slovoVRo
1	и т п	6	33
2	не может быть	6	15
3	и его слово	1	14
4	в отличие от	2	12
5	с чужим словом	1	10
6	в пределах одного	2	7
7	в этом случае	2	6
8	в значительной степени	1	6
9	к своему предмету	1	5
10	той или иной	2	5
11	в большинстве случаев	2	5
12	по отношению к	5	4
13	то же время	12	4
14	но все же	1	4
15	в то же	12	4
16	в узком смысле	1	4
17	в отношении к	7	4
18	в том что	1	4
19	в той или	2	3
20	с точки зрения	4	3
21	сама по себе	2	3
22	в этом отношении	1	3
23	или иной степени	1	3
24	но в то	3	3
25	можно прямо сказать	1	3
26	так и в	2	3
27	в чем не	2	2
28	а вовсе не	2	2
29	в свою очередь	1	2
30	и наконец в	2	2
31	там где они	1	2
32	и в особенности	1	2
33	до сих пор	1	2
34	хотя бы и	2	2
35	в диалогах и	1	2
36	т п но	1	2
37	у него нет	1	2
38	может быть и	1	2
39	как мы сказали	1	2
40	так и для	1	2
41	во всяком случае	5	2
42	со своим словом	1	2
43	ни в чем	2	2
44	как мы уже	1	2
45	для того чтобы	1	2
46	и т д	2	2
47	как к своему	1	1
48	в нем происходит	1	1
49	не может ни	1	1
50	даже там где	1	1
51	т п если	1	1
52	хотя и не	1	1
53	и не в	3	1
54	время от времени	2	1
55	от него и	1	1
56	в чем же	1	1
57	его слово конечно	1	1
58	влияния чужого слова	1	1
59	и до конца	1	1
60	уже не в	1	1
61	скрещиваются между собой	1	1
62	но все это	2	1
63	чужого слова его	1	1
64	и говорит и	1	1
65	и в то	5	1
66	до конца не	1	1
67	и ни в	1	1
68	с ним мы	1	1
69	чужого слова как	1	1
70	и не может	2	1
71	на то что	1	1
72	рано или поздно	1	1
73	со всех сторон	1	1
74	точки зрения на	1	1
75	даже и не	1	1
76	может и не	1	1
77	чужого слова с	1	1
78	себя среди других	1	1
79	для него самого	1	1
80	точек зрения не	1	1
81	поэтому диалог в	1	1
82	со всею ясностью	1	1
83	женщины и т	1	1
84	отношении к нему	1	1
85	в один из	1	1
86	все это и	1	1
87	что он не	1	1
88	в себе как	1	1
89	и его слову	1	1
90	таким образом на	1	1
91	во всех существенных	1	1
92	настолько велико что	1	1
93	как и слово	1	1
94	всяком случае не	1	1
95	все более и	1	1
96	с ним и	1	1
97	но может быть	1	1
98	общения с ним	1	1
99	в нем не	1	1
100	имеет громадное значение	1	1
101	мы уже говорили	3	1
102	в этом направлении	1	1
103	основные линии его	1	1
104	правда и в	1	1
105	а не в	2	1
106	с другой стороны	3	1
107	в себе все	1	1
108	может быть органически	1	1
109	в нем есть	1	1
110	мы видели что	1	1
111	героя и может	1	1
112	слово в них	1	1
113	тем не менее	2	1
114	этим и определяется	1	1
115	его слова с	1	1
116	по ту сторону	2	1
117	о том что	2	1
118	друг к другу	1	1
119	и с которым	1	1
120	себя и для	1	1
121	между этими двумя	1	1
122	в нем нет	1	1
123	вообще не знает	1	1
124	большей или меньшей	1	1
125	все эти явления	1	1
126	он как мы	1	1
127	как и в	1	1
128	в романе является	1	1
129	на протяжении всего	4	1
130	мы можем сказать	1	1
131	к нему и	5	1
132	с самого начала	8	1
133	не только не	1	1
134	более и более	1	1
135	для правильного понимания	1	1
136	но в этом	1	1
137	и остается в	1	1
138	для этого необходимо	2	1
139	не может и	1	1
140	ним мы еще	1	1
141	это как бы	1	1
142	в его целом	2	1
143	в романах достоевского	3	1
144	к самому говорящему	2	1
145	слово героя и	2	1
146	и в нем	3	1
147	героя и его	2	1
148	в них не	1	1
149	слова в отношении	2	1
150	мы увидим что	2	1
151	как мы видели	2	1
152	мы еще не	1	1
