N	3gram	Tiupa_Narr_2	Istorich
1	не может быть	2	7
2	тем не менее	4	6
3	до сих пор	1	5
4	более или менее	1	5
5	с одной стороны	5	4
6	в большинстве случаев	1	4
7	в том что	8	4
8	о том что	4	3
9	точно так же	2	3
10	что это за	1	3
11	то же самое	1	3
12	в то время	1	3
13	по отношению к	5	3
14	с того что	1	3
15	в связи с	1	3
16	то время как	1	3
17	можно было бы	1	3
18	восходит к обряду	1	2
19	здесь мы имеем	1	2
20	в отличие от	5	2
21	не означает что	1	2
22	так же как	2	2
23	на первый взгляд	1	2
24	и когда он	1	2
25	начинается с того	1	2
26	же обстоит дело	1	2
27	в зависимости от	1	2
28	но и в	2	2
29	на этот вопрос	1	2
30	подобно тому как	2	1
31	в этом смысле	1	1
32	в реальной действительности	1	1
33	представляет собой очень	1	1
34	мы имеем дело	2	1
35	в начале рассказа	2	1
36	не непосредственно а	1	1
37	в саду и	1	1
38	для того чтобы	1	1
39	и т п	2	1
40	в противном случае	1	1
41	тем что они	1	1
42	иметь в виду	1	1
43	к тому же	4	1
44	но они не	1	1
45	как это делает	1	1
46	отнюдь не означает	1	1
47	к тому что	3	1
48	никак не может	1	1
49	едва ли не	1	1
50	и от его	1	1
51	ответ на него	1	1
52	есть не что	1	1
53	того или иного	3	1
54	не зависит от	2	1
55	не что иное	1	1
56	не только в	6	1
57	не должен был	1	1
58	смерть и воскресение	1	1
59	на котором он	1	1
60	одной стороны и	1	1
61	по его мнению	1	1
62	может быть только	1	1
63	что иное как	1	1
64	ничего не доказывает	1	1
65	пока еще не	1	1
66	и для нас	1	1
67	одно без другого	1	1
68	ответ на этот	1	1
69	тому или иному	1	1
70	в том как	2	1
71	относится и к	1	1
72	в этом отношении	3	1
73	в этом направлении	1	1
74	к тому или	1	1
75	но в целом	1	1
76	а не только	1	1
77	не в том	1	1
78	так и по	2	1
79	да и не	1	1
80	в соответствии с	3	1
