N	3gram	Bakhtin_Fr_4	Morfolog
1	мы видим что	1	9
2	в связи с	1	8
3	не может быть	1	8
4	подобно тому как	3	5
5	с точки зрения	2	4
6	а также и	1	4
7	с другой стороны	3	4
8	далеко не все	1	3
9	как мы увидим	1	3
10	на самом деле	1	3
11	более или менее	3	2
12	и в других	2	2
13	может быть и	1	2
14	то время как	1	2
15	с одной стороны	2	2
16	на первый взгляд	1	2
17	это не значит	1	2
18	с того что	1	2
19	в то время	2	2
20	в большинстве случаев	5	2
21	для того чтобы	3	2
22	в том что	1	2
23	таким образом что	1	1
24	есть на самом	1	1
25	здесь перед нами	1	1
26	между прочим и	1	1
27	до сих пор	1	1
28	также и к	1	1
29	том случае если	1	1
30	со всеми другими	1	1
31	два раза в	2	1
32	но это не	1	1
33	ли говорить о	1	1
34	в том случае	1	1
35	одно и то	1	1
36	к нему в	1	1
37	это один из	1	1
38	в данном случае	1	1
39	в первый раз	1	1
40	и то же	1	1
41	это достигается тем	1	1
42	перед нами в	1	1
43	так же и	1	1
44	самом деле он	1	1
45	достигается тем что	1	1
46	то же время	8	1
47	о том что	2	1
48	мы прежде всего	1	1
49	с самого начала	3	1
50	можно сказать что	1	1
51	как будто не	1	1
52	и независимо от	1	1
53	в то же	8	1
54	что и в	1	1
55	и др это	1	1
