N	2gram	Losev_Vlad_1	Literetu
1	а не	1	20
2	и в	31	19
3	может быть	6	17
4	в стихотворении	1	13
5	то же	6	12
6	и не	17	11
7	как и	4	10
8	в том	11	10
9	но и	19	10
10	тогда как	1	9
11	в этом	14	9
12	в то	8	9
13	же время	4	9
14	не может	6	9
15	такого рода	4	9
16	пути в	1	8
17	не только	24	8
18	и даже	15	8
19	с другой	3	8
20	том что	14	7
21	так и	6	7
22	с одной	1	7
23	я в	1	7
24	то что	18	7
25	и на	3	6
26	в себе	4	6
27	при этом	2	6
28	не менее	2	6
29	себя в	4	6
30	одной стороны	1	6
31	в году	30	5
32	я не	4	5
33	столь же	1	5
34	но не	3	5
35	он не	10	5
36	одна из	1	5
37	так в	1	5
38	в качестве	6	5
39	для всех	1	5
40	у нас	6	5
41	то есть	3	5
42	того что	2	5
43	вместе с	3	5
44	мы не	1	4
45	того же	6	4
46	по отношению	1	4
47	так что	10	4
48	отнюдь не	3	4
49	едва ли	3	4
50	человека в	1	4
51	для него	7	4
52	точки зрения	2	4
53	не в	5	4
54	даже в	2	4
55	в области	1	4
56	в ней	1	4
57	еще в	4	4
58	тех кто	1	4
59	в его	12	4
60	один из	4	4
61	и других	2	4
62	тем что	2	4
63	прежде всего	1	4
64	в частности	2	4
65	жизни в	1	4
66	другой стороны	3	4
67	жизни и	5	4
68	что в	14	4
69	одним из	2	3
70	и то	10	3
71	и он	3	3
72	во всех	1	3
73	как к	2	3
74	в этой	4	3
75	то и	2	3
76	в нем	4	3
77	всех своих	1	3
78	в их	1	3
79	том чтобы	2	3
80	тем самым	2	3
81	вплоть до	1	3
82	не столько	2	3
83	никогда не	9	3
84	ничего не	3	3
85	и его	7	3
86	личности в	1	3
87	всей своей	1	3
88	не с	1	3
89	и с	14	3
90	но с	1	3
91	а в	9	3
92	так как	8	3
93	себе и	1	3
94	этом отношении	1	3
95	со стороны	2	3
96	в данном	1	3
97	а именно	2	3
98	по существу	2	3
99	но это	3	3
100	в начале	3	3
101	и для	2	3
102	на свою	3	3
103	и как	4	3
104	что он	12	3
105	как на	2	3
106	ту же	1	2
107	и т	2	2
108	и до	2	2
109	и за	2	2
110	поэзии и	1	2
111	той же	2	2
112	на первом	2	2
113	в первый	1	2
114	на себя	3	2
115	с ее	1	2
116	к своему	3	2
117	нам представляется	3	2
118	во имя	1	2
119	но как	5	2
120	в истории	4	2
121	без другого	1	2
122	все же	3	2
123	как уже	1	2
124	и к	6	2
125	но в	12	2
126	в противоположность	1	2
127	то в	1	2
128	со своей	3	2
129	в целом	3	2
130	жизнь как	1	2
131	представляет собой	1	2
132	в нашем	4	2
133	как он	4	2
134	о которой	3	2
135	и сам	6	2
136	в годы	2	2
137	свое время	6	2
138	на жизнь	1	2
139	на этом	2	2
140	одно и	1	2
141	в каждом	1	2
142	в жизни	3	2
143	но уже	1	2
144	в них	2	2
145	с этой	1	2
146	с тем	2	2
147	а за	1	2
148	он и	6	2
149	возвращении к	1	2
150	и еще	2	2
151	и без	1	2
152	не к	1	2
153	мысли и	4	2
154	что я	2	2
155	случае это	1	2
156	тем не	2	2
157	не раз	4	2
158	на два	1	2
159	не по	2	2
160	но только	3	2
161	не вполне	1	2
162	уже о	1	2
163	даже и	9	2
164	для того	2	2
165	для себя	2	2
166	говоря уже	1	2
167	то как	2	2
168	за то	1	2
169	еще не	2	2
170	ко всему	1	2
171	о том	11	2
172	и что	6	2
173	для нас	4	2
174	а также	5	2
175	и только	1	2
176	впрочем не	2	2
177	было бы	2	2
178	и одновременно	1	2
179	тот же	3	2
180	одной из	2	2
181	друг друга	1	2
182	потому что	11	2
183	уже не	3	2
184	уже в	7	2
185	ни было	1	2
186	свидетельствует о	3	2
187	из них	2	2
188	одно из	1	2
189	жил и	1	2
190	в одном	1	2
191	в конце	9	2
192	что и	5	2
193	вовсе не	5	2
194	власти над	1	2
195	у него	15	2
196	как раз	7	2
197	себя и	1	2
198	что не	1	2
199	не было	5	2
200	мы сами	1	2
201	до конца	1	2
202	было сказано	2	2
203	в руках	1	2
204	в россии	4	2
205	него не	3	2
206	как это	7	2
207	жизни а	1	2
208	и выше	1	2
209	из которых	1	2
210	к жизни	2	2
211	это его	1	2
212	сравнении с	1	2
213	на свете	1	2
214	быть не	1	2
215	под названием	2	2
216	на плечи	1	2
217	в результате	2	2
218	а к	22	2
219	хотя бы	2	2
220	с ним	5	2
221	же в	1	2
222	не говоря	1	2
223	из тех	1	2
224	в сравнении	1	2
225	в свое	5	2
226	сила и	1	2
227	себе не	1	2
228	к этой	2	2
229	в своих	5	2
230	все что	2	2
231	своим историческим	1	1
232	два года	1	1
233	отношения к	1	1
234	у п	1	1
235	но каждое	1	1
236	которого в	1	1
237	это и	2	1
238	воля но	1	1
239	отношений в	1	1
240	нас на	1	1
241	не пошел	1	1
242	а под	1	1
243	ему принадлежат	1	1
244	слово было	1	1
245	мы имеем	1	1
246	все той	1	1
247	это совершенно	1	1
248	как мы	9	1
249	что уже	1	1
250	на место	1	1
251	он как	3	1
