N	3gram	Vinokur_Vv_1	Myslijsy
1	в том что	12	16
2	смысле этого слова	2	7
3	только тогда когда	1	7
4	и то же	1	5
5	по отношению к	4	5
6	сам по себе	1	5
7	заключает в себе	1	5
8	по крайней мере	4	5
9	одно и то	1	5
10	не в том	2	5
11	а в том	1	5
12	то же время	5	5
13	от того что	1	5
14	в то же	5	5
15	вместе с тем	3	4
16	с другой стороны	5	4
17	но и в	1	4
18	не только в	4	4
19	потому что он	2	3
20	не только по	1	3
21	до сих пор	5	3
22	с одной стороны	4	3
23	в том как	1	3
24	в свою очередь	1	3
25	смотреть как на	1	3
26	само по себе	3	3
27	и т д	37	3
28	только в том	2	3
29	тем не менее	8	3
30	для того чтобы	21	3
31	не может быть	8	3
32	а между тем	1	2
33	языка в чем	1	2
34	только потому что	1	2
35	того что уже	2	2
36	со стороны формы	1	2
37	подобно тому как	1	2
38	в том же	1	2
39	потому что и	1	2
40	в этом отношении	3	2
41	в собственном смысле	2	2
42	и т п	5	2
43	в том чтобы	5	2
44	в первом случае	2	2
45	не есть еще	1	2
46	не могут быть	2	2
47	но вместе с	2	2
48	и той же	2	2
49	и в том	3	2
50	в большей части	2	2
51	что в ней	1	2
52	и в самом	3	2
53	с этой стороны	1	2
54	можно сказать что	3	2
55	к тому что	1	2
56	одной и той	2	2
57	сама по себе	3	2
58	в том виде	3	1
59	одной стороны и	3	1
60	она есть не	1	1
61	в свое время	2	1
62	того что в	1	1
63	в чем же	3	1
64	потому что в	1	1
65	уже потому что	1	1
66	не говоря уже	2	1
67	на самом деле	1	1
68	одной из этих	1	1
69	и в основании	1	1
70	в самом деле	5	1
71	что в каждой	1	1
72	во многих случаях	1	1
73	что не следует	1	1
74	то же самое	2	1
75	не имеет права	1	1
76	смысле может быть	1	1
77	говоря уже о	1	1
78	и со стороны	1	1
79	по самой своей	2	1
80	по себе это	1	1
81	от этого не	1	1
82	в какой она	1	1
83	в строгом смысле	3	1
84	каждой из этих	1	1
85	представить себе что	2	1
86	увидим что оно	1	1
87	из того что	1	1
88	не сам по	1	1
89	и в каждом	1	1
90	совершенно ошибочно думать	1	1
91	и говорить о	1	1
92	до тех пор	1	1
93	сказанного ясно что	1	1
94	и то что	2	1
95	в общих чертах	1	1
96	по себе не	1	1
97	в данном случае	4	1
98	может быть не	1	1
99	той же области	2	1
100	стороны своего содержания	1	1
101	как на нечто	1	1
102	в разной мере	1	1
103	самой своей природе	2	1
104	его отношение к	1	1
105	так или иначе	4	1
106	только после того	2	1
107	который хотя и	1	1
108	в одно целое	1	1
109	может быть названо	4	1
110	то это может	1	1
111	строгом смысле этого	1	1
112	тем что в	1	1
113	разница только в	1	1
114	уже не к	1	1
115	что оно имеет	1	1
116	только то что	1	1
117	у него в	1	1
118	каждое из этих	1	1
119	вовсе не в	2	1
120	что не только	1	1
121	заключается в том	3	1
122	которая не могла	1	1
123	имея в виду	1	1
124	лишь в том	1	1
125	о том что	12	1
126	собственном смысле этого	1	1
127	уже в том	1	1
128	прежде всего он	1	1
129	не существует и	1	1
130	заключается не только	1	1
131	в каждой из	1	1
132	не менее совершенно	1	1
133	как мы уже	1	1
134	после того как	2	1
135	по этому поводу	2	1
136	с течением времени	6	1
137	вопросом об отношении	1	1
138	только в форме	1	1
139	независимо от своего	1	1
140	легко представить себе	1	1
141	все то что	1	1
142	уже из того	1	1
143	как мы видели	2	1
