N	3gram	Propp_Morf_1	Psycholo
1	для того чтобы	2	19
2	на то что	2	16
3	в том что	3	14
4	с одной стороны	1	12
5	о том что	1	6
6	к тому что	3	6
7	мы увидим что	1	6
8	до сих пор	1	5
9	совершенно ясно что	1	5
10	с другой стороны	4	5
11	друг к другу	2	4
12	таким образом что	1	3
13	иметь в виду	1	3
14	одно и то	1	3
15	и когда мы	1	3
16	и то же	1	3
17	то что он	1	3
18	с самого начала	1	3
19	мы видим что	9	3
20	друг с другом	1	3
21	и т д	39	3
22	в этом отношении	1	3
23	состоит в том	2	2
24	о котором говорит	1	2
25	потому что в	1	2
26	в этом случае	8	2
27	может быть и	2	2
28	мы должны будем	1	2
29	с точки зрения	2	2
30	является то что	1	2
31	то что в	2	2
32	в данном случае	1	2
33	таким образом мы	5	2
34	образом мы видим	3	2
35	не может быть	9	2
36	можно сказать что	1	2
37	и таким образом	2	2
38	на самом деле	4	2
39	тем мы видим	1	1
40	и есть то	1	1
41	в отдельности может	1	1
42	между тем мы	1	1
43	мы видим таким	1	1
44	от него герой	1	1
45	за ним гонятся	1	1
46	с тем как	1	1
47	оно может быть	2	1
48	мы имеем в	1	1
49	таким образом принцип	1	1
50	по отношению к	4	1
51	более или менее	2	1
52	каждый в отдельности	1	1
53	для наших целей	1	1
54	том что он	1	1
55	следующим образом если	1	1
56	до известной степени	1	1
57	думается что в	1	1
58	видим что с	1	1
59	в том случае	1	1
60	мы видим как	1	1
61	то время как	3	1
62	мы не можем	1	1
63	в том или	1	1
64	и здесь этот	1	1
65	которых каждый в	1	1
66	то для того	1	1
67	не могут быть	2	1
68	и в этой	1	1
69	приводит к тому	1	1
70	она все же	1	1
71	это и не	2	1
72	но так как	1	1
73	наших целей это	1	1
74	то что не	1	1
75	сих пор не	1	1
76	не соответствуют тому	1	1
77	собственном смысле слова	3	1
78	мы имеем здесь	1	1
79	из которых каждый	1	1
80	в то время	3	1
81	между героем и	1	1
82	тому что при	1	1
83	но никто не	1	1
84	в собственном смысле	3	1
85	после того как	1	1
86	с первых же	1	1
87	видим таким образом	1	1
88	с собой в	1	1
89	ни одна из	1	1
90	самого начала в	1	1
91	следует отличать от	1	1
92	он может быть	2	1
93	указанием на то	1	1
94	вовсе не необходимо	1	1
95	вместо того чтобы	1	1
96	составные части но	1	1
97	но для наших	1	1
98	она не есть	1	1
