N	3gram	Vygotskiy__1	Marksizm
1	с точки зрения	2	20
2	не может быть	8	13
3	в самом деле	7	9
4	до сих пор	3	8
5	в связи с	1	7
6	в настоящее время	2	6
7	и того же	1	5
8	одного и того	1	5
9	в отличие от	3	5
10	как мы знаем	1	5
11	в направлении к	1	5
12	одни и те	1	5
13	с другой стороны	5	5
14	и те же	1	5
15	с самого начала	1	4
16	то же самое	2	3
17	в этом отношении	2	3
18	отнюдь не является	1	3
19	в конце концов	3	3
20	и тот же	1	3
21	один и тот	1	3
22	в первом случае	1	3
23	можно сказать что	1	3
24	для того чтобы	5	3
25	в том что	9	3
26	тех пор пока	1	2
27	же как и	1	2
28	в чем же	1	2
29	и той же	3	2
30	в том числе	1	2
31	в таком случае	2	2
32	сама по себе	2	2
33	том числе и	1	2
34	отношения базиса и	2	2
35	так же как	4	2
36	во всяком случае	6	2
37	смысле этого слова	2	2
38	не могут быть	1	2
39	в какой степени	1	2
40	вопрос о том	1	2
41	одной и той	3	2
42	совершенно независимо от	1	2
43	а не наоборот	1	2
44	до тех пор	1	2
45	от того что	2	2
46	в свою очередь	1	2
47	это и есть	1	2
48	только на почве	2	2
49	если мы скажем	1	2
50	в этом вопросе	1	2
51	в этом смысле	2	2
52	быть сведены к	1	2
53	тем не менее	2	2
54	и в сущности	1	1
55	а следовательно и	1	1
56	и более или	1	1
57	идет именно о	1	1
58	какой степени не	1	1
59	не следует что	1	1
60	оно может быть	1	1
61	своем чистом виде	1	1
62	одним и тем	1	1
63	хотя бы только	1	1
64	наук о духе	1	1
65	подобно тому как	5	1
66	есть прежде всего	1	1
67	том что он	1	1
68	и во всяком	1	1
69	и там и	1	1
70	социальной жизни в	1	1
71	именно то что	1	1
72	или совсем не	1	1
73	сами по себе	1	1
74	точном смысле этого	1	1
75	не было бы	2	1
76	независимо от того	1	1
77	совершенно так же	1	1
78	в основе своей	1	1
79	представители этой школы	1	1
80	может быть только	1	1
81	с этой точки	4	1
82	к жизни и	1	1
83	ни в какой	3	1
84	ту или иную	1	1
85	что почти все	1	1
86	мы полагаем что	1	1
87	и не дает	1	1
88	и ту же	1	1
89	и тем же	1	1
90	дело идет о	1	1
91	из виду что	1	1
92	лежит в основе	1	1
93	марксистской науки об	1	1
94	с одной стороны	5	1
95	вызывают к жизни	1	1
96	мы скажем что	1	1
97	так как они	2	1
98	тот и другой	1	1
99	таким образом как	1	1
100	и не было	1	1
101	может быть дано	1	1
102	в последнее время	2	1
103	могут быть сведены	1	1
104	что в каждом	1	1
105	а в том	2	1
106	и тот и	1	1
107	в целом ряде	2	1
108	и не без	1	1
109	вместо того чтобы	1	1
110	и объективная психология	1	1
111	принципиальное различие между	1	1
112	в своем чистом	1	1
113	в широком смысле	1	1
114	более или менее	2	1
115	в русском языке	2	1
116	из которых каждая	2	1
117	не существует для	1	1
118	так и в	2	1
119	само по себе	5	1
120	что и для	1	1
121	мы на самом	1	1
122	этой точки зрения	5	1
123	другой стороны и	2	1
124	и в самом	2	1
125	не только не	3	1
126	не только в	1	1
127	выходит за пределы	1	1
128	не может стать	2	1
129	и в результате	1	1
130	и его школы	1	1
131	точки зрения она	1	1
132	одну из этих	1	1
133	в применении к	2	1
134	на самом деле	2	1
135	и в науке	1	1
136	в ту или	1	1
137	одну и ту	1	1
138	там и здесь	1	1
139	может быть в	1	1
140	в своей основе	1	1
141	при этом она	1	1
