N	2gram	Trubetskoy_1	KulturaY
1	и т	3	39
2	потому что	5	25
3	и в	14	23
4	не только	9	20
5	в том	17	19
6	в этом	17	18
7	и не	19	16
8	было бы	5	15
9	так как	4	15
10	может быть	9	15
11	ни к	7	15
12	точки зрения	11	14
13	все эти	2	12
14	если бы	6	12
15	в самом	3	12
16	но в	2	11
17	том что	9	11
18	того чтобы	8	11
19	в области	2	11
20	по себе	2	10
21	в русском	1	10
22	а не	2	10
23	что в	4	10
24	самом деле	7	9
25	вопрос о	5	9
26	в сущности	1	9
27	хотя бы	5	9
28	то что	13	9
29	можно было	4	9
30	вовсе не	1	9
31	для того	6	9
32	не может	22	9
33	с точки	9	8
34	не в	4	8
35	языка и	1	8
36	и что	2	8
37	в качестве	3	8
38	уже не	2	8
39	прежде всего	8	8
40	с другой	1	8
41	что это	3	7
42	все же	4	7
43	в силу	2	7
44	и с	7	7
45	не менее	1	7
46	но и	10	7
47	то же	11	6
48	и на	5	6
49	но не	4	6
50	в этой	4	6
51	да и	3	6
52	это не	1	6
53	тем не	1	6
54	по крайней	1	6
55	ту же	1	6
56	между тем	5	6
57	крайней мере	1	6
58	этот вопрос	2	6
59	вопроса о	1	6
60	что не	1	6
61	и то	4	5
62	также и	1	5
63	еще не	3	5
64	целый ряд	2	5
65	не следует	1	5
66	должна быть	2	5
67	по существу	5	5
68	и вот	2	5
69	что все	3	5
70	об этом	1	5
71	лишь в	3	5
72	и тем	2	5
73	несмотря на	3	5
74	не могут	4	5
75	ясно что	2	5
76	приводит к	4	5
77	в его	4	5
78	один из	1	5
79	что он	6	5
80	только в	5	5
81	должен быть	1	5
82	всяком случае	6	5
83	вместе с	4	5
84	как это	1	5
85	что же	4	5
86	этого слова	1	5
87	все это	6	5
88	таким образом	11	5
89	во всяком	9	5
90	вряд ли	3	4
91	в зависимости	1	4
92	говорить о	3	4
93	в данном	7	4
94	со стороны	4	4
95	отнюдь не	7	4
96	перед нами	1	4
97	если мы	1	4
98	на то	5	4
99	в нем	5	4
100	так и	1	4
101	но все	1	4
102	на этой	2	4
103	должно быть	3	4
104	эта не	1	4
105	можно ли	3	4
106	в то	10	4
107	на себе	1	4
108	но только	1	4
109	что на	1	4
110	к тому	7	4
111	и о	2	4
112	от того	4	4
113	или в	3	4
114	могут быть	1	4
