N	2gram	Vinokur_St_3	slovoVRo
1	и в	25	39
2	может быть	19	37
3	и т	8	35
4	и его	3	33
5	т п	6	33
6	то есть	2	26
7	не только	12	24
8	и не	10	22
9	но и	9	21
10	не может	7	20
11	в нем	1	19
12	до конца	3	17
13	в этом	24	16
14	все это	8	16
15	так и	5	15
16	а не	5	14
17	как в	6	13
18	в пределах	1	13
19	слова в	1	13
20	во всех	2	12
21	литературного языка	1	12
22	в истории	1	11
23	слово в	2	11
24	вовсе не	2	10
25	и с	4	9
26	не в	6	9
27	со своим	1	9
28	таким образом	10	8
29	прежде всего	10	8
30	точки зрения	7	8
31	еще не	2	7
32	с его	3	7
33	в этих	11	7
34	для него	3	7
35	с ним	1	7
36	никогда не	2	7
37	могут быть	2	7
38	как мы	2	7
39	язык и	1	7
40	в его	12	7
41	как бы	6	7
42	в сущности	2	6
43	но не	2	6
44	в своем	1	6
45	все же	4	6
46	и к	4	6
47	но в	5	6
48	все эти	3	6
49	так сказать	2	6
50	в них	5	6
51	как и	4	6
52	в значительной	1	6
53	язык в	1	6
54	человек в	1	6
55	там где	1	6
56	жизни и	1	6
57	например в	4	5
58	это не	7	5
59	том что	15	5
60	по себе	1	5
61	но все	2	5
62	той или	1	5
63	с другой	5	5
64	один из	2	5
65	в том	20	5
66	с одной	2	5
67	конечно не	1	5
68	уже не	3	5
69	и их	1	5
70	одной стороны	3	5
71	или иной	2	5
72	в плане	2	5
73	и для	4	5
74	только в	6	5
75	для нас	1	5
76	и все	1	5
77	и наконец	3	5
78	отношения к	1	4
79	его не	2	4
80	и на	6	4
81	отношение к	4	4
82	связанные с	1	4
83	всех этих	3	4
84	то же	5	4
85	его в	1	4
86	на почве	5	4
87	ни в	5	4
88	в отношении	2	4
89	своими словами	1	4
90	не менее	2	4
91	в то	7	4
92	одна из	2	4
93	же время	3	4
94	или как	1	4
95	здесь не	1	4
96	поэтического слова	2	4
97	для этого	2	4
98	но здесь	1	4
99	этого языка	1	4
100	борьба с	2	4
101	поэтому и	1	4
102	для всех	1	4
103	и других	2	4
104	языка но	1	4
105	так как	3	4
106	и язык	1	4
107	даже и	1	4
108	и др	4	4
109	себя и	2	4
110	языка не	1	4
111	с помощью	1	4
112	на фоне	1	4
113	xix века	4	4
114	в той	1	4
115	в смысле	4	4
116	а в	6	4
117	отношении к	1	4
118	слова с	1	4
119	ту же	1	3
120	в чисто	2	3
121	должна быть	1	3
122	собственном смысле	1	3
123	той же	2	3
124	говорить о	3	3
125	в чем	4	3
126	в собственном	1	3
127	и как	1	3
128	и социальной	1	3
129	на этом	3	3
130	лишь в	4	3
131	с точки	4	3
132	не столько	2	3
133	точку зрения	2	3
134	не была	2	3
135	быть очень	1	3
136	его от	1	3
137	связи с	3	3
138	этом отношении	4	3
139	в ней	4	3
140	а также	4	3
141	к нему	4	3
142	между тем	6	3
143	что и	1	3
144	в свете	1	3
145	с различными	1	3
146	у него	9	3
147	отметить что	5	3
148	рядом с	1	3
149	в особенности	4	3
150	связан с	3	3
151	и создает	1	3
152	в свою	2	3
153	в некоторых	3	3
154	связано с	5	3
155	материал в	1	3
156	в контексте	1	3
157	но это	4	3
158	что в	19	3
159	хотя бы	1	3
160	сказать что	4	3
161	речи и	1	3
162	одновременно и	1	3
163	во всяком	4	3
164	одним из	1	2
165	также и	1	2
166	языка с	1	2
167	xvii века	2	2
168	к материалу	2	2
169	на материале	1	2
170	мы не	2	2
171	темы в	1	2
172	при его	1	2
173	с ее	2	2
174	х годов	2	2
175	подчеркнуть что	3	2
176	не был	2	2
177	но как	2	2
178	точка зрения	4	2
179	не все	1	2
180	в новом	2	2
181	за пределы	1	2
182	и стилистически	1	2
183	с этим	7	2
184	и различные	1	2
185	кроме того	3	2
186	более или	1	2
187	материалом и	1	2
188	как он	1	2
189	с языком	1	2
190	на его	4	2
191	т д	2	2
192	а просто	1	2
193	он не	5	2
194	в виде	3	2
195	и более	3	2
196	в нее	1	2
197	конечно в	1	2
198	самого автора	1	2
199	мировой литературе	4	2
200	данного автора	1	2
201	зрения на	1	2
202	независимо от	5	2
203	мы видели	1	2
204	чем в	1	2
205	п но	1	2
206	и прямо	1	2
207	или менее	1	2
208	и другие	1	2
209	несколько слов	2	2
210	и при	1	2
211	в их	3	2
212	но эта	1	2
213	которые в	2	2
214	но он	3	2
215	слов о	1	2
216	даже в	1	2
217	выступает здесь	1	2
218	на котором	2	2
219	тогда когда	2	2
220	дело в	1	2
221	того как	1	2
222	которого он	1	2
223	того чтобы	1	2
224	этого жанра	1	2
225	смысл его	1	2
226	в одном	1	2
227	возможно и	1	2
228	слова как	2	2
229	с одним	1	2
230	к ней	4	2
231	языка это	2	2
232	п в	1	2
233	а лишь	1	2
234	в области	6	2
235	и оно	1	2
236	в мировой	3	2
237	в речах	5	2
238	отличается от	4	2
239	должен быть	2	2
240	говорит и	2	2
241	и образ	1	2
242	свою очередь	1	2
243	на нем	1	2
244	без всякого	2	2
245	так в	1	2
246	в дальнейшем	1	2
247	в рамки	1	2
248	как с	1	2
249	в другом	3	2
250	те же	1	2
251	здесь как	1	2
252	особенно в	1	2
253	и здесь	3	2
254	на него	1	2
255	о том	8	2
256	влияние на	1	2
257	может не	1	2
258	ним и	1	2
259	в форме	2	2
260	языковой материал	1	2
261	как например	8	2
262	что он	19	2
263	почти все	1	2
264	это очень	1	2
265	всяком случае	4	2
266	именно на	1	2
267	со всеми	1	2
268	где они	1	2
269	уже в	3	2
270	в поэзии	2	2
271	на протяжении	4	2
272	цели и	2	2
273	для того	2	2
274	то что	12	2
275	не было	4	2
276	до сих	2	2
277	именно в	1	2
278	а именно	1	2
279	действующих лиц	4	2
280	них и	1	2
281	с которым	3	2
282	его как	3	2
283	как о	2	2
284	в одно	1	2
285	в связи	3	2
286	эти слова	1	2
287	вместе с	2	2
288	требует от	1	2
289	в данном	1	2
290	и нет	1	2
291	сих пор	2	2
292	например у	1	2
293	этих формах	2	2
294	известной степени	1	2
295	или в	2	2
296	в результате	2	2
297	лишь о	1	2
298	в языке	8	2
299	и ни	2	2
300	все они	3	2
301	как слово	1	2
302	основное отличие	1	2
303	работы и	1	2
304	не знает	1	2
305	все что	1	2
306	они не	1	2
307	с новыми	1	1
308	смысле слова	1	1
309	как известно	1	1
310	совсем как	1	1
311	речь идет	2	1
312	так резко	1	1
313	наших дней	1	1
314	того же	2	1
315	он может	2	1
316	идет о	1	1
317	слова является	1	1
318	его же	1	1
319	по преимуществу	1	1
320	и до	1	1
321	и этот	1	1
322	и за	2	1
323	этом направлении	1	1
324	с массой	1	1
325	а как	4	1
326	есть не	1	1
327	и о	1	1
328	распространенный в	1	1
329	стиля в	1	1
330	нам в	1	1
331	место в	6	1
332	ввести в	1	1
333	эпохи в	1	1
334	на тему	3	1
335	например слово	1	1
336	проявляется в	1	1
337	и говорить	1	1
338	между собой	1	1
339	быть в	1	1
340	обращении с	1	1
341	что его	2	1
342	этой почве	1	1
343	то мы	1	1
344	то он	2	1
345	сознание было	1	1
346	всегда стремится	1	1
347	в сторону	1	1
348	и сложной	1	1
349	остаются в	1	1
350	с каким	1	1
351	вступают в	2	1
352	не просто	2	1
353	иной языковой	1	1
354	чем же	1	1
355	трудно сказать	1	1
356	в одной	2	1
357	этом очень	1	1
358	очень значительным	1	1
359	что как	1	1
360	нас за	1	1
361	применении к	1	1
362	целый ряд	1	1
363	и внутреннюю	1	1
364	политического и	1	1
365	и художественного	1	1
366	живом языке	1	1
367	них но	1	1
368	для которого	1	1
369	в самом	2	1
370	и невозможно	1	1
371	ряде случаев	2	1
372	пушкина до	1	1
373	в целом	4	1
374	от пушкина	1	1
375	в этой	14	1
376	другом случае	1	1
377	говорят о	1	1
378	от необходимости	1	1
379	на то	5	1
380	человек не	1	1
381	что она	1	1
382	и только	2	1
383	и еще	1	1
384	и сам	1	1
385	у пушкина	22	1
386	которого и	1	1
387	и по	2	1
388	в каждом	4	1
389	подход к	1	1
390	форм всегда	1	1
391	смысле в	1	1
392	об этом	5	1
393	к другу	1	1
394	на этой	1	1
395	знает что	1	1
396	это было	8	1
397	с тонким	1	1
398	нельзя считать	1	1
399	моменты в	1	1
400	должен был	2	1
401	и тем	4	1
402	здесь нет	2	1
403	но уже	1	1
404	он является	1	1
405	о которых	3	1
406	широко пользуется	1	1
407	попадает в	3	1
408	несмотря на	3	1
409	похоже на	1	1
410	этого произведения	1	1
411	такой же	2	1
