N	2gram	Vygotskiy__2	Literetu
1	а не	7	20
2	и в	32	19
3	может быть	18	17
4	то же	13	12
5	и не	10	11
6	как и	10	10
7	в том	37	10
8	но и	10	10
9	в этом	13	9
10	состоит в	3	9
11	в то	5	9
12	же время	2	9
13	не может	17	9
14	такого рода	1	9
15	не только	12	8
16	в стихах	1	8
17	и даже	5	8
18	с другой	3	8
19	том что	21	7
20	так и	3	7
21	и т.д	1	7
22	с одной	1	7
23	то что	21	7
24	и на	5	6
25	в себе	2	6
26	при этом	13	6
27	однако в	1	6
28	не менее	8	6
29	одной стороны	1	6
30	столь же	4	5
31	но не	2	5
32	конечном счете	3	5
33	в принципе	1	5
34	он не	6	5
35	одна из	1	5
36	так в	2	5
37	в конечном	3	5
38	в качестве	1	5
39	для всех	1	5
40	то есть	21	5
41	того что	8	5
42	вместе с	2	5
43	в сфере	1	4
44	мы не	3	4
45	того же	2	4
46	так что	3	4
47	отнюдь не	5	4
48	едва ли	4	4
49	для него	1	4
50	точки зрения	17	4
51	в поэме	1	4
52	не в	8	4
53	в русской	1	4
54	в области	1	4
55	ли не	1	4
56	в ней	5	4
57	еще в	1	4
58	в его	2	4
59	один из	3	4
60	и других	3	4
61	каждый из	2	4
62	тем что	9	4
63	прежде всего	1	4
64	в частности	3	4
65	в искусстве	21	4
66	другой стороны	2	4
67	жизни и	4	4
68	что в	20	4
69	речь идет	1	3
70	одним из	1	3
71	и то	3	3
72	идет о	1	3
73	тем же	1	3
74	в сущности	7	3
75	и он	3	3
76	во всех	3	3
77	как к	3	3
78	в этой	6	3
79	в нем	4	3
80	обращаясь к	1	3
81	всех своих	1	3
82	в глазах	1	3
83	такой же	7	3
84	в их	3	3
85	том чтобы	3	3
86	с точки	10	3
87	тем самым	1	3
88	вплоть до	2	3
89	не столько	1	3
90	без остатка	1	3
91	никогда не	9	3
92	ничего не	4	3
93	сознания в	1	3
94	и его	7	3
95	данном случае	4	3
96	в себя	1	3
97	русской поэзии	1	3
98	не с	1	3
99	и с	4	3
100	быть может	1	3
101	в другом	1	3
102	в поэзии	3	3
103	а в	4	3
104	так как	12	3
105	себе и	2	3
106	этом отношении	5	3
107	со стороны	1	3
108	в данном	4	3
109	по существу	3	3
110	но это	2	3
111	и для	4	3
112	обращается к	1	3
113	на свою	1	3
114	и как	7	3
115	что он	13	3
116	как на	5	3
117	ту же	4	2
118	и т	10	2
119	же как	4	2
120	и до	4	2
121	и за	1	2
122	поэзии и	7	2
123	той же	8	2
124	в первый	2	2
125	с ее	3	2
126	из того	2	2
127	в каждой	1	2
128	к своему	2	2
129	но как	3	2
130	если в	2	2
131	есть по	4	2
132	очевидно что	2	2
133	в истории	1	2
134	в художественном	6	2
135	все же	4	2
136	и наконец	1	2
137	и к	3	2
138	но в	3	2
139	в противоположность	1	2
140	то в	1	2
141	в целом	4	2
142	в нашем	1	2
143	как он	2	2
144	и сам	4	2
145	свое время	1	2
146	подобно тому	2	2
147	на этом	3	2
148	одно и	1	2
149	доверие к	2	2
150	в каждом	2	2
151	однако его	1	2
152	в жизни	4	2
153	в них	2	2
154	с этой	4	2
155	с тем	11	2
156	он и	1	2
157	как бы	6	2
158	и без	2	2
159	и читателя	1	2
160	не к	3	2
161	по преимуществу	1	2
162	что было	1	2
163	тем не	4	2
164	по крайней	1	2
165	не по	1	2
166	в основе	11	2
167	но только	4	2
168	поэт не	1	2
169	не вполне	2	2
170	могут быть	4	2
171	восходит к	1	2
172	для того	13	2
173	для себя	1	2
174	в виду	3	2
175	в ее	2	2
176	то как	3	2
177	за то	1	2
178	еще не	2	2
179	для этого	3	2
180	о том	6	2
181	и что	22	2
182	для нас	2	2
183	русской литературе	1	2
184	а потому	2	2
185	и только	2	2
186	крайней мере	1	2
187	не более	1	2
188	в русском	2	2
189	в него	2	2
190	было бы	11	2
191	могло бы	2	2
192	тот же	6	2
193	в какой	2	2
194	потому что	21	2
195	уже не	1	2
196	с другим	1	2
197	ни было	1	2
198	свидетельствует о	1	2
199	из них	4	2
200	был бы	1	2
201	не так	2	2
202	ведь это	1	2
203	жил и	1	2
204	в одном	2	2
205	т п	8	2
206	в конце	3	2
207	что и	17	2
208	вовсе не	2	2
209	как раз	5	2
210	себя и	1	2
211	что не	3	2
212	не было	2	2
213	до конца	3	2
214	в руках	2	2
215	в россии	1	2
216	произведения искусства	4	2
217	как это	4	2
218	и каждый	1	2
219	из которых	2	2
220	тому как	3	2
221	это его	1	2
222	на свете	1	2
223	быть не	1	2
224	этом случае	1	2
225	и нет	1	2
226	при всем	3	2
227	в результате	1	2
228	а к	2	2
229	хотя бы	3	2
230	первый раз	2	2
231	и судьба	1	2
232	что ты	1	2
233	в свое	2	2
234	себе не	1	2
235	в своих	9	2
236	он на	1	2
237	все что	2	2
238	и вновь	1	2
239	литературы а	1	1
240	с новыми	1	1
241	к материалу	1	1
242	отношения к	1	1
243	совершенно справедливо	6	1
244	и странным	1	1
245	которого в	1	1
246	совершенно аналогична	1	1
247	поэтической речи	1	1
248	это и	1	1
249	отношений в	1	1
250	тайна в	1	1
251	от своей	1	1
252	в первом	1	1
253	исходит из	5	1
254	мышления но	1	1
255	обойтись без	1	1
256	из всех	2	1
257	и превращение	1	1
258	который создан	1	1
259	мы имеем	4	1
260	это совершенно	2	1
261	как мы	1	1
262	что уже	1	1
263	на место	1	1
264	целым рядом	1	1
265	исследования в	1	1
266	эстетики и	1	1
267	а для	1	1
268	но даже	2	1
269	частный случай	2	1
270	какого бы	1	1
271	я здесь	1	1
272	понятия в	1	1
273	он сам	1	1
274	бы то	2	1
275	в чем	4	1
276	нет другой	2	1
277	на своих	1	1
278	его так	1	1
279	самом деле	16	1
280	самих себя	1	1
281	отличие от	2	1
282	обнаруживается при	1	1
283	за пределы	1	1
284	относится к	3	1
285	которые не	3	1
286	писателя в	1	1
287	более чем	1	1
288	общего с	1	1
289	как в	9	1
290	данный момент	1	1
291	этой точки	2	1
