N	3gram	Potebnia_M_1	Marksizm
1	с точки зрения	3	13
2	не может быть	9	10
3	по отношению к	13	8
4	то же время	3	8
5	в то же	3	8
6	в связи с	1	7
7	для того чтобы	2	6
8	в том что	13	6
9	с самого начала	3	5
10	в свою очередь	4	5
11	смысле этого слова	1	4
12	и того же	2	4
13	бы то ни	2	4
14	как если бы	1	4
15	то ни было	1	4
16	на самом деле	1	4
17	одного и того	2	4
18	в таком случае	2	3
19	до сих пор	1	3
20	с одной стороны	3	3
21	о том что	1	3
22	языка и его	5	3
23	к тому что	2	3
24	как мы видели	1	3
25	одной стороны и	1	2
26	если б мы	1	2
27	в противном случае	3	2
28	а не в	1	2
29	более или менее	1	2
30	но и в	4	2
31	не было бы	1	2
32	в собственном смысле	1	2
33	по крайней мере	2	2
34	во всяком случае	1	2
35	все более и	2	2
36	язык не есть	2	2
37	о происхождении языка	7	2
38	на то что	1	2
39	более и более	2	2
40	но и все	1	1
41	на том что	1	1
42	что иное как	2	1
43	а следовательно и	1	1
44	для нее только	1	1
45	языка с одной	1	1
46	из всего этого	1	1
47	не следует что	1	1
48	дело в том	2	1
49	не говоря уже	1	1
50	как во всяком	2	1
51	и в более	1	1
52	слова и делает	1	1
53	в живой речи	1	1
54	что именно эти	1	1
55	говоря уже о	1	1
56	сам по себе	1	1
57	сами по себе	1	1
58	слов и грамматических	1	1
59	в истории языка	1	1
60	несколько слов об	1	1
61	в этом отношении	1	1
62	предшествующим и последующим	1	1
63	себе не может	1	1
64	прибавить еще одно	1	1
65	внимание на следующее	1	1
66	вопрос о происхождении	2	1
67	но тем не	3	1
68	слов об отношении	1	1
69	уже о том	1	1
70	в его состав	1	1
71	не только в	3	1
72	а не иначе	1	1
73	между тем язык	1	1
74	тем не менее	6	1
75	не могут быть	2	1
76	чтобы убедиться в	1	1
77	говорящего и слушающего	1	1
78	в течение веков	1	1
79	само по себе	4	1
80	заключать в себе	1	1
81	с другой стороны	5	1
82	уже с самого	2	1
83	языка не может	1	1
84	и в том	3	1
85	не иначе как	2	1
86	мы видели что	1	1
87	то вопрос о	1	1
88	не совпадает с	1	1
89	языка таким образом	1	1
90	таким образом в	1	1
91	по себе а	1	1
92	так и в	3	1
93	с тем что	3	1
94	не существует и	1	1
95	и тем более	1	1
96	не что иное	2	1
97	не менее в	1	1
98	но все же	1	1
99	бы они ни	2	1
100	они ни были	2	1
101	друг от друга	2	1
102	языка а не	1	1
103	быть не может	2	1
104	лицом к лицу	1	1
105	как и в	2	1
106	так а не	1	1
107	не нуждается в	2	1
108	в более или	1	1
