N	3gram	Losev_Prob_1	Psycholo
1	и т п	1	15
2	в том что	5	9
3	не может быть	2	8
4	на то что	8	8
5	и т д	10	8
6	в самом деле	2	7
7	в том чтобы	1	7
8	о том что	5	7
9	во всяком случае	3	6
10	заключается в том	1	6
11	то время как	1	5
12	в то время	1	5
13	подобно тому как	2	5
14	с другой стороны	3	5
15	для того чтобы	8	5
16	мы никогда не	3	4
17	так же как	2	4
18	как и в	1	4
19	только тогда когда	1	4
20	до сих пор	3	3
21	в сущности говоря	1	3
22	точно так же	4	3
23	указывает на то	3	3
24	в конце концов	4	3
25	и так как	1	3
26	не только не	3	3
27	хотя и не	2	2
28	более или менее	3	2
29	в настоящее время	3	2
30	в этом смысле	6	2
31	в том и	1	2
32	никак не может	1	2
33	то же самое	9	2
34	и если мы	3	2
35	с точки зрения	3	2
36	в таком случае	6	2
37	не было бы	1	2
38	в этом отношении	1	2
39	то или иное	1	2
40	вместе с тем	1	2
41	тех или иных	2	2
42	так как они	2	2
43	как будто бы	1	2
44	так и в	1	2
45	никогда не может	2	2
46	то есть в	4	2
47	и в самом	2	2
48	по этому поводу	3	2
49	сама по себе	4	2
50	на самом деле	4	2
51	тем не менее	18	2
52	случае не может	2	2
53	т д и	4	1
54	в виду и	2	1
55	и того же	2	1
56	а следовательно и	1	1
57	этот закон и	1	1
58	или как говорят	1	1
59	казалось бы что	1	1
60	в основе своей	1	1
61	и в результате	1	1
62	все дело в	1	1
63	в чем же	1	1
64	мы имеем дело	1	1
65	а вовсе не	1	1
66	если бы мы	1	1
67	дело в том	3	1
68	но то что	1	1
69	одним и тем	1	1
70	и для искусства	1	1
71	всему человечеству с	1	1
72	годов прошлого века	1	1
73	но это только	2	1
74	то ясно что	1	1
75	это все равно	1	1
76	есть прежде всего	1	1
77	в том же	1	1
78	же как и	1	1
79	и во всех	1	1
80	выходит за пределы	1	1
81	именно то что	3	1
82	к числу таких	1	1
83	сами по себе	3	1
84	что человек есть	1	1
85	в искусстве является	1	1
86	а может быть	2	1
87	то что в	3	1
88	смысле слова то	1	1
89	ту или другую	1	1
90	во всей его	1	1
91	то что обычно	1	1
92	д все это	1	1
93	себе никак не	1	1
94	не то что	1	1
95	и тем не	8	1
96	и то что	2	1
97	в это время	1	1
98	но в таком	4	1
99	мы смотрим на	1	1
100	если мы хотим	2	1
101	чтобы понять что	1	1
102	смысле слова она	1	1
103	в этой области	2	1
104	не потому что	2	1
105	и тем же	1	1
106	не только в	1	1
107	тот самый который	1	1
108	мы не знаем	1	1
109	и не быть	1	1
110	если же мы	1	1
111	так как это	1	1
112	потому что оно	2	1
113	и то же	1	1
114	если мы не	1	1
115	таком случае не	1	1
116	в известном смысле	1	1
117	и в этом	2	1
118	на этот раз	2	1
119	не могут быть	1	1
120	х годов прошлого	1	1
121	с первого взгляда	1	1
122	в связи с	4	1
123	то что он	3	1
124	в чем именно	1	1
125	то что по	1	1
126	что имел в	1	1
127	т д все	1	1
128	по своему содержанию	2	1
129	же самое и	1	1
130	нет никакой возможности	1	1
131	только то что	4	1
132	ни в каком	3	1
133	того и другого	1	1
134	когда мы говорим	2	1
135	что оно есть	1	1
136	д и т	3	1
137	но для того	1	1
138	что в настоящее	1	1
139	вовсе не есть	6	1
140	не обязателен для	1	1
141	имел в виду	2	1
142	по себе либо	1	1
143	что в этой	1	1
144	мы на самом	1	1
145	к нему и	1	1
146	по себе никак	1	1
147	что отнюдь не	1	1
148	если мы станем	1	1
149	сказать что здесь	1	1
150	что иное как	2	1
151	можно сказать что	3	1
152	у нас в	1	1
153	одного и того	2	1
154	так же и	3	1
155	мы вовсе не	2	1
156	теория искусства и	1	1
157	не что иное	2	1
158	и в том	1	1
159	одно и то	1	1
160	в буквальном смысле	3	1
161	и может стать	1	1
162	это совершенно очевидно	1	1
163	в результате этого	1	1
164	могут и не	1	1
165	к тому же	1	1
166	теории литературы и	2	1
