N	2gram	Propp_Isto_7	VLabPisa
1	таким образом	7	27
2	в этом	12	26
3	и в	24	25
4	и т	17	24
5	не только	21	22
6	может быть	14	21
7	во сне	2	21
8	хотя бы	1	20
9	и не	4	19
10	не может	14	17
11	т е	16	17
12	т д	16	15
13	в его	1	15
14	в том	7	13
15	прежде всего	2	13
16	в частности	1	12
17	как это	2	12
18	все это	8	12
19	в силу	2	11
20	вот что	1	11
21	с другой	9	11
22	из них	2	11
23	в качестве	3	10
24	не могут	2	10
25	о том	9	10
26	то же	8	9
27	что в	13	9
28	об этом	6	9
29	по этому	2	9
30	т п	1	9
31	но и	11	9
32	и др	2	9
33	к этому	2	9
34	в своем	1	8
35	ни один	1	8
36	все эти	2	8
37	на основании	1	8
38	другой стороны	8	8
39	во всех	7	7
40	по отношению	1	7
41	он пишет	1	7
42	из этих	3	7
43	было бы	2	7
44	как и	6	7
45	том что	10	7
46	говорит о	2	7
47	а не	8	7
48	вместе с	7	7
49	же в	1	7
50	отношению к	1	7
51	в зависимости	1	6
52	более или	1	6
53	в нем	6	6
54	это не	10	6
55	или менее	1	6
56	и его	3	6
57	в то	2	6
58	так и	5	6
59	у него	10	6
60	в основном	2	6
61	то что	7	6
62	одним из	1	5
63	и есть	1	5
64	в их	4	5
65	зависимости от	1	5
66	очевидно что	1	5
67	все же	9	5
68	и при	1	5
69	не в	9	5
70	тому что	2	5
71	связи с	3	5
72	на основе	1	5
73	он же	1	5
74	один из	7	5
75	он говорит	2	5
76	как бы	4	5
77	сказать что	2	5
78	только в	6	5
79	с его	3	4
80	в этой	1	4
81	вот как	1	4
82	перед нами	2	4
83	когда он	3	4
84	в самом	2	4
85	в целом	1	4
86	них не	1	4
87	в них	3	4
88	одна из	7	4
89	никогда не	4	4
90	к тому	1	4
91	для его	1	4
92	утверждать что	1	4
93	должен быть	1	4
94	в ее	2	4
95	можно сказать	1	4
96	и подобных	1	4
97	показывают что	6	4
98	с ними	1	4
99	что он	21	4
100	в связи	2	4
101	в своей	1	4
102	например в	3	3
103	в котором	2	3
104	из его	1	3
105	его не	2	3
106	дают возможность	1	3
107	и он	3	3
108	в которых	1	3
109	видели что	1	3
110	что они	3	3
111	с этим	2	3
112	и как	1	3
113	и к	1	3
114	следующим образом	3	3
115	всех этих	6	3
116	в комнату	1	3
117	и по	3	3
118	в работе	1	3
119	его в	3	3
120	далеко не	1	3
121	что не	2	3
122	с тем	1	3
123	мы видели	7	3
124	во время	6	3
125	точки зрения	4	3
126	и ее	2	3
127	это делает	1	3
128	со своим	4	3
129	сводится к	1	3
130	она не	2	3
131	том как	1	3
132	никак не	1	3
133	что и	8	3
134	вслед за	1	3
135	того что	6	3
136	этот вопрос	2	3
137	и их	1	3
138	даже и	1	3
139	в конце	3	3
140	именно в	1	3
141	мы знаем	2	3
142	так же	6	3
143	всех других	2	3
144	по существу	4	3
145	при всем	1	3
146	и от	2	3
147	или в	8	3
148	только что	1	3
149	жизни и	1	3
150	как на	1	3
151	ее в	3	3
152	как известно	1	2
153	ту же	1	2
154	связана с	1	2
155	он может	4	2
156	видеть в	3	2
157	по его	2	2
158	а как	1	2
159	мы имеем	12	2
160	же как	4	2
161	часто не	1	2
162	в которой	2	2
163	то это	5	2
164	в ней	1	2
165	еще не	8	2
166	что его	2	2
167	в различных	3	2
168	в чем	5	2
169	но не	6	2
170	это видно	2	2
171	если в	2	2
172	стороны и	2	2
173	этом же	2	2
174	хотя и	3	2
175	но в	5	2
176	не приходится	1	2
177	он в	2	2
178	ее как	2	2
179	как он	6	2
180	что она	5	2
181	три года	2	2
182	после этого	3	2
183	он не	6	2
184	том чтобы	3	2
185	что ни	1	2
186	так например	2	2
187	в каждом	1	2
188	они должны	2	2
189	в другом	1	2
190	как особый	1	2
191	в жизни	1	2
192	только о	2	2
193	эта теория	1	2
194	не всегда	4	2
195	что такое	2	2
196	самый факт	1	2
197	не столько	3	2
198	знаем что	3	2
199	от его	1	2
200	которые в	1	2
201	если бы	1	2
202	по себе	1	2
203	можно ли	1	2
204	не менее	5	2
205	можно указать	2	2
206	тогда когда	3	2
207	в науке	1	2
208	не по	2	2
209	не вполне	3	2
210	и весь	1	2
211	в сознании	1	2
212	ли это	1	2
213	от того	1	2
214	некоторых из	1	2
215	отличается от	2	2
216	же самое	1	2
217	должны быть	3	2
218	другом месте	1	2
219	они и	1	2
220	для того	1	2
221	что при	2	2
222	основываясь на	1	2
223	формы и	1	2
224	мысль о	1	2
225	и может	1	2
226	если они	1	2
227	в образе	3	2
228	и даже	3	2
229	на вопрос	4	2
230	в пользу	1	2
231	от них	1	2
232	во всей	1	2
233	значит что	1	2
234	но с	1	2
235	с одной	5	2
236	одной из	4	2
237	при помощи	3	2
238	ни с	2	2
239	вовсе не	4	2
240	к ним	2	2
241	не о	1	2
242	в особенности	2	2
243	одной стороны	5	2
244	до сих	2	2
245	показывает что	8	2
246	о чем	1	2
247	из многочисленных	1	2
248	показывает как	3	2
249	что мы	3	2
250	этих способностей	1	2
251	начиная с	1	2
252	и потому	1	2
253	эти примеры	1	2
254	из которых	1	2
255	и формы	1	2
256	как например	1	2
257	сих пор	3	2
258	между прочим	3	2
259	этом и	2	2
260	но для	2	2
261	можно было	1	2
262	в книге	1	2
263	мира и	1	2
264	все они	1	2
265	а в	10	2
266	в целях	2	2
267	а о	1	2
268	этой точки	3	2
269	они не	2	2
270	начинается с	4	1
271	и без	1	1
272	самом деле	1	1
273	силы и	1	1
274	все его	2	1
275	и так	2	1
276	способностью производить	1	1
277	оно может	1	1
278	что эти	2	1
279	должна быть	1	1
280	становится ясной	1	1
281	укажем что	1	1
282	или ее	1	1
283	пока он	1	1
284	в отражении	1	1
285	как мы	3	1
286	что если	1	1
287	превратилась в	3	1
288	вопрос о	3	1
289	но она	1	1
290	на себя	2	1
291	способности и	1	1
292	приходит к	3	1
293	мы и	1	1
294	и то	1	1
295	собой в	1	1
296	он был	1	1
297	между собой	1	1
298	здесь не	2	1
299	не отличается	1	1
300	по своему	1	1
301	не знала	1	1
302	как если	1	1
303	своей работе	1	1
304	невозможно речь	1	1
305	а только	1	1
306	только тогда	1	1
307	не все	3	1
308	ответ на	6	1
309	такое толкование	1	1
310	некоторые черты	2	1
311	себе и	3	1
312	в свои	1	1
313	сама по	1	1
314	которые не	2	1
315	в известном	1	1
316	что во	2	1
317	кроме того	3	1
318	еще больше	1	1
319	что по	2	1
320	и наконец	3	1
321	что этим	1	1
322	и свою	1	1
323	вот несколько	1	1
324	роль играет	1	1
325	или иную	1	1
326	образом связана	1	1
327	уже в	3	1
328	без ее	1	1
329	рассказ о	2	1
330	такая форма	1	1
331	имеем в	5	1
332	на то	3	1
333	если он	3	1
334	полный и	1	1
335	дальше и	1	1
336	и если	3	1
