N	2gram	Voloshinov_1	Myslijsy
1	потому что	5	52
2	то есть	4	42
3	и в	38	39
4	может быть	13	27
5	в том	2	26
6	только в	6	25
7	не может	12	22
8	что в	1	22
9	не только	27	21
10	так как	7	21
11	а не	6	21
12	в нем	4	20
13	но и	13	20
14	и не	14	18
15	языка и	4	17
16	что язык	5	16
17	том что	3	16
18	так что	1	16
19	в этом	10	15
20	не в	6	15
21	если бы	4	14
22	в себе	9	13
23	таким образом	7	13
24	так и	6	13
25	было бы	7	12
26	в душе	2	11
27	мы не	9	10
28	как в	2	10
29	по себе	1	10
30	и что	1	10
31	то что	8	10
32	не есть	1	10
33	речи и	6	10
34	и понимания	1	9
35	но в	5	9
36	как и	10	9
37	тогда когда	1	9
38	для нас	3	9
39	мысли и	1	9
40	тем что	2	9
41	но не	2	8
42	в мысли	1	8
43	в слове	3	8
44	точки зрения	10	8
45	о происхождении	2	8
46	язык в	6	8
47	в одном	3	8
48	того что	4	8
49	со стороны	1	8
50	вместе с	5	8
51	язык как	1	7
52	в ней	8	7
53	в истории	1	7
54	с этим	2	7
55	это не	3	7
56	в этих	2	7
57	в нас	2	7
58	должны быть	1	7
59	с другой	1	7
60	должно быть	2	7
61	происхождении языка	2	7
62	языка с	1	6
63	то же	14	6
64	независимо от	5	6
65	все же	7	6
66	и как	9	6
67	бы не	2	6
68	при этом	9	6
69	не менее	1	6
70	того как	1	6
71	тем не	1	6
72	в каком	2	6
73	языка в	2	6
74	что и	3	6
75	еще не	3	6
76	по мере	1	6
77	как бы	28	6
78	во всех	6	5
79	только тогда	2	5
80	то в	1	5
81	не имеют	1	5
82	с тем	8	5
83	несмотря на	2	5
84	и его	7	5
85	деятельности и	3	5
86	что при	1	5
87	если же	1	5
88	язык и	9	5
89	между тем	3	5
90	в его	6	5
91	для всех	2	5
92	языка как	1	5
93	вовсе не	2	5
94	друг друга	2	5
95	что человек	1	5
96	души и	1	5
97	зависит от	2	5
98	языка не	1	5
99	так же	4	5
100	и потому	2	5
101	но это	2	5
102	и для	3	5
103	язык не	3	5
104	а в	5	5
105	другой стороны	1	5
106	в таком	1	5
107	вопрос о	2	4
108	увидим что	2	4
109	из этих	1	4
110	мы видели	5	4
111	тем самым	7	4
112	однако в	2	4
113	в то	9	4
114	никогда не	7	4
115	же время	7	4
116	не могут	1	4
117	к тому	4	4
118	свою очередь	4	4
119	каждый раз	1	4
120	бы в	5	4
121	слов и	7	4
122	слова для	1	4
123	для него	3	4
124	само по	1	4
125	в более	1	4
126	не было	2	4
127	и даже	3	4
128	в действительности	1	4
129	прежде всего	21	4
130	там где	1	4
131	что мы	11	4
132	тому как	1	4
133	без языка	2	4
134	слова и	5	4
135	от того	3	4
136	мы видим	3	4
137	в свою	6	4
138	в своих	2	4
139	не иначе	1	3
140	того же	1	3
141	только потому	2	3
142	смотрит на	1	3
143	и то	3	3
144	столь же	1	3
145	тем как	1	3
146	очевидно что	2	3
147	относится к	2	3
148	в своем	1	3
149	помнить что	2	3
150	хотя и	3	3
151	в самом	4	3
152	что это	4	3
153	думать что	1	3
154	что слово	1	3
155	он не	2	3
156	прежде чем	2	3
157	так например	1	3
158	не из	1	3
159	в мире	2	3
160	той же	5	3
161	и с	5	3
162	и тем	6	3
163	в жизни	2	3
164	в этой	6	3
165	во внимание	1	3
166	не мог	3	3
167	не так	3	3
168	и при	2	3
169	в своей	2	3
170	и без	4	3
171	с точки	5	3
172	о языке	2	3
173	и той	5	3
174	друг другу	2	3
175	тому что	5	3
176	слова мы	2	3
177	она не	1	3
178	для того	9	3
179	самого начала	4	3
180	на него	4	3
181	словом но	1	3
182	находятся в	1	3
183	в сознании	3	3
184	и это	7	3
185	но при	3	3
186	с самого	4	3
187	когда в	1	3
188	в словах	3	3
189	из одного	1	3
190	и вообще	2	3
191	с ним	2	3
192	к одной	1	3
193	одной и	2	3
194	и во	1	3
195	в другой	1	3
196	во внутренней	4	3
197	мы увидим	5	3
198	но как	2	3
199	из которого	1	3
200	если мы	4	3
201	только на	3	3
202	каким образом	1	3
203	или даже	2	3
204	и их	5	3
205	представить себе	3	3
206	могло бы	1	3
207	были бы	4	3
208	нужно было	2	3
209	языка можно	1	3
210	что для	1	3
211	связи с	3	3
212	но оно	1	3
213	в самой	1	3
214	в состоянии	1	3
215	к которому	1	3
216	и от	7	3
217	о котором	1	3
218	и все	4	3
219	мы должны	10	3
220	сказать что	3	3
221	одним из	1	2
222	словом и	3	2
223	чтобы не	1	2
224	и есть	1	2
225	тем же	3	2
226	если б	4	2
227	есть не	2	2
228	в сущности	1	2
229	служит для	1	2
230	то мы	3	2
231	одним словом	1	2
232	то он	3	2
233	мы будем	6	2
234	одном и	1	2
235	значение и	1	2
236	для всякого	2	2
237	за пределы	1	2
238	что именно	3	2
239	в течение	1	2
240	и слова	1	2
241	вопросом о	1	2
242	в которой	7	2
243	в целом	4	2
244	бы только	1	2
245	предметов и	1	2
246	лица и	1	2
247	на то	1	2
248	не могла	1	2
249	и если	1	2
250	все ее	1	2
251	по крайней	1	2
252	так сказать	4	2
253	мы можем	7	2
254	ключ к	1	2
255	он должен	3	2
256	к одному	1	2
257	общество и	1	2
258	с этой	1	2
259	но все	4	2
