N	2gram	Potebnia_M_2	Istorich
1	и в	24	24
2	не только	15	21
3	что он	4	21
4	и т	6	17
5	т д	3	16
6	может быть	23	14
7	не может	12	14
8	что в	16	13
9	в этих	3	13
10	как в	10	12
11	в этом	8	12
12	и здесь	2	12
13	но и	9	11
14	это не	3	10
15	том что	8	10
16	и что	4	10
17	у него	2	10
18	мы видим	2	10
19	а в	8	10
20	все же	5	9
21	с другой	6	9
22	не в	13	9
23	о том	5	9
24	потому что	49	9
25	то же	12	8
26	еще не	4	8
27	что и	11	8
28	так как	10	8
29	другой стороны	2	8
30	а не	18	8
31	все это	2	8
32	или в	2	8
33	во всех	7	7
34	то что	20	7
35	таким образом	11	7
36	мы видели	1	7
37	одна из	4	7
38	к нему	1	7
39	что здесь	1	7
40	один из	2	7
41	в том	18	7
42	вместе с	11	7
43	что это	3	6
44	но не	12	6
45	как он	4	6
46	в нем	9	6
47	он не	1	6
48	всех этих	2	6
49	об этом	1	6
50	как и	7	6
51	для нас	31	6
52	и все	3	6
53	а именно	1	6
54	того что	7	6
55	только в	11	6
56	ответ на	1	6
57	тем что	7	6
58	так же	2	6
59	с этой	1	6
60	во время	4	6
61	то это	3	5
62	в чем	7	5
63	с одной	4	5
64	отношение к	1	5
65	но в	4	5
66	имеем в	1	5
67	что она	3	5
68	не менее	5	5
69	доказывает что	1	5
70	с ним	5	5
71	ничего не	1	5
72	так и	5	5
73	одной стороны	3	5
74	там где	4	5
75	тот кто	1	5
76	он может	1	4
77	мы уже	1	4
78	мы не	11	4
79	в род	1	4
80	как бы	9	4
81	при этом	13	4
82	мы можем	12	4
83	но все	2	4
84	не всегда	1	4
85	в их	1	4
86	тем не	6	4
87	не имеет	6	4
88	никогда не	4	4
89	в других	4	4
90	так в	4	4
91	что у	2	4
92	на вопрос	3	4
93	то не	3	4
94	после того	2	4
95	то и	9	4
96	вовсе не	9	4
97	если не	4	4
98	в состоянии	6	4
99	и не	19	4
100	мы должны	2	4
101	есть и	1	4
102	например в	3	3
103	видеть в	1	3
104	эта форма	1	3
105	с его	2	3
106	тогда как	10	3
107	себе и	1	3
108	что они	5	3
109	к себе	1	3
110	хотя и	3	3
111	и наконец	1	3
112	из этих	4	3
113	на то	5	3
114	и если	4	3
115	на новые	1	3
116	том чтобы	1	3
117	и по	2	3
118	его в	3	3
119	кажется что	3	3
120	в них	5	3
121	знаем что	1	3
122	вопрос о	2	3
123	должны были	1	3
124	выше мы	1	3
125	как мы	1	3
126	тогда когда	10	3
127	того как	7	3
128	не все	2	3
129	показывает как	1	3
130	и его	2	3
131	связи с	6	3
132	должны быть	4	3
133	исчезает из	1	3
134	не столько	2	3
135	не знаю	1	3
136	так что	10	3
137	уже в	5	3
138	на ней	3	3
139	при помощи	1	3
140	между прочим	4	3
141	в другой	1	3
142	по своим	1	3
143	этой задачи	1	3
144	связано с	2	3
145	превращается в	2	3
146	что за	2	3
147	этой точки	1	3
148	что мы	11	3
149	сих пор	4	3
150	но это	3	3
151	от него	4	3
152	ее в	1	3
153	но тем	3	2
154	не имеют	2	2
155	его не	3	2
156	время как	4	2
157	их не	1	2
158	того же	14	2
159	известную нам	1	2
160	и на	8	2
161	не знал	1	2
162	что его	3	2
163	этим не	1	2
164	только после	2	2
165	но конечно	1	2
166	быть признаны	1	2
167	это видно	1	2
168	если в	3	2
169	об опасности	1	2
170	со стороны	3	2
171	которые не	3	2
172	что во	2	2
173	в одной	1	2
174	его на	2	2
175	с этим	7	2
176	стороны и	1	2
177	перед нами	1	2
178	огонь и	1	2
179	что по	1	2
180	в действительности	2	2
181	но эта	1	2
182	в самом	4	2
183	в которой	5	2
184	он в	1	2
185	все эти	2	2
186	во многих	3	2
187	думать что	3	2
188	рассказ о	1	2
189	нами в	1	2
190	и тот	2	2
191	ее как	1	2
192	связанные с	2	2
193	на земле	1	2
194	так например	3	2
195	не будет	1	2
196	где оно	2	2
197	вместе со	2	2
198	было бы	13	2
199	известно что	1	2
200	нам по	2	2
201	и тем	3	2
202	ни в	1	2
203	этом мы	1	2
204	сам он	1	2
205	этого не	2	2
206	в царстве	1	2
207	можно найти	1	2
208	в котором	4	2
209	не от	5	2
210	ее он	1	2
211	к этому	2	2
212	но он	2	2
213	того кто	3	2
214	для нее	2	2
215	тому что	2	2
216	в таких	1	2
217	в то	6	2
218	и другое	4	2
219	что такое	2	2
220	на него	3	2
221	что вы	1	2
222	вытекает из	2	2
223	к ней	2	2
224	друг друга	2	2
225	во всем	2	2
226	не могут	7	2
227	же что	3	2
228	его за	1	2
229	что при	1	2
230	и это	2	2
231	из всего	1	2
232	не совсем	3	2
233	но при	1	2
234	без всякого	1	2
235	в ее	1	2
236	то время	4	2
237	на том	1	2
238	все его	1	2
239	образом мы	2	2
240	в ряд	1	2
241	все в	1	2
242	тем более	1	2
243	если это	2	2
244	здесь не	1	2
245	тот же	5	2
246	и так	1	2
