1	в том что	11	21
2	с точки зрения	2	18
3	с одной стороны	2	7
4	в зависимости от	1	6
5	не может быть	1	6
6	на то что	1	6
7	в связи с	4	6
8	во всяком случае	2	6
9	можно было бы	1	5
10	по отношению к	2	5
11	а с другой	1	4
12	не удивительно поэтому	1	4
13	удивительно поэтому что	1	4
14	в последнее время	1	4
15	из того что	2	4
16	в самом деле	1	4
17	в конечном счете	4	4
18	о том что	2	4
19	в том числе	1	3
20	в отличие от	5	3
21	в данном случае	4	3
22	по этому поводу	1	3
23	состоит в том	5	3
24	в этом отношении	2	3
25	по ту сторону	1	2
26	в целом но	2	2
27	в другом месте	1	2
28	на самом деле	1	2
29	на том что	1	2
30	подобно тому как	2	2
31	в том же	3	2
32	к тому чтобы	1	2
33	и в частности	1	1
34	и тем более	1	1
35	только в том	2	1
36	до сих пор	1	1
37	дело в том	2	1
38	в целом как	1	1
39	с той же	1	1
40	все более и	1	1
41	с самого начала	1	1
42	сам того не	1	1
43	уже в первой	1	1
44	из величайших открытий	1	1
45	и во всей	1	1
46	и то что	2	1
47	только в силу	1	1
48	но и от	1	1
49	за ним сохраняется	1	1
50	и мн др	1	1
51	то ни было	1	1
52	тот или иной	1	1
53	том что он	1	1
54	как это ни	1	1
55	он играет с	1	1
56	в нашей стране	1	1
57	его связи с	1	1
58	том что его	2	1
59	в этой книге	1	1
60	во главу угла	1	1
61	на всю жизнь	1	1
62	только то что	1	1
63	с новой стороны	1	1
64	не приводит к	1	1
65	я и ты	1	1
66	не в одном	1	1
67	к тому же	1	1
68	одно из величайших	1	1
69	что перед нами	1	1
70	этой точки зрения	3	1
71	однако и здесь	1	1
72	все та же	2	1
73	по этому пути	1	1
74	не только от	1	1
75	на одном из	1	1
76	в качестве таких	1	1
77	как и во	1	1
78	более и более	1	1
79	бы то ни	1	1
80	и тем самым	2	1
81	иметь в виду	1	1
82	а отнюдь не	1	1
83	ничего общего с	1	1
84	с другой стороны	1	1
85	в этом последнем	1	1
86	жизни человека и	1	1
