N	3gram	Bakhtin_Pr_3	VrazhdaK
1	то же время	12	4
2	в то же	12	4
3	как и у	3	3
4	имел в виду	1	3
5	с точки зрения	4	2
6	но в то	3	2
7	в этот момент	1	2
8	не может быть	6	2
9	в том что	1	2
10	а между тем	3	1
11	в своих собственных	1	1
12	то что я	2	1
13	исповеди ставрогина и	1	1
14	в котором он	1	1
15	в этом смысле	4	1
16	в том же	1	1
17	до сих пор	1	1
18	и не может	2	1
19	он и не	2	1
20	в этом отношении	1	1
21	говорит о себе	1	1
22	всего то что	1	1
23	что в нем	2	1
24	среди них он	1	1
25	за что же	1	1
26	по крайней мере	3	1
27	и то что	1	1
28	записках из подполья	2	1
29	может быть и	1	1
30	и в то	5	1
31	одно и то	1	1
32	к запискам из	2	1
33	во время своих	1	1
34	его отношения к	1	1
35	тем что он	2	1
36	и что он	1	1
37	с которым он	5	1
38	в высшей степени	3	1
39	это такая же	1	1
40	в конце концов	3	1
41	и то же	1	1
42	в плане его	2	1
43	но при этом	1	1
44	быть и речи	1	1
45	и в этом	2	1
46	каждый из них	2	1
47	что он сам	2	1
48	петра верховенского с	1	1
49	же не только	1	1
50	во всяком случае	5	1
51	с другой стороны	3	1
52	как бы в	1	1
53	запискам из подполья	2	1
54	записки из подполья	1	1
55	тем не менее	2	1
56	не мог знать	1	1
57	его отношение к	4	1
58	чтоб я не	1	1
59	в свою очередь	1	1
60	о том что	2	1
61	и в самом	3	1
62	не только не	1	1
63	на этот раз	1	1
64	но в этом	1	1
65	он как бы	1	1
66	к нему с	1	1
67	на то что	1	1
68	в стиле рассказа	1	1
69	и во всем	1	1
70	из подполья но	1	1
71	то что они	1	1
72	же время с	1	1
73	в глубине души	1	1
