N	2gram	Potebnia_M_1	FransuaR
1	и в	39	49
2	то есть	42	32
3	прежде всего	4	19
4	в его	5	18
5	и на	1	17
6	не только	21	17
7	и его	5	17
8	в этом	15	15
9	и не	18	15
10	в них	3	13
11	только в	25	13
12	но и	20	13
13	во время	1	12
14	как и	9	11
15	как бы	6	11
16	в этой	3	10
17	вовсе не	5	10
18	в нем	20	9
19	для него	4	9
20	все это	1	9
21	в xviii	1	9
22	в сущности	2	8
23	то же	6	7
24	все же	6	7
25	все эти	1	7
26	таким образом	13	7
27	как мы	2	7
28	один из	1	7
29	не может	22	7
30	жизни и	2	7
31	именно в	1	6
32	во всех	5	6
33	в истории	7	6
34	с их	1	6
35	так и	13	6
36	и с	3	6
37	времени и	2	6
38	рядом с	1	6
39	точки зрения	8	6
40	но он	2	6
41	в то	4	6
42	же время	4	6
43	то что	10	6
44	в творчестве	1	6
45	так как	21	6
46	сказать что	3	6
47	с точки	3	5
48	с его	1	5
49	из этих	4	5
50	но не	8	5
51	в своем	3	5
52	при этом	6	5
53	в эту	1	5
54	в своей	3	5
55	никогда не	4	5
56	роль в	1	5
57	уже в	1	5
58	в начале	2	5
59	может быть	27	5
60	относится к	3	5
61	и потому	5	5
62	отношения к	1	4
63	жить и	1	4
64	но в	9	4
65	в себе	13	4
66	этот процесс	1	4
67	но все	2	4
68	лишь в	1	4
69	в жизни	3	4
70	в этих	7	4
71	и более	2	4
72	с ним	3	4
73	в области	1	4
74	с другой	7	4
75	и во	3	4
76	мы находим	1	4
77	а в	5	4
78	тем что	9	4
79	до сих	1	4
80	не было	4	4
81	там где	4	4
82	и о	2	4
83	сих пор	1	4
84	том что	16	4
85	в духе	1	4
86	в своих	4	4
87	как на	3	4
88	человека и	1	3
89	в самом	3	3
90	своего развития	1	3
91	духа и	7	3
92	для которого	1	3
93	да и	1	3
94	можно было	1	3
95	на все	2	3
96	и других	4	3
97	было бы	12	3
98	из них	1	3
99	ни в	1	3
100	далеко не	1	3
101	несмотря на	5	3
102	мы видели	4	3
103	в г	2	3
104	во всем	4	3
105	в одном	8	3
106	их в	1	3
107	даже в	1	3
108	этих последних	3	3
109	к этим	1	3
110	и это	3	3
111	с ее	2	3
112	в ее	1	3
