N	2gram	Losev_Dial_1	Myshleni
1	точки зрения	17	26
2	таким образом	1	26
3	в том	9	24
4	и в	18	23
5	том что	9	21
6	с точки	12	18
7	в этом	12	17
8	того чтобы	1	17
9	то что	13	17
10	не только	13	16
11	так же	4	16
12	того что	2	15
13	для того	2	15
14	как и	2	14
15	может быть	17	14
16	но и	7	14
17	в его	3	14
18	что в	13	14
19	в развитии	1	12
20	не может	12	12
21	об отношении	5	12
22	сказать что	10	11
23	как бы	11	11
24	в отношении	5	10
25	с другой	6	10
26	прежде всего	10	10
27	и с	5	9
28	между тем	1	9
29	в качестве	2	9
30	одной стороны	2	9
31	другой стороны	4	9
32	вместе с	1	9
33	и не	30	9
34	не является	3	9
35	то же	10	8
36	заключается в	1	8
37	самого начала	1	8
38	в основе	3	8
39	с самого	1	8
40	с одной	2	8
41	мы не	1	7
42	вопрос о	2	7
43	в самом	3	7
44	в этой	1	7
45	в другом	2	7
46	в то	6	7
47	так как	11	7
48	что он	11	7
49	же как	2	6
50	все это	11	6
51	столь же	1	6
52	с этим	2	6
53	могли бы	1	6
54	в себе	11	6
55	в силу	1	6
56	и тем	1	6
57	с этой	2	6
58	по сравнению	2	6
59	мысли и	3	6
60	и его	1	6
61	о том	4	6
62	учения о	2	6
63	все время	1	6
64	только в	3	6
65	вопрос об	1	6
66	мы можем	4	6
67	от того	1	6
68	именно в	2	6
69	потому что	14	6
70	сравнению с	2	5
71	из того	2	5
72	бы в	3	5
73	перед нами	1	5
74	и как	7	5
75	но в	6	5
76	то время	1	5
77	на то	5	5
78	он не	3	5
79	и более	4	5
80	представить себе	1	5
81	если бы	12	5
82	тем самым	1	5
83	для этого	2	5
84	по себе	25	5
85	тому что	3	5
86	мысли в	2	5
87	по своей	1	5
88	как мы	4	5
89	и что	12	5
90	можно сказать	6	5
91	так и	9	5
92	что для	3	5
93	что мы	1	5
94	и все	3	5
95	тем более	2	5
96	мы должны	5	5
97	из этого	1	5
98	в какой	1	5
99	в котором	4	4
100	время как	2	4
101	в чем	6	4
102	но не	4	4
103	как в	2	4
104	говорит что	3	4
105	и к	1	4
106	все эти	2	4
107	к выводу	1	4
108	что она	7	4
109	при этом	1	4
110	что все	1	4
111	было бы	12	4
112	ни в	15	4
113	со всей	2	4
114	в своей	2	4
115	понятий и	1	4
116	не в	6	4
117	этом отношении	2	4
118	с другом	1	4
119	к объяснению	1	4
120	к тому	4	4
121	должен быть	1	4
122	по мере	2	4
123	выводу что	1	4
124	мы видим	4	4
125	только что	3	4
126	как раз	4	4
127	ее на	2	4
128	это положение	1	4
129	до сих	2	4
130	а с	2	4
131	одну из	1	4
132	по существу	1	4
133	друг с	1	4
134	сих пор	2	4
