N	4gram	Bakhtin_Pr_1	Problema
1	в то же время	9	3
2	бы то ни было	1	2
3	и в то же	2	2
4	дело в том что	1	1
5	в большинстве случаев они	1	1
6	выйти за их пределы	1	1
7	ведь в противном случае	1	1
8	что бы то ни	1	1
9	бы то ни стало	1	1
10	в то время как	1	1
11	именно в том что	1	1
12	и быть не может	1	1
13	во что бы то	1	1
14	но в то же	5	1
15	имеют все же некоторую	1	1
16	и в этом отношении	2	1
17	до своих последних пределов	1	1
18	на себя самого как	1	1
19	это и есть та	1	1
20	а вовсе не как	1	1
21	не в том что	1	1
22	по отношению к нему	1	1
23	точка зрения на мир	2	1
24	позиции по отношению к	1	1
