N	3gram	Tiupa_Teor_1	Problema
1	тем не менее	3	18
2	то же самое	1	9
3	для того чтобы	1	8
4	в данном случае	5	8
5	содержит в себе	1	7
6	в этом смысле	2	6
7	о том что	1	5
8	в том что	8	5
9	точно так же	1	4
10	только то что	1	4
11	в связи с	1	4
12	той или иной	1	4
13	в то же	5	4
14	сама по себе	1	4
15	иметь в виду	1	3
16	дело в том	1	3
17	более или менее	2	3
18	далеко не всякий	1	3
19	с точки зрения	3	3
20	может быть и	2	3
21	и тем самым	2	3
22	не только не	2	3
23	можно сказать что	2	3
24	с другой стороны	5	3
25	и того же	3	2
26	что иное как	1	2
27	так или иначе	4	2
28	по крайней мере	1	2
29	именно в этом	1	2
30	в таких случаях	1	2
31	в этих случаях	1	2
32	есть не что	1	2
33	так же как	1	2
34	тех или иных	3	2
35	не может быть	4	2
36	того или иного	3	2
37	тем и другим	1	2
38	одного и того	3	2
39	не что иное	1	2
40	подобно тому как	1	2
41	таким образом что	1	1
42	а между тем	1	1
43	если он не	1	1
44	чтобы оно стало	1	1
45	в данный момент	2	1
46	мы имеем дело	2	1
47	нет в его	1	1
48	чего нет в	1	1
49	он стоит и	1	1
50	ни к каким	1	1
51	в ее внутренней	1	1
52	имеют место в	1	1
53	начала и конца	1	1
54	не было и	1	1
55	тот или иной	2	1
56	говоря и является	1	1
57	и в то	1	1
58	до известной степени	2	1
59	является одним из	1	1
60	имеем дело не	1	1
61	с которыми он	1	1
62	во всей его	1	1
63	в основе своей	1	1
64	отчет в том	1	1
65	то или иное	1	1
66	в себе никакого	1	1
67	одно и то	1	1
68	между внутренней и	1	1
69	как раз в	1	1
70	в самом начале	2	1
71	можно даже сказать	1	1
72	но в то	1	1
73	на первый взгляд	1	1
74	и то же	1	1
75	и потому что	1	1
76	в известном смысле	1	1
77	чем собственно говоря	1	1
78	при этом что	1	1
79	на себя внимание	1	1
80	это было бы	1	1
81	внутренней и внешней	2	1
82	не могут быть	2	1
83	несет в себе	2	1
84	еще и потому	1	1
85	бы то ни	1	1
86	и не субъективно	1	1
87	субъекта и объекта	1	1
88	даже сказать что	1	1
89	заключается в том	1	1
90	в то время	1	1
91	может быть это	1	1
92	ту же самую	1	1
93	всегда так или	1	1
94	то есть как	1	1
95	точки зрения логики	1	1
96	к тому что	2	1
97	в сравнении с	1	1
98	никак не может	1	1
99	как и в	2	1
100	по своему смыслу	1	1
