N	2gram	Bakhtin_Fr_2	Hudozhes
1	и в	49	28
2	том что	4	19
3	в ее	3	18
4	и не	15	18
5	своего рода	1	16
6	в том	3	15
7	а не	1	14
8	в этом	15	13
9	не в	1	13
10	о том	3	12
11	перед нами	1	11
12	не только	17	11
13	при этом	5	11
14	как и	11	11
15	в его	18	11
16	в себе	4	9
17	но и	13	9
18	так и	6	8
19	что он	3	8
20	в жизни	4	8
21	может быть	5	8
22	о чем	3	8
23	я не	1	7
24	по отношению	1	7
25	в мире	2	7
26	об этом	1	7
27	к тому	1	7
28	в частности	1	7
29	и все	3	7
30	с ним	4	7
31	жизни в	3	7
32	отношению к	1	7
33	в котором	1	6
34	то же	7	6
35	не было	4	6
36	и с	6	6
37	в своей	5	6
38	в то	6	6
39	тем что	4	6
40	для себя	1	6
41	если бы	1	6
42	можно сказать	2	6
43	это не	1	6
44	а в	4	6
45	то что	6	6
46	жизни и	7	6
47	с его	5	5
48	в этой	10	5
49	как в	1	5
50	в самом	3	5
51	не могла	1	5
52	рядом с	6	5
53	в своем	5	5
54	не менее	1	5
55	у него	2	5
56	никогда не	5	5
57	ничего не	2	5
58	и его	17	5
59	она не	1	5
60	и сам	1	5
61	только на	1	5
62	одно из	1	5
63	для него	9	5
64	как бы	11	5
65	да и	3	5
66	с ее	3	5
67	что в	2	5
68	и другие	2	5
69	но не	5	4
70	своей жизни	1	4
71	в художественном	2	4
72	подобно тому	2	4
73	он не	1	4
74	же время	6	4
75	и о	4	4
76	того чтобы	2	4
77	что они	2	4
78	только в	13	4
79	в качестве	2	4
80	что и	1	4
81	как раз	1	4
82	для того	1	4
83	говорит о	1	4
84	превращается в	3	4
85	не может	7	4
86	тому как	2	4
87	человека и	3	3
88	по преимуществу	2	3
89	и он	1	3
90	в ней	2	3
91	еще не	2	3
92	и на	17	3
93	бы не	1	3
94	раз в	3	3
95	в нем	9	3
96	можно было	3	3
97	жить в	1	3
98	что все	1	3
99	и ей	1	3
100	мы уже	6	3
101	было бы	3	3
102	в них	13	3
103	несмотря на	3	3
104	в этих	4	3
105	как о	1	3
106	отдельного человека	1	3
107	к себе	1	3
108	в человеке	1	3
109	и это	3	3
110	и ему	1	3
111	к нему	3	3
112	одной из	2	3
113	с ними	1	3
114	и ее	1	3
115	с одной	3	3
116	для нас	1	3
117	с нею	1	3
118	характерно что	2	3
119	в одном	3	3
120	с другой	4	3
121	прежде всего	19	3
122	человек в	2	3
123	так же	2	3
124	одной стороны	3	3
125	все это	9	3
126	будто бы	1	3
127	все они	1	3
128	на фоне	2	3
129	есть и	1	3
130	по поводу	2	3
131	самом деле	1	3
132	все что	2	3
133	говорили о	1	2
134	и то	1	2
135	той же	1	2
136	не во	2	2
137	который был	1	2
138	отношение к	8	2
139	все же	7	2
140	и к	4	2
141	но в	4	2
142	со своей	1	2
143	точкой зрения	1	2
144	та же	2	2
145	бы с	1	2
146	жизни так	1	2
147	в нашем	2	2
148	из этих	5	2
149	не более	1	2
150	и становится	2	2
151	но именно	3	2
152	на этом	1	2
153	оно не	1	2
154	могла бы	1	2
155	а по	1	2
156	зрения на	2	2
157	лишь в	4	2
158	его в	1	2
159	о которых	1	2
160	характер и	4	2
161	в церкви	1	2
162	автора и	2	2
163	со всей	1	2
164	место в	3	2
165	в г	3	2
166	с точки	5	2
167	нельзя было	3	2
168	ибо в	1	2
169	того как	2	2
170	одна из	4	2
171	только не	1	2
172	к ней	2	2
173	они и	1	2
174	в строгом	1	2
175	как мы	7	2
176	роль в	5	2
177	до сих	4	2
178	во второй	1	2
179	мотивом смерти	1	2
180	один человек	1	2
181	и внешней	1	2
182	о нем	1	2
183	и т.д	2	2
184	в другом	2	2
185	того или	1	2
186	нуждается в	2	2
187	один из	7	2
188	здесь не	2	2
189	страх перед	2	2
190	теперь в	1	2
191	именно на	2	2
192	и у	1	2
193	ни одного	1	2
194	в виде	1	2
195	ни с	1	2
196	себе в	2	2
197	из них	3	2
198	вовсе не	10	2
199	жизни на	1	2
200	сих пор	4	2
201	с мотивом	1	2
202	именно в	6	2
203	как же	1	2
204	еще и	1	2
205	была и	1	2
206	себя и	1	2
207	что не	1	2
208	мы знаем	1	2
209	вместе с	2	2
210	в духе	4	2
211	видит в	3	2
212	или иного	1	2
213	и от	1	2
214	о его	1	2
215	это был	2	2
216	перед смертью	2	2
217	не является	1	2
218	и для	1	2
219	т с	1	2
220	лицо и	1	2
221	это уже	1	2
222	потому что	1	2
223	хотя бы	1	2
224	точки зрения	6	2
225	а о	1	2
226	и эта	2	2
227	сказать что	6	2
228	к числу	2	2
229	страх в	1	2
230	как на	4	2
231	отношения к	4	1
232	одним из	2	1
233	этой фразы	1	1
234	например в	1	1
235	наконец просто	1	1
236	тех же	2	1
237	это и	2	1
238	мысли к	1	1
239	перед лицом	2	1
240	здесь и	1	1
241	также и	3	1
242	чего в	1	1
243	на материале	2	1
244	мы имеем	1	1
245	и клятвами	1	1
246	же ты	1	1
247	со смертью	2	1
248	время здесь	1	1
249	в сущности	8	1
250	выхода в	1	1
251	жизни это	3	1
252	после выхода	1	1
253	будущее он	1	1
254	и самого	1	1
255	в xix	3	1
256	он был	2	1
257	на них	1	1
258	в различных	1	1
259	во всех	6	1
260	и рядом	1	1
261	могло быть	1	1
262	точка зрения	3	1
263	понятно в	1	1
264	в общем	1	1
265	иногда и	1	1
266	себе и	2	1
267	за пределы	2	1
268	она очень	1	1
269	один и	1	1
270	в течение	3	1
271	в одной	1	1
272	себя знать	1	1
273	на других	1	1
274	как к	2	1
275	более и	1	1
276	хотя и	2	1
277	одного текста	1	1
278	я лично	1	1
279	нового и	2	1
280	это просто	1	1
281	от этого	1	1
282	характер как	1	1
283	для которого	3	1
284	в которой	1	1
285	он в	1	1
286	все эти	7	1
287	этом что	1	1
288	приобретает характер	1	1
289	самое время	1	1
290	нами в	1	1
291	и тот	1	1
292	с кафедры	1	1
293	и человеке	1	1
294	так сказать	1	1
295	по словам	2	1
296	так мало	1	1
297	к миру	1	1
298	и когда	1	1
299	в силу	1	1
300	в корне	1	1
301	том чтобы	1	1
302	содержит в	2	1
303	их в	3	1
304	на земле	3	1
305	так часто	1	1
306	свое время	3	1
307	людей и	1	1
308	в большой	1	1
309	но все	4	1
310	значительной степени	2	1
