N	2gram	Bakhtin_Pr_2	Komedia
1	и в	45	22
2	том что	7	12
3	но и	15	11
4	в том	8	11
5	не только	16	10
6	в то	5	10
7	из них	9	10
8	как и	14	9
9	может быть	18	9
10	таким образом	11	8
11	о том	3	8
12	и его	8	8
13	в одном	6	8
14	и не	42	8
15	в этой	1	7
16	и других	3	7
17	то же	5	6
18	тому же	1	6
19	и по	2	6
20	не в	8	6
21	в отношении	1	6
22	ни в	2	6
23	в конце	4	6
24	одного из	1	6
25	что он	7	6
26	к тому	1	6
27	а в	3	6
28	в которой	2	6
29	что в	6	6
30	до нас	1	5
31	в истории	2	5
32	как в	4	5
33	то время	1	5
34	на его	5	5
35	при этом	2	5
36	потому что	8	5
37	со своим	1	5
38	так и	3	5
39	еще в	1	5
40	и даже	3	5
41	один из	2	5
42	уже в	4	5
43	в его	22	5
44	прежде всего	11	5
45	с другой	1	5
46	нового времени	3	5
47	все это	5	5
48	другой стороны	1	5
49	из его	1	4
50	время как	1	4
51	что они	3	4
52	но в	6	4
53	в нем	20	4
54	и вот	2	4
55	в другом	1	4
56	на протяжении	3	4
57	несмотря на	1	4
58	точки зрения	19	4
59	в котором	7	4
60	в их	4	4
61	одном из	1	4
62	так как	5	4
63	как мы	8	4
64	на него	2	4
65	же время	3	4
66	ли не	1	4
67	так в	1	4
68	ясно что	1	4
69	что и	5	4
70	мы можем	4	4
71	тем что	2	4
72	именно в	3	4
73	и особенно	2	4
74	в результате	3	4
75	конце концов	3	4
76	же в	1	4
77	по поводу	1	4
78	к этому	4	4
79	новое время	1	3
80	же как	4	3
81	идет о	2	3
82	в году	1	3
83	мы не	1	3
84	и о	2	3
85	х годов	2	3
86	и на	7	3
87	в чем	2	3
88	с одной	1	3
89	в этом	20	3
90	все же	4	3
91	хотя и	2	3
92	и как	2	3
93	в целом	5	3
94	на то	2	3
95	да и	1	3
96	он не	9	3
97	и еще	1	3
98	здесь мы	1	3
99	и с	7	3
100	его в	3	3
101	в них	4	3
102	и ее	7	3
103	место в	1	3
104	не менее	2	3
105	на всю	1	3
106	даже в	6	3
107	по отношению	8	3
108	того как	3	3
109	к этим	1	3
110	по фрагментам	1	3
111	казалось бы	1	3
112	ничего не	3	3
113	в сознании	2	3
114	этом отношении	2	3
115	у нас	2	3
116	могут быть	4	3
117	и сам	3	3
118	в частности	1	3
119	как из	1	3
120	и одновременно	2	3
