N	3gram	Vygotskiy__6	Formalny
1	не может быть	2	10
2	в связи с	2	10
3	с точки зрения	10	7
4	в этом отношении	3	7
5	в самом деле	1	5
6	и в этом	1	5
7	с тем что	2	5
8	вместе с тем	2	4
9	как мы видели	4	4
10	не могут быть	2	4
11	на самом деле	1	3
12	как раз и	1	3
13	и не может	2	3
14	в зависимости от	5	3
15	сам по себе	1	3
16	в том смысле	2	3
17	с другой стороны	2	3
18	до известной степени	2	3
19	связи с этим	1	3
20	для того чтобы	8	3
21	тем что оно	2	2
22	в этом смысле	2	2
23	в этом пункте	1	2
24	на первый план	1	2
25	сами по себе	1	2
26	в отличие от	1	2
27	то и другое	1	2
28	ни на один	1	2
29	в конце концов	1	2
30	на один шаг	1	2
31	была бы совершенно	1	2
32	с самого начала	7	2
33	но в этом	1	2
34	с тем и	2	2
35	таким образом не	1	2
36	к тому что	7	2
37	том смысле что	2	2
38	в том что	19	2
39	в этом понятии	1	2
40	как мы знаем	1	2
41	широком смысле является	1	1
42	была сделана попытка	1	1
43	и в конце	1	1
44	мы знаем что	3	1
45	что иное как	1	1
46	но как раз	1	1
47	не могли не	1	1
48	в своем развитии	4	1
49	что в основе	1	1
50	развития именно в	1	1
51	теми или иными	1	1
52	к другому в	1	1
53	в настоящее время	1	1
54	в этом случае	2	1
55	и там где	2	1
56	он не может	1	1
57	по самому своему	1	1
58	с одной стороны	1	1
59	можем говорить только	1	1
60	только в том	1	1
61	до сих пор	3	1
62	является вместе с	1	1
63	что он не	1	1
64	является одним из	1	1
65	из того что	3	1
66	в собственном смысле	1	1
67	но он не	1	1
68	до последнего времени	1	1
69	в этот период	1	1
70	на этот вопрос	2	1
71	что если бы	1	1
72	бы сказать что	2	1
73	именно в этом	2	1
74	но именно этого	1	1
75	мы не можем	1	1
76	в том или	1	1
77	все равно что	1	1
78	не совпадает с	1	1
79	в этой области	2	1
80	в данном случае	1	1
81	и тот же	1	1
82	смысле этого слова	1	1
83	понятия к другому	1	1
84	с помощью которого	1	1
85	не имеет места	1	1
86	принципиально отличны от	1	1
87	самого начала что	2	1
88	то что он	2	1
89	а не как	1	1
90	то о чем	1	1
91	один и тот	1	1
92	в широком смысле	1	1
93	не имеет и	1	1
94	только то что	2	1
95	есть не что	1	1
96	тем обстоятельством что	1	1
97	только в связи	1	1
98	языка но и	1	1
99	по тем же	1	1
100	раз и навсегда	1	1
101	вполне совпадает с	2	1
102	таким образом мы	2	1
103	и тем самым	5	1
104	его отношение к	2	1
105	в свою очередь	1	1
106	этих понятий и	1	1
107	ничего общего с	1	1
108	одного понятия к	1	1
109	не по принципу	1	1
110	оно не может	2	1
111	же как между	1	1
112	по аналогии с	1	1
113	совершенно очевидно что	2	1
114	в направлении к	1	1
115	говорить только о	1	1
116	не что иное	1	1
117	тем не менее	1	1
118	и навсегда не	1	1
119	как и в	1	1
120	что и в	1	1
121	и входит в	1	1
122	таким образом является	1	1
123	на сегодняшний день	2	1
