N	3gram	Medvedev_F_2	Psycholo
1	для того чтобы	3	19
2	в том что	2	12
3	в самом деле	5	7
4	что в нем	2	5
5	к тому что	2	5
6	на самом деле	3	5
7	с самого начала	2	5
8	с точки зрения	7	4
9	что он не	1	4
10	сами по себе	2	3
11	к тому чтобы	2	3
12	в том чтобы	1	3
13	в конце концов	2	3
14	смысле этого слова	1	3
15	и в этом	5	3
16	то что он	1	3
17	не для того	1	3
18	во всяком случае	5	3
19	это и есть	1	3
20	и т п	9	3
21	до сих пор	1	3
22	с одной стороны	1	3
23	сама по себе	1	3
24	и в конце	1	2
25	сводится к тому	1	2
26	в какой мере	2	2
27	только затем чтобы	1	2
28	сам по себе	3	2
29	во всех этих	1	2
30	во всей ее	1	2
31	вместе с тем	4	2
32	фабула и сюжет	1	2
33	с другой стороны	3	2
34	именно в том	1	2
35	в этом рассказе	1	2
36	таким образом в	1	2
37	он полагает что	1	2
38	было бы сказать	1	2
39	на то чтобы	1	2
40	и т д	5	2
41	задачи стоящей перед	1	1
42	мы знаем что	1	1
43	что иное как	1	1
44	при помощи этого	1	1
45	все дело в	1	1
46	совершенно очевидно что	1	1
47	один остроумный художник	1	1
48	прежде всего на	1	1
49	а не в	1	1
50	равно как и	1	1
51	на этом фоне	1	1
52	предлагает иллюстрировать в	1	1
53	что не имея	1	1
54	бы сказать что	1	1
55	потому что не	1	1
56	или во всяком	1	1
57	мы не можем	1	1
58	эйхенбаум в одной	1	1
59	иллюстрировать в этом	1	1
60	что именно эти	1	1
61	пишет для того	1	1
62	в таком случае	1	1
63	в той же	1	1
64	этом романе главным	1	1
65	бы то ни	1	1
66	если мы обратимся	1	1
67	не было бы	1	1
68	только то что	1	1
69	из того что	1	1
70	но он не	1	1
71	с тем что	5	1
72	то же время	5	1
73	и не может	3	1
74	на этот вопрос	1	1
75	самого по себе	1	1
76	композиционной это будет	1	1
77	ни о какой	2	1
78	едва ли можно	1	1
79	в своем развитии	1	1
80	это будет правильно	1	1
81	и в некоторых	1	1
82	в том или	1	1
83	и в такой	1	1
84	в художественном произведении	1	1
85	лежит в основе	1	1
86	отступления ножки например	1	1
87	и в то	3	1
88	образом отступления ножки	1	1
89	в том как	1	1
90	точки зрения композиционной	1	1
91	мы впадаем в	1	1
92	это не так	1	1
93	и в этой	2	1
94	в свою очередь	1	1
95	тем же самым	1	1
96	и взглянуть на	1	1
97	ножки например с	1	1
98	в сторону от	1	1
99	истории литературы и	1	1
100	тем что в	1	1
101	романе главным образом	1	1
102	органической связи с	1	1
103	очевидно что в	1	1
104	ней и в	1	1
105	не может быть	10	1
106	не что иное	1	1
107	то это лишь	1	1
108	в истории литературы	2	1
109	ничего общего с	1	1
110	зрения композиционной это	1	1
111	с тем и	2	1
112	мы обратимся к	1	1
113	в этом смысле	2	1
114	в этом романе	1	1
115	в то же	5	1
116	то событие которое	1	1
117	мы приходим к	2	1
118	рядом с этим	1	1
119	в предисловии к	2	1
120	и ни на	1	1
121	например с точки	1	1
122	материала в его	1	1
123	но в этом	2	1
124	том или ином	1	1
125	что и в	1	1
126	в ней и	1	1
127	так или иначе	1	1
128	она не может	1	1
129	главным образом отступления	1	1
130	что оно является	1	1
131	нам кажется что	1	1
