N	3gram	Bakhtin_Pr_1	RusskieA
1	в том что	7	18
2	в данном случае	2	6
3	для того чтобы	2	6
4	так же как	1	4
5	о том что	2	4
6	том что это	1	3
7	в отличие от	2	3
8	не может быть	3	3
9	подобно тому как	3	3
10	же как и	1	2
11	в своей книге	1	2
12	тому как в	1	2
13	может быть только	1	2
14	как можно больше	2	2
15	в том чтобы	1	2
16	мы не можем	1	2
17	в то время	2	2
18	для него не	1	1
19	потому что он	2	1
20	все в этой	1	1
21	в руках и	1	1
22	в последний день	1	1
23	может быть назван	1	1
24	между тем как	4	1
25	в этом отношении	5	1
26	то что в	1	1
27	а вместе с	1	1
28	но это не	3	1
29	можно было бы	3	1
30	если бы герой	1	1
31	не в духе	1	1
32	может быть и	1	1
33	во всяком случае	3	1
34	на первый взгляд	1	1
35	наблюдения и выводы	1	1
36	смысле этого слова	1	1
37	не входит в	1	1
38	и в этом	3	1
39	во всех этих	1	1
40	то время как	1	1
41	всяком случае не	1	1
42	дело в том	1	1
43	с другой стороны	2	1
44	все то что	3	1
45	и это не	3	1
46	духе а в	1	1
47	в духе а	1	1
48	ни одна из	1	1
49	так как в	1	1
50	можно сказать что	2	1
51	тем более что	1	1
52	как мы уже	2	1
53	как одна из	1	1
54	отличие от других	1	1
55	особый интерес представляет	1	1
56	не все в	1	1
57	но не только	1	1
58	это и есть	3	1
