N	2gram	Berdyaev_N_1	FransuaR
1	и в	16	41
2	в этом	7	15
3	как и	7	14
4	и все	4	14
5	все эти	2	13
6	в этой	1	13
7	мы уже	1	12
8	в его	1	12
9	в себе	2	11
10	в том	8	11
11	прежде всего	4	11
12	так и	2	10
13	в то	2	10
14	все это	5	10
15	в своем	1	9
16	не в	6	9
17	и его	1	9
18	и т.п	2	9
19	но и	3	9
20	что в	9	9
21	но в	2	8
22	в конце	1	8
23	то что	4	8
24	и от	2	8
25	по существу	2	8
26	в нем	5	7
27	в эпоху	9	7
28	в новой	7	7
29	в них	4	7
30	и не	11	7
31	и до	1	6
32	ни в	6	6
33	о том	4	6
34	только в	1	6
35	это не	4	6
36	есть в	2	6
37	у него	2	6
38	все они	2	6
39	как в	3	5
40	и к	5	5
41	не только	5	5
42	потому что	4	5
43	и это	2	5
44	в ней	5	5
45	к нему	1	5
46	и у	1	5
47	уже в	1	5
48	вместе с	2	5
49	так же	2	5
50	и для	4	5
51	а в	2	5
52	в средние	3	4
53	на место	1	4
54	место в	2	4
55	в сущности	1	4
56	как я	1	4
57	и на	2	4
58	хотя и	2	4
59	он не	8	4
60	но все	1	4
61	и с	2	4
62	должно быть	4	4
63	том что	2	4
64	но он	1	4
65	одна из	2	4
66	в виду	1	4
67	в образе	1	4
68	в одну	2	4
69	может быть	7	4
70	в более	1	4
71	было бы	1	4
72	к жизни	3	4
73	мира и	2	4
74	средние века	7	4
75	все что	1	4
76	том числе	1	4
77	он может	1	3
78	и есть	10	3
79	я не	2	3
80	с ее	5	3
81	на них	1	3
82	во всех	3	3
83	совсем не	12	3
84	от этого	1	3
85	в нее	1	3
86	эпоху ренессанса	1	3
87	в мире	3	3
88	это одна	1	3
89	во время	1	3
90	в своей	3	3
91	не должно	1	3
92	не имеет	4	3
93	тем что	1	3
94	можно было	2	3
95	так много	1	3
96	и вся	1	3
97	путь на	1	3
98	это была	1	3
99	в формах	1	3
100	что он	1	3
101	из них	1	3
102	земли и	1	3
103	и их	1	3
104	так как	1	3
105	нового времени	12	3
106	не на	1	3
107	не было	4	3
108	ничем не	1	3
109	не может	16	3
110	и потому	4	3
111	в той	1	3
112	в человеческом	1	3
113	в это	1	3
114	такой же	2	3
115	но это	6	3
116	в свою	1	3
117	не знает	6	3
118	того же	1	3
119	есть и	1	3
120	жизни и	8	3
121	времени он	1	2
122	от старого	2	2
123	из всех	1	2
124	со всех	4	2
125	мы не	2	2
126	мир не	1	2
127	в которой	1	2
128	ренессанса и	1	2
129	он действует	1	2
130	моря и	1	2
131	еще не	3	2
132	в чем	1	2
133	с его	6	2
134	к новому	7	2
135	говорит что	1	2
136	и еще	1	2
137	человека в	1	2
138	значительной степени	1	2
139	что все	2	2
140	это было	3	2
141	с этим	2	2
142	числе и	1	2
143	историческое время	1	2
144	в этих	1	2
145	мы в	1	2
146	своего рода	1	2
147	их в	1	2
148	том и	2	2
149	все свои	1	2
150	явление в	1	2
151	так называемый	1	2
152	в области	1	2
153	нет ни	1	2
154	в недрах	1	2
155	к тому	3	2
156	не есть	3	2
157	оно не	1	2
158	должен быть	5	2
159	роль в	2	2
160	никогда не	6	2
161	во все	1	2
162	а также	1	2
163	в будущее	1	2
164	и мира	1	2
165	в значительной	1	2
166	и во	1	2
167	движения в	1	2
168	все время	2	2
169	во времени	1	2
170	для всех	1	2
171	уже не	2	2
172	в большинстве	1	2
173	свидетельствует о	1	2
174	большинстве случаев	1	2
175	и нового	1	2
176	связано с	1	2
177	связаны с	2	2
178	а на	1	2
179	был в	1	2
180	а не	17	2
181	власти и	1	2
182	формах и	1	2
183	может иметь	1	2
184	не осталось	1	2
185	по своему	4	2
186	в состоянии	1	2
187	старый мир	2	2
188	новой эпохи	1	2
189	этой системы	1	2
190	в силах	1	2
191	с ним	1	2
192	во всяком	1	2
193	от этой	1	1
194	обращена к	1	1
195	человека и	3	1
196	и через	1	1
197	в такой	1	1
198	это и	2	1
199	в иерархическом	1	1
200	к небытию	1	1
201	было то	1	1
202	живое и	1	1
203	ведь и	2	1
204	должна быть	3	1
205	был и	1	1
206	жизни для	1	1
207	время как	2	1
208	эпохи в	1	1
209	а во-вторых	1	1
210	и государство	1	1
211	всех сторон	4	1
212	это время	1	1
213	себя а	1	1
214	быть в	2	1
215	не был	1	1
216	человек выходит	1	1
217	жизни с	1	1
218	весь характер	1	1
219	в ее	3	1
220	но не	2	1
221	есть своя	1	1
222	значение и	1	1
223	менее всего	1	1
224	в новом	2	1
225	себе и	1	1
226	отличие от	1	1
227	жизни все	2	1
228	за пределы	3	1
229	в истории	3	1
230	в центре	2	1
231	и нет	1	1
232	и старые	1	1
233	ни одно	1	1
234	в самом	1	1
235	обратная сторона	1	1
236	от бога	6	1
237	бы сказать	1	1
238	он в	1	1
239	бога в	1	1
240	в час	4	1
241	думать что	2	1
242	с их	2	1
243	человеке и	1	1
244	не могла	2	1
245	человек не	1	1
246	жизнью и	1	1
247	все ее	1	1
248	будущего все	1	1
249	том чтобы	2	1
250	века были	2	1
251	и которые	1	1
252	отрицание и	1	1
253	эпоху и	1	1
254	в глубину	1	1
255	в основу	1	1
256	жить в	1	1
257	смысле в	1	1
258	не будет	7	1
259	он есть	1	1
260	этом смысле	2	1
261	в жизни	5	1
262	смены эпох	1	1
263	все слова	1	1
264	для них	1	1
265	этого не	1	1
266	с тем	3	1
267	судьба всех	1	1
268	средневековья не	2	1
269	же процесса	1	1
270	в недра	1	1
271	возможности в	1	1
272	всяком случае	1	1
273	в котором	1	1
274	мысли и	2	1
275	освобождение и	1	1
276	в силу	1	1
277	времени не	1	1
278	к реальному	3	1
279	средневековья из	1	1
280	времени а	1	1
281	не должна	1	1
282	по себе	1	1
283	земная жизнь	1	1
284	глубину в	1	1
285	культура средневековья	2	1
286	мира не	1	1
287	она не	3	1
288	есть прежде	1	1
289	мысли в	2	1
290	эти формы	3	1
291	не имел	1	1
292	удары в	1	1
293	в основе	3	1
