N	2gram	Losev_Prob_5	FransuaR
1	и в	30	40
2	то есть	21	18
3	и его	6	17
4	прежде всего	6	16
5	в этом	17	15
6	в романе	1	15
7	мы уже	1	13
8	не только	18	13
9	в его	12	13
10	и не	12	13
11	вовсе не	8	12
12	что в	5	12
13	как и	7	11
14	но и	13	11
15	таким образом	13	10
16	как мы	2	10
17	он не	3	9
18	в них	2	9
19	может быть	7	9
20	и все	9	9
21	и до	2	8
22	и на	6	8
23	отношение к	2	8
24	все эти	2	8
25	и с	5	8
26	в эпоху	3	8
27	в том	12	8
28	у него	11	8
29	но в	9	8
30	то же	2	7
31	ту эпоху	1	7
32	в своем	11	7
33	он и	5	7
34	в виду	3	7
35	в ту	1	7
36	до нас	7	7
37	в одном	3	7
38	и др	1	7
39	в духе	3	7
40	этот образ	2	7
41	в самом	5	6
42	в то	4	6
43	же время	1	6
44	связи с	7	6
45	и других	1	6
46	до конца	1	6
47	он говорит	2	6
48	в своей	22	6
49	к этому	2	6
50	в году	5	5
51	в нем	6	5
52	со всеми	2	5
53	и для	6	5
54	те же	1	5
55	в литературе	1	5
56	то что	18	5
57	не было	1	5
58	а не	5	5
59	в связи	7	5
60	как раз	5	5
61	в своих	1	5
62	смысле слова	3	4
63	также и	12	4
64	жизни и	2	4
65	из всех	2	4
66	в ней	3	4
67	xix века	1	4
68	в нашем	1	4
69	было бы	4	4
70	с начала	1	4
71	ни в	4	4
72	том что	17	4
73	в их	1	4
74	страха и	2	4
75	даже в	1	4
76	того чтобы	2	4
77	в области	2	4
78	у нас	7	4
79	мы встречаем	1	4
80	о том	12	4
81	вы не	1	4
82	и о	5	4
83	и здесь	1	4
84	а также	3	4
85	один из	2	4
86	только на	1	4
87	из них	2	4
88	так как	6	4
89	и даже	14	4
90	до сих	2	4
91	здесь в	2	4
92	не видит	1	4
93	и потому	1	4
94	в данном	2	4
95	сих пор	2	4
96	все это	1	4
97	видно что	1	4
98	в мировой	1	4
99	еще более	3	4
100	в заключение	2	4
101	xvii века	1	3
102	самом деле	2	3
103	на самом	1	3
104	и есть	1	3
105	поэтому он	1	3
106	только для	2	3
107	он был	2	3
108	с его	1	3
109	по отношению	2	3
110	в этой	10	3
111	кроме того	2	3
112	и как	6	3
113	и наконец	1	3
114	и к	4	3
115	истины и	1	3
116	в себе	4	3
117	при этом	4	3
118	всех этих	1	3
119	об этом	4	3
120	их в	1	3
121	я вас	2	3
122	вплоть до	1	3
123	в таких	2	3
124	во всем	1	3
125	они были	1	3
126	но все	4	3
127	правда не	1	3
128	и самое	1	3
129	здесь не	7	3
130	в ее	3	3
131	можно было	2	3
132	еще в	5	3
133	других местах	1	3
134	в другом	3	3
135	другими словами	1	3
136	никак не	8	3
137	в значительной	2	3
138	между тем	2	3
139	нуждается в	1	3
140	что и	6	3
141	и следовательно	1	3
142	еще не	3	3
143	только в	9	3
144	поэтому и	2	3
145	так и	7	3
146	же и	1	3
147	в начале	3	3
148	одно из	1	3
149	не так	4	3
150	для историка	1	3
151	мы находим	7	3
152	в конце	8	3
153	тем что	2	3
154	характерны для	1	3
155	в других	3	3
156	для того	3	3
157	сказать что	9	3
158	там где	1	3
159	жизнь в	3	3
160	в частности	4	3
161	не может	5	3
162	вместе с	7	3
163	от страха	1	3
164	как в	2	3
165	такого рода	2	3
166	как бы	6	3
167	хотя он	1	3
168	и смерти	1	3
169	весь этот	1	3
170	в более	1	3
171	и от	1	3
172	но это	1	3
173	а в	6	3
174	они не	2	3
175	том числе	2	3
176	в обычном	1	2
177	он считает	2	2
178	того же	4	2
179	это и	1	2
180	тем же	3	2
181	мы не	2	2
182	и стиль	1	2
183	хотя бы	2	2
184	и был	2	2
185	которые он	1	2
186	не был	1	2
187	за него	2	2
188	но не	7	2
189	тут же	6	2
190	что он	7	2
191	все же	9	2
192	его к	1	2
193	в этот	1	2
194	в которой	5	2
195	он в	3	2
196	из этих	1	2
197	раз в	2	2
198	своем романе	1	2
199	в дальнейшем	7	2
200	говорят о	1	2
201	и если	1	2
202	на его	2	2
203	в первой	2	2
204	не к	2	2
205	страдания и	3	2
206	и вот	1	2
207	свидетельствует о	2	2
208	здесь мы	1	2
209	для всей	1	2
210	и сделал	1	2
211	внутренности и	1	2
212	форму и	2	2
213	далеко не	4	2
214	точки зрения	10	2
215	уже к	1	2
216	в котором	2	2
217	представление о	2	2
218	жизни с	1	2
219	своего рода	1	2
220	но он	5	2
