N	3gram	Vygotskiy__6	Sovremen
1	мы не можем	1	6
2	с точки зрения	10	5
3	в зависимости от	5	4
4	не может быть	2	4
5	не может не	1	3
6	мы видели что	3	3
7	с самого начала	7	3
8	тем не менее	1	2
9	друг с другом	5	2
10	в отличие от	1	2
11	в свою очередь	1	2
12	в настоящее время	1	2
13	то же самое	6	2
14	что иное как	1	1
15	и в этом	1	1
16	не могут быть	2	1
17	в которой он	1	1
18	в одном случае	1	1
19	собственно и составляет	1	1
20	в связи с	2	1
21	оно может быть	1	1
22	в этом направлении	1	1
23	по отношению к	10	1
24	на самом деле	1	1
25	в данной области	1	1
26	в этом смысле	2	1
27	и той же	3	1
28	когда мы говорим	2	1
29	так же как	6	1
30	его развития но	1	1
31	что при таком	1	1
32	в этом случае	2	1
33	один и тот	1	1
34	в скрытом виде	2	1
35	и все же	1	1
36	же самое в	1	1
37	до сих пор	3	1
38	и во всех	1	1
39	раз и навсегда	1	1
40	сами по себе	1	1
41	вместе с понятием	1	1
42	по аналогии с	1	1
43	есть не что	1	1
44	в наших экспериментах	1	1
45	в самом конце	1	1
46	и именно в	1	1
47	но отнюдь не	1	1
48	заключают в себе	1	1
49	совершенно так же	1	1
50	можно было бы	5	1
51	и не может	2	1
52	в самом деле	1	1
53	к одному и	1	1
54	той или иной	1	1
55	которому они относятся	1	1
56	мы знаем что	3	1
57	заключать в себе	1	1
58	одному и к	1	1
59	сводится только к	1	1
60	но мы знаем	1	1
61	только и могут	1	1
62	к которому они	2	1
63	по самому своему	1	1
64	с этим вопросом	1	1
65	что в каждом	1	1
66	и могут быть	1	1
67	одной и той	3	1
68	не что иное	1	1
69	в процессе развития	1	1
70	говорить только о	1	1
71	в том что	19	1
72	в этой области	2	1
73	в данном случае	1	1
74	этом смысле можно	1	1
75	на этой стадии	2	1
76	на этот вопрос	2	1
77	можем ли мы	1	1
78	может быть в	1	1
79	же самое что	1	1
80	ясно что при	1	1
81	с одной стороны	1	1
82	и к другому	1	1
83	на этот раз	1	1
84	тот факт что	1	1
85	и тот же	1	1
