N	2gram	Kanaev_Sov_1	FransuaR
1	и в	7	40
2	и его	1	17
3	прежде всего	5	16
4	в этом	7	15
5	мы уже	1	13
6	не только	4	13
7	в его	2	13
8	и не	6	13
9	вовсе не	1	12
10	что в	2	12
11	как и	6	11
12	таким образом	11	10
13	как мы	2	10
14	и т.п	1	10
15	он не	1	9
16	может быть	12	9
17	и все	3	9
18	и до	1	8
19	той же	2	8
20	все эти	5	8
21	в том	4	8
22	у него	2	8
23	но в	3	8
24	то же	3	7
25	в своем	1	7
26	в ту	1	7
27	в одном	3	7
28	в духе	1	7
29	во всех	1	6
30	в самом	2	6
31	в то	1	6
32	же время	1	6
33	связи с	1	6
34	к этому	1	6
35	здесь и	1	5
36	в нем	3	5
37	со всеми	2	5
38	так сказать	2	5
39	и для	1	5
40	те же	1	5
41	мы видим	2	5
42	не было	1	5
43	а не	3	5
44	в связи	1	5
45	в своих	1	5
46	жизни и	4	4
47	из всех	1	4
48	в ней	1	4
49	xix века	1	4
50	в нашем	2	4
51	в мире	1	4
52	было бы	3	4
53	ни в	1	4
54	том что	1	4
55	в эту	1	4
56	в области	3	4
57	у нас	3	4
58	о том	1	4
59	так в	1	4
60	роль в	2	4
61	и во	2	4
62	один из	1	4
63	только на	1	4
64	из них	4	4
65	так как	4	4
66	и даже	2	4
67	до сих	1	4
68	здесь в	1	4
69	и потому	3	4
70	в данном	1	4
71	сих пор	1	4
72	все это	3	4
73	еще более	2	4
74	в заключение	1	4
75	самом деле	2	3
76	на самом	1	3
77	и есть	2	3
78	с его	1	3
79	по отношению	1	3
80	отличие от	2	3
81	в этой	3	3
82	кроме того	1	3
83	и наконец	5	3
84	и к	3	3
85	всего необходимо	1	3
86	в себе	3	3
87	но ведь	1	3
88	при этом	3	3
89	мы видели	4	3
90	в отличие	2	3
91	их в	4	3
92	одна из	3	3
93	но все	2	3
94	правда не	1	3
95	не подлежит	3	3
96	можно было	1	3
97	еще в	1	3
98	если бы	1	3
99	в другом	1	3
100	во всей	1	3
101	и следовательно	1	3
102	еще не	3	3
103	только в	1	3
104	в начале	1	3
105	в конце	3	3
106	и прежде	1	3
107	сказать что	1	3
108	там где	1	3
109	не может	17	3
110	вместе с	4	3
111	такого рода	2	3
112	как бы	4	3
113	и от	1	3
114	но это	1	3
115	а в	4	3
116	между ними	1	3
117	они не	1	3
118	как известно	2	2
119	наших дней	1	2
120	того же	1	2
121	это и	1	2
122	тем же	2	2
123	по преимуществу	1	2
124	от старого	1	2
125	мы не	9	2
126	на такой	1	2
127	на них	1	2
128	быть в	1	2
129	но конечно	1	2
130	но не	1	2
131	до наших	1	2
132	в течение	1	2
133	все же	3	2
134	и той	1	2
135	в этот	1	2
136	в которой	2	2
137	в целом	4	2
138	он в	3	2
139	из этих	2	2
140	в дальнейшем	4	2
141	и если	1	2
142	на его	2	2
143	как он	3	2
144	и еще	1	2
145	в корне	1	2
146	одной и	1	2
147	на этом	2	2
148	и сделал	1	2
149	форму и	1	2
150	громадную роль	1	2
151	в один	2	2
152	точки зрения	12	2
153	уже к	1	2
154	представление о	1	2
155	в условиях	5	2
156	не менее	2	2
157	дело в	1	2
158	он с	1	2
159	этого явления	1	2
160	той или	1	2
161	и это	1	2
162	данном случае	1	2
163	под руководством	1	2
164	времени и	2	2
165	одного из	1	2
166	здесь нет	1	2
167	поэтому в	1	2
168	никакому сомнению	1	2
169	с другой	1	2
170	это не	4	2
171	к нему	1	2
172	сомнению что	1	2
173	но как	1	2
174	или же	2	2
175	конечно не	1	2
176	и у	1	2
177	уже в	3	2
178	и они	2	2
179	в следующих	1	2
180	мы знаем	2	2
181	как его	1	2
182	в системе	3	2
183	на их	2	2
184	рядом с	1	2
185	или иной	2	2
186	подлежит никакому	1	2
187	именно в	1	2
188	очень часто	1	2
189	с помощью	4	2
190	с этим	2	2
191	какой бы	1	2
192	одной из	1	2
193	отношению к	1	2
194	все что	1	2
195	новое время	1	1
196	ли мы	3	1
197	жизнь человека	1	1
198	с жизнью	1	1
199	это делает	1	1
200	от всяких	1	1
201	все те	2	1
202	есть не	1	1
203	мы имеем	1	1
204	что уже	1	1
205	что иное	1	1
206	жизни как	1	1
207	мы ее	1	1
208	подчеркнуть что	1	1
209	на которых	1	1
210	на другом	2	1
211	принадлежит и	1	1
212	между собой	3	1
213	иное как	1	1
214	бы то	1	1
215	его здесь	1	1
216	видели что	3	1
217	то он	1	1
218	нет и	4	1
219	мы снова	1	1
220	метод в	1	1
221	именно эта	1	1
222	что это	2	1
223	всех деталях	1	1
224	в известном	1	1
225	и тот	1	1
226	в наших	3	1
227	все они	1	1
228	в первых	1	1
229	он должен	2	1
230	как одной	1	1
231	в первом	3	1
232	жизнью на	1	1
