N	3gram	Propp_Isto_6	RusskieA
1	в том что	5	18
2	в других местах	1	7
3	в этом случае	6	6
4	в данном случае	3	6
5	для того чтобы	1	6
6	т е в	2	5
7	и т д	8	5
8	вместе с тем	3	4
9	так же как	1	4
10	о том что	4	4
11	мы видели что	3	4
12	в этих случаях	1	3
13	можно предположить что	1	3
14	не может быть	3	3
15	подобно тому как	1	3
16	тем не менее	1	2
17	что иное как	1	2
18	же как и	1	2
19	из которых одна	1	2
20	мы не будем	2	2
21	ее в реку	1	2
22	для этой цели	1	2
23	когда мы рассмотрим	1	2
24	не что иное	1	2
25	но вместе с	1	2
26	в то время	3	2
27	в приведенных материалах	2	2
28	что такие представления	1	2
29	как уже указывалось	1	2
30	после того как	2	2
31	с одной стороны	7	2
32	приводит нас к	2	2
33	той лишь разницей	1	1
34	в другом месте	1	1
35	том что в	2	1
36	эта связь с	2	1
37	его уже не	1	1
38	это приводит нас	1	1
39	потому что он	2	1
40	имели целью воздействовать	1	1
41	речь будет ниже	2	1
42	еще далеко не	1	1
43	в египетской религии	1	1
44	не было ни	1	1
45	отсюда видно что	2	1
46	на место где	1	1
47	но так как	3	1
48	более или менее	1	1
49	он показывает что	1	1
50	в тех случаях	3	1
51	того или другого	1	1
52	далеко не единственный	1	1
53	о том как	3	1
54	к дереву оно	1	1
55	состоял в том	1	1
56	повлиять на плодородие	1	1
57	более высокой ступени	1	1
58	и то и	1	1
59	в царстве мертвых	1	1
60	в точности соответствует	1	1
61	ниже когда мы	1	1
62	но и в	2	1
63	таким образом в	1	1
64	по аналогии с	1	1
65	но это не	1	1
66	можно было бы	2	1
67	а иногда и	1	1
68	воздействовать на урожай	1	1
69	однако все эти	1	1
70	здесь еще не	1	1
71	целью воздействовать на	1	1
72	в царство мертвых	4	1
73	чем речь будет	1	1
74	чем говорилось выше	1	1
75	бросают в воду	1	1
76	здесь мы имеем	4	1
77	к заключению что	3	1
78	с той лишь	1	1
79	во всяком случае	2	1
80	на первый взгляд	1	1
81	смысле этого слова	1	1
82	так как это	3	1
83	и на земле	3	1
84	говорится что в	1	1
85	в некоторых случаях	2	1
86	ее к себе	2	1
87	то время как	3	1
88	всяком случае не	1	1
89	она живет в	1	1
90	с другой стороны	8	1
91	с природой он	1	1
92	и в том	1	1
93	иной мир в	1	1
94	о чем говорилось	1	1
95	это еще не	2	1
96	мы видели также	1	1
97	лишь разницей что	1	1
98	к себе в	2	1
99	выше мы видели	1	1
100	он был бы	1	1
101	в своих целях	2	1
102	к выводу что	1	1
103	у нас на	1	1
104	что представление о	1	1
105	так как в	1	1
106	можно сказать что	1	1
107	уже указывалось выше	1	1
108	на то что	1	1
109	на третий день	1	1
110	за тридевять земель	3	1
111	тех случаях когда	3	1
112	эта стадия особенно	1	1
113	одной стороны умерший	1	1
114	может быть поставлен	1	1
115	мы уже знаем	2	1
116	но и эта	1	1
117	как и в	2	1
118	о чем речь	1	1
119	как мы видели	2	1
