N	2gram	Propp_Isto_3	EvropaiC
1	таким образом	10	32
2	в том	9	31
3	и в	22	24
4	том что	8	20
5	все эти	4	19
6	не может	4	18
7	то что	7	17
8	может быть	11	15
9	все же	5	15
10	точки зрения	2	13
11	самом деле	1	12
12	в своем	2	12
13	до сих	5	12
14	в этом	17	12
15	сих пор	5	12
16	с этим	8	11
17	между тем	2	11
18	все это	1	11
19	по отношению	2	10
20	так и	2	10
21	мы знаем	2	10
22	как бы	1	10
23	отношению к	2	10
24	все что	3	10
25	на то	1	9
26	при этом	2	9
27	как и	3	9
28	с другом	1	9
29	друг с	1	9
30	что в	15	9
31	с точки	1	8
32	знаем что	2	8
33	не в	4	8
34	ясно что	1	8
35	если бы	6	8
36	так же	3	8
37	и все	3	8
38	на самом	2	7
39	из этих	3	7
40	в силу	2	7
41	не менее	5	7
42	к тому	3	7
43	для этого	1	7
44	о том	3	7
45	и что	2	7
46	что он	9	7
47	но и	12	7
48	и не	12	7
49	из этого	1	7
50	должна быть	1	6
51	начало и	1	6
52	еще не	10	6
53	и на	4	6
54	тогда как	1	6
55	в этой	5	6
56	в мире	1	6
57	от друга	1	6
58	с ним	1	6
59	что и	9	6
60	народов и	1	6
61	того что	5	6
62	говорили выше	1	6
63	только в	4	6
64	все они	1	6
65	так что	5	6
66	так как	7	6
67	мы можем	6	6
68	друг от	1	6
69	с другой	7	6
70	вместе с	9	6
71	отличается от	1	6
72	как на	1	6
73	из всех	1	5
74	столь же	1	5
75	и к	3	5
76	но в	10	5
77	что это	1	5
78	в целом	3	5
79	тому же	2	5
80	не только	14	5
81	но все	2	5
82	не будет	1	5
83	и с	4	5
84	на все	2	5
85	его в	3	5
86	в то	2	5
87	как будто	2	5
88	что при	1	5
89	в его	3	5
90	большею частью	1	5
91	потому что	3	5
92	и их	1	5
93	у него	3	5
94	далеко не	3	5
95	ничем не	1	5
96	другой стороны	7	5
97	по своему	1	5
98	быть и	3	5
99	и для	2	5
100	и от	3	5
101	к этому	7	5
102	одним из	4	4
103	в такой	1	4
104	и то	2	4
105	то же	6	4
106	мы уже	6	4
107	из того	2	4
108	между собой	1	4
109	что его	1	4
110	отношение к	4	4
111	что как	1	4
112	хотя и	2	4
113	ни один	2	4
114	он не	5	4
115	всех этих	2	4
116	в одну	1	4
117	из них	7	4
118	выше мы	3	4
119	тем не	5	4
120	связи с	6	4
121	в дальнейшем	4	4
122	никогда не	3	4
123	пор не	1	4
124	и у	3	4
125	не есть	1	4
126	в виде	2	4
127	которых мы	1	4
128	его собственной	1	4
129	в течение	6	4
130	в состоянии	1	4
131	этом случае	5	4
132	мы должны	7	4
133	хотя бы	1	4
134	состоит из	1	4
135	совершенно не	2	4
136	в таком	1	4
137	же как	2	3
138	вопрос о	2	3
139	но по	3	3
140	не вполне	6	3
141	в данном	4	3
142	мы будем	1	3
143	которые не	1	3
144	еще больше	1	3
145	целый ряд	3	3
146	что по	2	3
147	так или	1	3
148	в тех	2	3
149	к которой	1	3
150	в нем	9	3
151	и по	1	3
152	на этой	1	3
153	заключается в	1	3
154	это не	6	3
155	в жизни	2	3
156	с тем	2	3
157	чем в	1	3
158	в этих	11	3
159	представление о	3	3
160	только те	1	3
161	даже в	2	3
162	образом в	2	3
163	для нас	4	3
164	в разных	1	3
165	во всем	1	3
166	уже и	1	3
167	от того	1	3
168	у нас	4	3
169	ничего общего	1	3
170	и это	2	3
171	данном случае	3	3
172	с одной	2	3
173	тот же	1	3
174	отличаются друг	1	3
175	очень много	2	3
176	конечно не	1	3
177	в начале	1	3
178	при помощи	3	3
179	как у	1	3
180	или иначе	1	3
181	прежде всего	3	3
182	же не	2	3
183	в связи	3	3
184	и потому	2	3
185	случаях когда	1	3
186	не то	1	3
187	от него	2	3
188	а в	6	3
189	что мы	1	3
